,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Valid,Invalid,Stimuli,StimPresented,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep
56,56,APResp,2,57,56,56,0,0,1,2,2,a,1,a,1,499,1,5538,1.49E+12,1.49E+12,1.49E+12,47,10,2
57,57,APResp,2,58,57,57,0,0,1,3,15,l,4,l,1,549,1,5538,1.49E+12,1.49E+12,1.49E+12,48,10,2
58,58,APResp,2,59,58,58,0,0,1,1,9,k,3,k,1,587,1,5538,1.49E+12,1.49E+12,1.49E+12,49,10,2
59,59,APResp,2,60,59,59,0,1,0,2,6,s,2,s,1,588,1,5538,1.49E+12,1.49E+12,1.49E+12,50,10,2
60,60,APResp,2,61,0,60,1,0,1,3,3,a,1,a,1,480,1,316236,1.49E+12,1.49E+12,1.49E+12,1,10,2
61,61,APResp,2,62,1,61,1,1,0,4,16,l,4,l,1,497,1,316236,1.49E+12,1.49E+12,1.49E+12,2,10,2
62,62,APResp,2,63,2,62,1,1,0,1,1,a,1,a,1,649,1,316236,1.49E+12,1.49E+12,1.49E+12,3,10,2
63,63,APResp,2,64,3,63,1,0,1,4,8,s,2,s,1,632,1,316236,1.49E+12,1.49E+12,1.49E+12,4,10,2
64,64,APResp,2,65,4,64,1,0,1,1,5,s,2,s,1,505,1,316236,1.49E+12,1.49E+12,1.49E+12,5,10,2
65,65,APResp,2,66,5,65,1,1,0,2,6,s,2,s,1,505,1,316236,1.49E+12,1.49E+12,1.49E+12,6,10,2
66,66,APResp,2,67,6,66,1,0,1,3,7,s,2,s,1,528,1,316236,1.49E+12,1.49E+12,1.49E+12,7,10,2
67,67,APResp,2,68,7,67,1,1,0,3,11,k,3,k,1,721,1,316236,1.49E+12,1.49E+12,1.49E+12,8,10,2
68,68,APResp,2,69,8,68,1,0,1,1,13,l,4,l,1,472,1,316236,1.49E+12,1.49E+12,1.49E+12,9,10,2
69,69,APResp,2,70,9,69,1,0,1,4,4,a,1,a,1,570,1,316236,1.49E+12,1.49E+12,1.49E+12,10,10,2
70,70,APResp,2,71,10,70,1,0,1,4,12,k,3,k,1,555,1,316236,1.49E+12,1.49E+12,1.49E+12,11,10,2
71,71,APResp,2,72,11,71,1,0,1,4,8,s,2,s,1,514,1,316236,1.49E+12,1.49E+12,1.49E+12,12,10,2
72,72,APResp,2,73,12,72,1,0,1,4,4,a,1,a,1,395,1,316236,1.49E+12,1.49E+12,1.49E+12,13,10,2
73,73,APResp,2,74,13,73,1,0,1,1,9,k,3,k,1,508,1,316236,1.49E+12,1.49E+12,1.49E+12,14,10,2
74,74,APResp,2,75,14,74,1,0,1,1,13,l,4,l,1,426,1,316236,1.49E+12,1.49E+12,1.49E+12,15,10,2
75,75,APResp,2,76,15,75,1,1,0,1,1,a,1,a,1,514,1,316236,1.49E+12,1.49E+12,1.49E+12,16,10,2
76,76,APResp,2,77,16,76,1,0,1,2,10,k,3,k,1,499,1,316236,1.49E+12,1.49E+12,1.49E+12,17,10,2
77,77,APResp,2,78,17,77,1,0,1,4,4,a,1,a,1,555,1,316236,1.49E+12,1.49E+12,1.49E+12,18,10,2
78,78,APResp,2,79,18,78,1,1,0,1,1,a,1,a,1,586,1,316236,1.49E+12,1.49E+12,1.49E+12,19,10,2
79,79,APResp,2,80,19,79,1,0,1,2,10,k,3,k,1,500,1,316236,1.49E+12,1.49E+12,1.49E+12,20,10,2
80,80,APResp,2,81,20,80,1,1,0,2,6,s,2,s,1,650,1,316236,1.49E+12,1.49E+12,1.49E+12,21,10,2
81,81,APResp,2,82,21,81,1,0,1,3,7,s,2,s,1,533,1,316236,1.49E+12,1.49E+12,1.49E+12,22,10,2
82,82,APResp,2,83,22,82,1,0,1,4,4,a,1,a,1,549,1,316236,1.49E+12,1.49E+12,1.49E+12,23,10,2
83,83,APResp,2,84,23,83,1,0,1,3,15,l,4,l,1,518,1,316236,1.49E+12,1.49E+12,1.49E+12,24,10,2
84,84,APResp,2,85,24,84,1,0,1,1,9,k,3,k,1,516,1,316236,1.49E+12,1.49E+12,1.49E+12,25,10,2
85,85,APResp,2,86,25,85,1,0,1,2,2,a,1,a,1,574,1,316236,1.49E+12,1.49E+12,1.49E+12,26,10,2
86,86,APResp,2,87,26,86,1,0,1,2,14,l,4,l,1,557,1,316236,1.49E+12,1.49E+12,1.49E+12,27,10,2
87,87,APResp,2,88,27,87,1,1,0,2,6,s,2,s,1,589,1,316236,1.49E+12,1.49E+12,1.49E+12,28,10,2
88,88,APResp,2,89,28,88,1,0,1,1,13,l,4,l,1,559,1,316236,1.49E+12,1.49E+12,1.49E+12,29,10,2
89,89,APResp,2,90,29,89,1,0,1,2,10,k,3,k,1,485,1,316236,1.49E+12,1.49E+12,1.49E+12,30,10,2
90,90,APResp,2,91,30,90,1,0,1,2,2,a,1,a,1,559,1,316236,1.49E+12,1.49E+12,1.49E+12,31,10,2
91,91,APResp,2,92,31,91,1,1,0,4,16,l,4,l,1,591,1,316236,1.49E+12,1.49E+12,1.49E+12,32,10,2
92,92,APResp,2,93,32,92,1,0,1,1,9,k,3,k,1,463,1,316236,1.49E+12,1.49E+12,1.49E+12,33,10,2
93,93,APResp,2,94,33,93,1,0,1,3,7,s,2,s,1,486,1,316236,1.49E+12,1.49E+12,1.49E+12,34,10,2
94,94,APResp,2,95,34,94,1,0,1,4,8,s,2,s,1,544,1,316236,1.49E+12,1.49E+12,1.49E+12,35,10,2
95,95,APResp,2,96,35,95,1,0,1,1,5,s,2,s,1,519,1,316236,1.49E+12,1.49E+12,1.49E+12,36,10,2
96,96,APResp,2,97,36,96,1,0,1,3,15,l,4,l,1,553,1,316236,1.49E+12,1.49E+12,1.49E+12,37,10,2
97,97,APResp,2,98,37,97,1,0,1,1,9,k,3,k,1,497,1,316236,1.49E+12,1.49E+12,1.49E+12,38,10,2
98,98,APResp,2,99,38,98,1,0,1,3,3,a,1,a,1,522,1,316236,1.49E+12,1.49E+12,1.49E+12,39,10,2
99,99,APResp,2,100,39,99,1,0,1,3,7,s,2,s,1,562,1,316236,1.49E+12,1.49E+12,1.49E+12,40,10,2
100,100,APResp,2,101,40,100,1,1,0,3,11,k,3,k,1,658,1,316236,1.49E+12,1.49E+12,1.49E+12,41,10,2
101,101,APResp,2,102,41,101,1,0,1,2,14,l,4,l,1,576,1,316236,1.49E+12,1.49E+12,1.49E+12,42,10,2
102,102,APResp,2,103,42,102,1,0,1,3,3,a,1,a,1,526,1,316236,1.49E+12,1.49E+12,1.49E+12,43,10,2
103,103,APResp,2,104,43,103,1,1,0,1,1,a,1,a,1,568,1,316236,1.49E+12,1.49E+12,1.49E+12,44,10,2
104,104,APResp,2,105,44,104,1,1,0,3,11,k,3,k,1,557,1,316236,1.49E+12,1.49E+12,1.49E+12,45,10,2
105,105,APResp,2,106,45,105,1,0,1,4,12,k,3,k,1,524,1,316236,1.49E+12,1.49E+12,1.49E+12,46,10,2
106,106,APResp,2,107,46,106,1,0,1,1,5,s,2,s,1,540,1,316236,1.49E+12,1.49E+12,1.49E+12,47,10,2
107,107,APResp,2,108,47,107,1,0,1,3,15,l,4,l,1,443,1,316236,1.49E+12,1.49E+12,1.49E+12,48,10,2
108,108,APResp,2,109,48,108,1,1,0,4,16,l,4,l,1,584,1,316236,1.49E+12,1.49E+12,1.49E+12,49,10,2
109,109,APResp,2,110,49,109,1,0,1,1,13,l,4,l,1,474,1,316236,1.49E+12,1.49E+12,1.49E+12,50,10,2
110,110,APResp,2,111,50,110,1,0,1,4,8,s,2,s,1,545,1,316236,1.49E+12,1.49E+12,1.49E+12,51,10,2
111,111,APResp,2,112,51,111,1,1,0,4,16,l,4,l,1,570,1,316236,1.49E+12,1.49E+12,1.49E+12,52,10,2
112,112,APResp,2,113,52,112,1,0,1,2,14,l,4,l,1,484,1,316236,1.49E+12,1.49E+12,1.49E+12,53,10,2
113,113,APResp,2,114,53,113,1,0,1,2,10,k,3,k,1,547,1,316236,1.49E+12,1.49E+12,1.49E+12,54,10,2
114,114,APResp,2,115,54,114,1,0,1,2,2,a,1,a,1,579,1,316236,1.49E+12,1.49E+12,1.49E+12,55,10,2
115,115,APResp,2,116,55,115,1,0,1,3,15,l,4,l,1,524,1,316236,1.49E+12,1.49E+12,1.49E+12,56,10,2
116,116,APResp,2,117,56,116,1,0,1,4,12,k,3,k,1,556,1,316236,1.49E+12,1.49E+12,1.49E+12,57,10,2
117,117,APResp,2,118,57,117,1,0,1,2,2,a,1,a,1,587,1,316236,1.49E+12,1.49E+12,1.49E+12,58,10,2
118,118,APResp,2,119,58,118,1,1,0,2,6,s,2,s,1,565,1,316236,1.49E+12,1.49E+12,1.49E+12,59,10,2
119,119,APResp,2,120,59,119,1,1,0,3,11,k,3,k,1,578,1,316236,1.49E+12,1.49E+12,1.49E+12,60,10,2
120,120,APResp,2,121,0,120,2,0,1,1,5,s,2,s,1,689,1,695323,1.49E+12,1.49E+12,1.49E+12,1,10,2
121,121,APResp,2,122,1,121,2,0,1,1,9,k,3,k,1,499,1,695323,1.49E+12,1.49E+12,1.49E+12,2,10,2
122,122,APResp,2,123,2,122,2,0,1,3,7,s,2,s,1,513,1,695323,1.49E+12,1.49E+12,1.49E+12,3,10,2
123,123,APResp,2,124,3,123,2,0,1,2,2,a,1,a,1,529,1,695323,1.49E+12,1.49E+12,1.49E+12,4,10,2
124,124,APResp,2,125,4,124,2,1,0,1,1,a,1,a,1,523,1,695323,1.49E+12,1.49E+12,1.49E+12,5,10,2
125,125,APResp,2,126,5,125,2,1,0,2,6,s,2,s,1,595,1,695323,1.49E+12,1.49E+12,1.49E+12,6,10,2
126,126,APResp,2,127,6,126,2,0,1,2,10,k,3,k,1,603,1,695323,1.49E+12,1.49E+12,1.49E+12,7,10,2
127,127,APResp,2,128,7,127,2,0,1,4,4,a,1,a,1,587,1,695323,1.49E+12,1.49E+12,1.49E+12,8,10,2
128,128,APResp,2,129,8,128,2,0,1,2,14,l,4,l,1,608,1,695323,1.49E+12,1.49E+12,1.49E+12,9,10,2
129,129,APResp,2,130,9,129,2,1,0,1,1,a,1,a,1,535,1,695323,1.49E+12,1.49E+12,1.49E+12,10,10,2
130,130,APResp,2,131,10,130,2,0,1,3,3,a,1,a,1,504,1,695323,1.49E+12,1.49E+12,1.49E+12,11,10,2
131,131,APResp,2,132,11,131,2,1,0,3,11,k,3,k,1,567,1,695323,1.49E+12,1.49E+12,1.49E+12,12,10,2
132,132,APResp,2,133,12,132,2,0,1,1,13,l,4,l,1,442,1,695323,1.49E+12,1.49E+12,1.49E+12,13,10,2
133,133,APResp,2,134,13,133,2,0,1,4,4,a,1,a,1,572,1,695323,1.49E+12,1.49E+12,1.49E+12,14,10,2
134,134,APResp,2,135,14,134,2,0,1,3,3,a,1,a,1,499,1,695323,1.49E+12,1.49E+12,1.49E+12,15,10,2
135,135,APResp,2,136,15,135,2,1,0,1,1,a,1,a,1,595,1,695323,1.49E+12,1.49E+12,1.49E+12,16,10,2
136,136,APResp,2,137,16,136,2,0,1,2,14,l,4,l,1,500,1,695323,1.49E+12,1.49E+12,1.49E+12,17,10,2
137,137,APResp,2,138,17,137,2,0,1,4,12,k,3,k,1,500,1,695323,1.49E+12,1.49E+12,1.49E+12,18,10,2
138,138,APResp,2,139,18,138,2,0,1,2,2,a,1,a,1,532,1,695323,1.49E+12,1.49E+12,1.49E+12,19,10,2
139,139,APResp,2,140,19,139,2,0,1,2,14,l,4,l,1,605,1,695323,1.49E+12,1.49E+12,1.49E+12,20,10,2
140,140,APResp,2,141,20,140,2,0,1,1,5,s,2,s,1,547,1,695323,1.49E+12,1.49E+12,1.49E+12,21,10,2
141,141,APResp,2,142,21,141,2,1,0,3,11,k,3,k,1,604,1,695323,1.49E+12,1.49E+12,1.49E+12,22,10,2
142,142,APResp,2,143,22,142,2,0,1,2,14,l,4,l,1,540,1,695323,1.49E+12,1.49E+12,1.49E+12,23,10,2
143,143,APResp,2,144,23,143,2,0,1,3,3,a,1,a,1,650,1,695323,1.49E+12,1.49E+12,1.49E+12,24,10,2
144,144,APResp,2,145,24,144,2,0,1,1,9,k,3,k,1,634,1,695323,1.49E+12,1.49E+12,1.49E+12,25,10,2
145,145,APResp,2,146,25,145,2,0,1,1,5,s,2,s,1,500,1,695323,1.49E+12,1.49E+12,1.49E+12,26,10,2
146,146,APResp,2,147,26,146,2,0,1,2,2,a,1,k,0,483,2,695323,1.49E+12,1.49E+12,1.49E+12,26,10,2
147,147,APResp,2,148,27,147,2,1,0,3,11,k,3,k,1,531,1,695323,1.49E+12,1.49E+12,1.49E+12,27,10,2
148,148,APResp,2,149,28,148,2,0,1,3,7,s,2,s,1,581,1,695323,1.49E+12,1.49E+12,1.49E+12,28,10,2
149,149,APResp,2,150,29,149,2,0,1,3,15,l,4,l,1,556,1,695323,1.49E+12,1.49E+12,1.49E+12,29,10,2
150,150,APResp,2,151,30,150,2,0,1,4,12,k,3,k,1,477,1,695323,1.49E+12,1.49E+12,1.49E+12,30,10,2
151,151,APResp,2,152,31,151,2,0,1,1,13,l,4,l,1,678,1,695323,1.49E+12,1.49E+12,1.49E+12,31,10,2
152,152,APResp,2,153,32,152,2,0,1,3,3,a,1,a,1,493,1,695323,1.49E+12,1.49E+12,1.49E+12,32,10,2
153,153,APResp,2,154,33,153,2,0,1,4,4,a,1,a,1,540,1,695323,1.49E+12,1.49E+12,1.49E+12,33,10,2
154,154,APResp,2,155,34,154,2,0,1,4,8,s,2,s,1,621,1,695323,1.49E+12,1.49E+12,1.49E+12,34,10,2
155,155,APResp,2,156,35,155,2,1,0,4,16,l,4,l,1,628,1,695323,1.49E+12,1.49E+12,1.49E+12,35,10,2
156,156,APResp,2,157,36,156,2,0,1,3,7,s,2,s,1,564,1,695323,1.49E+12,1.49E+12,1.49E+12,36,10,2
157,157,APResp,2,158,37,157,2,1,0,2,6,s,2,s,1,494,1,695323,1.49E+12,1.49E+12,1.49E+12,37,10,2
158,158,APResp,2,159,38,158,2,0,1,2,10,k,3,k,1,669,1,695323,1.49E+12,1.49E+12,1.49E+12,38,10,2
159,159,APResp,2,160,39,159,2,1,0,4,16,l,4,l,1,484,1,695323,1.49E+12,1.49E+12,1.49E+12,39,10,2
160,160,APResp,2,161,40,160,2,1,0,2,6,s,2,s,1,581,1,695323,1.49E+12,1.49E+12,1.49E+12,40,10,2
161,161,APResp,2,162,41,161,2,0,1,4,12,k,3,k,1,621,1,695323,1.49E+12,1.49E+12,1.49E+12,41,10,2
162,162,APResp,2,163,42,162,2,0,1,3,7,s,2,s,1,524,1,695323,1.49E+12,1.49E+12,1.49E+12,42,10,2
163,163,APResp,2,164,43,163,2,0,1,2,10,k,3,k,1,653,1,695323,1.49E+12,1.49E+12,1.49E+12,43,10,2
164,164,APResp,2,165,44,164,2,1,0,2,6,s,2,s,1,493,1,695323,1.49E+12,1.49E+12,1.49E+12,44,10,2
165,165,APResp,2,166,45,165,2,0,1,2,10,k,3,k,1,606,1,695323,1.49E+12,1.49E+12,1.49E+12,45,10,2
166,166,APResp,2,167,46,166,2,0,1,1,9,k,3,k,1,518,1,695323,1.49E+12,1.49E+12,1.49E+12,46,10,2
167,167,APResp,2,168,47,167,2,0,1,1,13,l,4,l,1,509,1,695323,1.49E+12,1.49E+12,1.49E+12,47,10,2
168,168,APResp,2,169,48,168,2,0,1,1,9,k,3,k,1,662,1,695323,1.49E+12,1.49E+12,1.49E+12,48,10,2
169,169,APResp,2,170,49,169,2,0,1,4,8,s,2,s,1,486,1,695323,1.49E+12,1.49E+12,1.49E+12,49,10,2
170,170,APResp,2,171,50,170,2,0,1,4,4,a,1,a,1,566,1,695323,1.49E+12,1.49E+12,1.49E+12,50,10,2
171,171,APResp,2,172,51,171,2,0,1,3,15,l,4,l,1,693,1,695323,1.49E+12,1.49E+12,1.49E+12,51,10,2
172,172,APResp,2,173,52,172,2,1,0,1,1,a,1,a,1,589,1,695323,1.49E+12,1.49E+12,1.49E+12,52,10,2
173,173,APResp,2,174,53,173,2,0,1,3,15,l,4,l,1,548,1,695323,1.49E+12,1.49E+12,1.49E+12,53,10,2
174,174,APResp,2,175,54,174,2,0,1,1,5,s,2,s,1,581,1,695323,1.49E+12,1.49E+12,1.49E+12,54,10,2
175,175,APResp,2,176,55,175,2,0,1,3,15,l,4,l,1,583,1,695323,1.49E+12,1.49E+12,1.49E+12,55,10,2
176,176,APResp,2,177,56,176,2,1,0,4,16,l,4,l,1,518,1,695323,1.49E+12,1.49E+12,1.49E+12,56,10,2
177,177,APResp,2,178,57,177,2,0,1,4,12,k,3,k,1,558,1,695323,1.49E+12,1.49E+12,1.49E+12,57,10,2
178,178,APResp,2,179,58,178,2,0,1,4,8,s,2,s,1,632,1,695323,1.49E+12,1.49E+12,1.49E+12,58,10,2
179,179,APResp,2,180,59,179,2,1,0,4,16,l,4,l,1,582,1,695323,1.49E+12,1.49E+12,1.49E+12,59,10,2
180,180,APResp,2,181,0,180,3,0,1,1,5,s,2,s,1,561,1,1029058,1.49E+12,1.49E+12,1.49E+12,1,10,2
181,181,APResp,2,182,1,181,3,0,1,3,15,l,4,l,1,586,1,1029058,1.49E+12,1.49E+12,1.49E+12,2,10,2
182,182,APResp,2,183,2,182,3,0,1,1,5,s,2,s,1,546,1,1029058,1.49E+12,1.49E+12,1.49E+12,3,10,2
183,183,APResp,2,184,3,183,3,0,1,3,3,a,1,a,1,425,1,1029058,1.49E+12,1.49E+12,1.49E+12,4,10,2
184,184,APResp,2,185,4,184,3,0,1,3,7,s,2,s,1,563,1,1029058,1.49E+12,1.49E+12,1.49E+12,5,10,2
185,185,APResp,2,186,5,185,3,0,1,2,14,l,4,l,1,563,1,1029058,1.49E+12,1.49E+12,1.49E+12,6,10,2
186,186,APResp,2,187,6,186,3,0,1,2,10,k,3,k,1,580,1,1029058,1.49E+12,1.49E+12,1.49E+12,7,10,2
187,187,APResp,2,188,7,187,3,1,0,2,6,s,2,s,1,531,1,1029058,1.49E+12,1.49E+12,1.49E+12,8,10,2
188,188,APResp,2,189,8,188,3,0,1,4,4,a,1,a,1,458,1,1029058,1.49E+12,1.49E+12,1.49E+12,9,10,2
189,189,APResp,2,190,9,189,3,0,1,2,2,a,1,a,1,564,1,1029058,1.49E+12,1.49E+12,1.49E+12,10,10,2
190,190,APResp,2,191,10,190,3,1,0,1,1,a,1,a,1,525,1,1029058,1.49E+12,1.49E+12,1.49E+12,11,10,2
191,191,APResp,2,192,11,191,3,0,1,2,14,l,4,l,1,540,1,1029058,1.49E+12,1.49E+12,1.49E+12,12,10,2
192,192,APResp,2,193,12,192,3,0,1,4,8,s,2,s,1,683,1,1029058,1.49E+12,1.49E+12,1.49E+12,13,10,2
193,193,APResp,2,194,13,193,3,0,1,1,9,k,3,k,1,510,1,1029058,1.49E+12,1.49E+12,1.49E+12,14,10,2
194,194,APResp,2,195,14,194,3,1,0,4,16,l,4,l,1,644,1,1029058,1.49E+12,1.49E+12,1.49E+12,15,10,2
195,195,APResp,2,196,15,195,3,0,1,4,4,a,1,a,1,580,1,1029058,1.49E+12,1.49E+12,1.49E+12,16,10,2
196,196,APResp,2,197,16,196,3,0,1,2,14,l,4,l,1,591,1,1029058,1.49E+12,1.49E+12,1.49E+12,17,10,2
197,197,APResp,2,198,17,197,3,1,0,2,6,s,2,s,1,557,1,1029058,1.49E+12,1.49E+12,1.49E+12,18,10,2
198,198,APResp,2,199,18,198,3,1,0,3,11,k,3,k,1,534,1,1029058,1.49E+12,1.49E+12,1.49E+12,19,10,2
199,199,APResp,2,200,19,199,3,0,1,1,13,l,4,l,1,593,1,1029058,1.49E+12,1.49E+12,1.49E+12,20,10,2
200,200,APResp,2,201,20,200,3,0,1,4,8,s,2,s,1,487,1,1029058,1.49E+12,1.49E+12,1.49E+12,21,10,2
