,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Valid,Invalid,Stimuli,StimPresented,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep
138,138,APResp,1,139,18,138,2,0,1,2,10,k,3,k,1,552,1,567509,1.49E+12,1.49E+12,1.49E+12,16,16,2
139,139,APResp,1,140,19,139,2,0,1,2,14,l,4,l,1,509,1,567509,1.49E+12,1.49E+12,1.49E+12,17,16,2
140,140,APResp,1,141,20,140,2,0,1,1,13,l,4,l,1,393,1,567509,1.49E+12,1.49E+12,1.49E+12,18,16,2
141,141,APResp,1,142,21,141,2,0,1,1,5,s,2,s,1,596,1,567509,1.49E+12,1.49E+12,1.49E+12,19,16,2
142,142,APResp,1,143,22,142,2,0,1,3,15,l,4,l,1,521,1,567509,1.49E+12,1.49E+12,1.49E+12,20,16,2
143,143,APResp,1,144,23,143,2,0,1,4,12,k,3,k,1,540,1,567509,1.49E+12,1.49E+12,1.49E+12,21,16,2
144,144,APResp,1,145,24,144,2,0,1,4,4,a,1,a,1,697,1,567509,1.49E+12,1.49E+12,1.49E+12,22,16,2
145,145,APResp,1,146,25,145,2,0,1,4,8,s,2,s,1,597,1,567509,1.49E+12,1.49E+12,1.49E+12,23,16,2
146,146,APResp,1,147,26,146,2,0,1,4,12,k,3,k,1,632,1,567509,1.49E+12,1.49E+12,1.49E+12,24,16,2
147,147,APResp,1,148,27,147,2,0,1,2,14,l,4,l,1,540,1,567509,1.49E+12,1.49E+12,1.49E+12,25,16,2
148,148,APResp,1,149,28,148,2,0,1,3,3,a,1,k,0,530,2,567509,1.49E+12,1.49E+12,1.49E+12,25,16,2
149,149,APResp,1,150,29,149,2,0,1,1,13,l,4,l,1,556,1,567509,1.49E+12,1.49E+12,1.49E+12,26,16,2
150,150,APResp,1,151,30,150,2,0,1,2,2,a,1,a,1,528,1,567509,1.49E+12,1.49E+12,1.49E+12,27,16,2
151,151,APResp,1,152,31,151,2,0,1,3,3,a,1,a,1,589,1,567509,1.49E+12,1.49E+12,1.49E+12,28,16,2
152,152,APResp,1,153,32,152,2,0,1,3,7,s,2,s,1,584,1,567509,1.49E+12,1.49E+12,1.49E+12,29,16,2
153,153,APResp,1,154,33,153,2,0,1,2,2,a,1,a,1,540,1,567509,1.49E+12,1.49E+12,1.49E+12,30,16,2
154,154,APResp,1,155,34,154,2,1,0,2,6,s,2,s,1,505,1,567509,1.49E+12,1.49E+12,1.49E+12,31,16,2
155,155,APResp,1,156,35,155,2,0,1,4,4,a,1,a,1,632,1,567509,1.49E+12,1.49E+12,1.49E+12,32,16,2
156,156,APResp,1,157,36,156,2,0,1,3,7,s,2,s,1,555,1,567509,1.49E+12,1.49E+12,1.49E+12,33,16,2
157,157,APResp,1,158,37,157,2,1,0,4,16,l,4,l,1,510,1,567509,1.49E+12,1.49E+12,1.49E+12,34,16,2
158,158,APResp,1,159,38,158,2,0,1,2,14,l,4,l,1,481,1,567509,1.49E+12,1.49E+12,1.49E+12,35,16,2
159,159,APResp,1,160,39,159,2,1,0,2,6,s,2,s,1,581,1,567509,1.49E+12,1.49E+12,1.49E+12,36,16,2
160,160,APResp,1,161,40,160,2,0,1,4,4,a,1,a,1,626,1,567509,1.49E+12,1.49E+12,1.49E+12,37,16,2
161,161,APResp,1,162,41,161,2,0,1,2,14,l,4,l,1,574,1,567509,1.49E+12,1.49E+12,1.49E+12,38,16,2
162,162,APResp,1,163,42,162,2,1,0,2,6,s,2,s,1,569,1,567509,1.49E+12,1.49E+12,1.49E+12,39,16,2
163,163,APResp,1,164,43,163,2,0,1,3,3,a,1,a,1,639,1,567509,1.49E+12,1.49E+12,1.49E+12,40,16,2
164,164,APResp,1,165,44,164,2,0,1,4,8,s,2,s,1,512,1,567509,1.49E+12,1.49E+12,1.49E+12,41,16,2
165,165,APRespITI,1,166,45,165,2,0,1,2,2,a,1,0,0,512,0,567509,1.49E+12,1.49E+12,1.49E+12,41,16,2
166,166,APResp,1,167,46,166,2,0,1,1,9,k,3,k,1,713,1,567509,1.49E+12,1.49E+12,1.49E+12,42,16,2
167,167,APResp,1,168,47,167,2,0,1,1,5,s,2,s,1,493,1,567509,1.49E+12,1.49E+12,1.49E+12,43,16,2
168,168,APResp,1,169,48,168,2,0,1,2,10,k,3,a,0,460,2,567509,1.49E+12,1.49E+12,1.49E+12,43,16,2
169,169,APResp,1,170,49,169,2,0,1,1,9,k,3,k,1,489,1,567509,1.49E+12,1.49E+12,1.49E+12,44,16,2
170,170,APResp,1,171,50,170,2,1,0,2,6,s,2,s,1,596,1,567509,1.49E+12,1.49E+12,1.49E+12,45,16,2
171,171,APResp,1,172,51,171,2,0,1,3,15,l,4,l,1,513,1,567509,1.49E+12,1.49E+12,1.49E+12,46,16,2
172,172,APResp,1,173,52,172,2,1,0,3,11,k,3,k,1,541,1,567509,1.49E+12,1.49E+12,1.49E+12,47,16,2
173,173,APResp,1,174,53,173,2,0,1,1,5,s,2,s,1,480,1,567509,1.49E+12,1.49E+12,1.49E+12,48,16,2
174,174,APResp,1,175,54,174,2,1,0,4,16,l,4,l,1,492,1,567509,1.49E+12,1.49E+12,1.49E+12,49,16,2
175,175,APResp,1,176,55,175,2,0,1,3,7,s,2,s,1,561,1,567509,1.49E+12,1.49E+12,1.49E+12,50,16,2
176,176,APResp,1,177,56,176,2,1,0,1,1,a,1,a,1,662,1,567509,1.49E+12,1.49E+12,1.49E+12,51,16,2
177,177,APResp,1,178,57,177,2,0,1,1,9,k,3,k,1,577,1,567509,1.49E+12,1.49E+12,1.49E+12,52,16,2
178,178,APResp,1,179,58,178,2,1,0,1,1,a,1,s,0,518,2,567509,1.49E+12,1.49E+12,1.49E+12,52,16,2
179,179,APResp,1,180,59,179,2,0,1,4,4,a,1,a,1,481,1,567509,1.49E+12,1.49E+12,1.49E+12,53,16,2
180,180,APResp,1,181,0,180,3,0,1,4,12,k,3,k,1,572,1,853460,1.49E+12,1.49E+12,1.49E+12,1,16,2
181,181,APResp,1,182,1,181,3,0,1,2,14,l,4,l,1,529,1,853460,1.49E+12,1.49E+12,1.49E+12,2,16,2
182,182,APResp,1,183,2,182,3,0,1,1,9,k,3,k,1,476,1,853460,1.49E+12,1.49E+12,1.49E+12,3,16,2
183,183,APResp,1,184,3,183,3,0,1,3,15,l,4,l,1,553,1,853460,1.49E+12,1.49E+12,1.49E+12,4,16,2
184,184,APResp,1,185,4,184,3,0,1,4,12,k,3,k,1,542,1,853460,1.49E+12,1.49E+12,1.49E+12,5,16,2
185,185,APResp,1,186,5,185,3,0,1,1,13,l,4,l,1,512,1,853460,1.49E+12,1.49E+12,1.49E+12,6,16,2
186,186,APResp,1,187,6,186,3,0,1,4,4,a,1,a,1,556,1,853460,1.49E+12,1.49E+12,1.49E+12,7,16,2
187,187,APResp,1,188,7,187,3,0,1,4,8,s,2,s,1,545,1,853460,1.49E+12,1.49E+12,1.49E+12,8,16,2
188,188,APResp,1,189,8,188,3,0,1,2,2,a,1,a,1,572,1,853460,1.49E+12,1.49E+12,1.49E+12,9,16,2
189,189,APResp,1,190,9,189,3,1,0,3,11,k,3,k,1,496,1,853460,1.49E+12,1.49E+12,1.49E+12,10,16,2
190,190,APResp,1,191,10,190,3,0,1,1,5,s,2,s,1,637,1,853460,1.49E+12,1.49E+12,1.49E+12,11,16,2
191,191,APResp,1,192,11,191,3,0,1,4,4,a,1,a,1,536,1,853460,1.49E+12,1.49E+12,1.49E+12,12,16,2
192,192,APResp,1,193,12,192,3,0,1,4,12,k,3,k,1,500,1,853460,1.49E+12,1.49E+12,1.49E+12,13,16,2
193,193,APResp,1,194,13,193,3,0,1,2,2,a,1,a,1,577,1,853460,1.49E+12,1.49E+12,1.49E+12,14,16,2
194,194,APResp,1,195,14,194,3,0,1,3,3,a,1,a,1,548,1,853460,1.49E+12,1.49E+12,1.49E+12,15,16,2
195,195,APResp,1,196,15,195,3,0,1,1,9,k,3,k,1,457,1,853460,1.49E+12,1.49E+12,1.49E+12,16,16,2
196,196,APResp,1,197,16,196,3,0,1,2,14,l,4,l,1,493,1,853460,1.49E+12,1.49E+12,1.49E+12,17,16,2
197,197,APResp,1,198,17,197,3,0,1,4,4,a,1,a,1,576,1,853460,1.49E+12,1.49E+12,1.49E+12,18,16,2
198,198,APResp,1,199,18,198,3,0,1,4,8,s,2,s,1,516,1,853460,1.49E+12,1.49E+12,1.49E+12,19,16,2
199,199,APResp,1,200,19,199,3,0,1,3,15,l,4,l,1,449,1,853460,1.49E+12,1.49E+12,1.49E+12,20,16,2
200,200,APResp,1,201,20,200,3,0,1,3,3,a,1,a,1,531,1,853460,1.49E+12,1.49E+12,1.49E+12,21,16,2
201,201,APResp,1,202,21,201,3,0,1,1,5,s,2,s,1,524,1,853460,1.49E+12,1.49E+12,1.49E+12,22,16,2
202,202,APResp,1,203,22,202,3,0,1,1,13,l,4,l,1,528,1,853460,1.49E+12,1.49E+12,1.49E+12,23,16,2
203,203,APResp,1,204,23,203,3,0,1,1,5,s,2,s,1,436,1,853460,1.49E+12,1.49E+12,1.49E+12,24,16,2
204,204,APResp,1,205,24,204,3,0,1,3,7,s,2,s,1,512,1,853460,1.49E+12,1.49E+12,1.49E+12,25,16,2
205,205,APResp,1,206,25,205,3,0,1,4,12,k,3,l,0,509,2,853460,1.49E+12,1.49E+12,1.49E+12,25,16,2
206,206,APResp,1,207,26,206,3,0,1,2,2,a,1,a,1,617,1,853460,1.49E+12,1.49E+12,1.49E+12,26,16,2
207,207,APResp,1,208,27,207,3,1,0,1,1,a,1,a,1,588,1,853460,1.49E+12,1.49E+12,1.49E+12,27,16,2
208,208,APRespITI,1,209,28,208,3,0,1,2,14,l,4,0,0,588,0,853460,1.49E+12,1.49E+12,1.49E+12,27,16,2
209,209,APResp,1,210,29,209,3,0,1,3,3,a,1,a,1,572,1,853460,1.49E+12,1.49E+12,1.49E+12,28,16,2
210,210,APResp,1,211,30,210,3,0,1,2,10,k,3,k,1,577,1,853460,1.49E+12,1.49E+12,1.49E+12,29,16,2
211,211,APResp,1,212,31,211,3,0,1,3,7,s,2,s,1,517,1,853460,1.49E+12,1.49E+12,1.49E+12,30,16,2
212,212,APResp,1,213,32,212,3,1,0,2,6,s,2,s,1,560,1,853460,1.49E+12,1.49E+12,1.49E+12,31,16,2
213,213,APResp,1,214,33,213,3,1,0,1,1,a,1,a,1,508,1,853460,1.49E+12,1.49E+12,1.49E+12,32,16,2
214,214,APResp,1,215,34,214,3,0,1,3,15,l,4,l,1,554,1,853460,1.49E+12,1.49E+12,1.49E+12,33,16,2
215,215,APResp,1,216,35,215,3,0,1,4,8,s,2,s,1,485,1,853460,1.49E+12,1.49E+12,1.49E+12,34,16,2
216,216,APResp,1,217,36,216,3,0,1,1,5,s,2,s,1,464,1,853460,1.49E+12,1.49E+12,1.49E+12,35,16,2
217,217,APResp,1,218,37,217,3,0,1,1,9,k,3,k,1,541,1,853460,1.49E+12,1.49E+12,1.49E+12,36,16,2
218,218,APResp,1,219,38,218,3,0,1,2,10,k,3,s,0,409,2,853460,1.49E+12,1.49E+12,1.49E+12,36,16,2
219,219,APResp,1,220,39,219,3,1,0,2,6,s,2,s,1,564,1,853460,1.49E+12,1.49E+12,1.49E+12,37,16,2
220,220,APResp,1,221,40,220,3,1,0,3,11,k,3,k,1,529,1,853460,1.49E+12,1.49E+12,1.49E+12,38,16,2
221,221,APResp,1,222,41,221,3,0,1,1,13,l,4,l,1,524,1,853460,1.49E+12,1.49E+12,1.49E+12,39,16,2
222,222,APResp,1,223,42,222,3,0,1,4,8,s,2,s,1,465,1,853460,1.49E+12,1.49E+12,1.49E+12,40,16,2
223,223,APResp,1,224,43,223,3,0,1,3,7,s,2,s,1,549,1,853460,1.49E+12,1.49E+12,1.49E+12,41,16,2
224,224,APResp,1,225,44,224,3,0,1,3,15,l,4,l,1,632,1,853460,1.49E+12,1.49E+12,1.49E+12,42,16,2
225,225,APResp,1,226,45,225,3,0,1,1,9,k,3,k,1,548,1,853460,1.49E+12,1.49E+12,1.49E+12,43,16,2
226,226,APResp,1,227,46,226,3,1,0,2,6,s,2,s,1,465,1,853460,1.49E+12,1.49E+12,1.49E+12,44,16,2
227,227,APResp,1,228,47,227,3,0,1,1,13,l,4,l,1,564,1,853460,1.49E+12,1.49E+12,1.49E+12,45,16,2
228,228,APResp,1,229,48,228,3,0,1,3,3,a,1,s,0,552,2,853460,1.49E+12,1.49E+12,1.49E+12,45,16,2
229,229,APResp,1,230,49,229,3,1,0,4,16,l,4,l,1,541,1,853460,1.49E+12,1.49E+12,1.49E+12,46,16,2
230,230,APResp,1,231,50,230,3,1,0,2,6,s,2,s,1,576,1,853460,1.49E+12,1.49E+12,1.49E+12,47,16,2
231,231,APResp,1,232,51,231,3,1,0,4,16,l,4,l,1,516,1,853460,1.49E+12,1.49E+12,1.49E+12,48,16,2
232,232,APResp,1,233,52,232,3,1,0,3,11,k,3,k,1,600,1,853460,1.49E+12,1.49E+12,1.49E+12,49,16,2
233,233,APResp,1,234,53,233,3,1,0,4,16,l,4,l,1,555,1,853460,1.49E+12,1.49E+12,1.49E+12,50,16,2
234,234,APResp,1,235,54,234,3,1,0,3,11,k,3,s,0,567,2,853460,1.49E+12,1.49E+12,1.49E+12,50,16,2
235,235,APResp,1,236,55,235,3,0,1,2,2,a,1,a,1,748,1,853460,1.49E+12,1.49E+12,1.49E+12,51,16,2
236,236,APResp,1,237,56,236,3,0,1,2,10,k,3,k,1,575,1,853460,1.49E+12,1.49E+12,1.49E+12,52,16,2
237,237,APResp,1,238,57,237,3,0,1,4,4,a,1,a,1,683,1,853460,1.49E+12,1.49E+12,1.49E+12,53,16,2
238,238,APResp,1,239,58,238,3,0,1,2,14,l,4,l,1,536,1,853460,1.49E+12,1.49E+12,1.49E+12,54,16,2
239,239,APResp,1,240,59,239,3,1,0,1,1,a,1,a,1,619,1,853460,1.49E+12,1.49E+12,1.49E+12,55,16,2
0,0,APRespITI,3,1,0,0,0,0,1,2,14,l,4,0,0,,0,22760,1.49E+12,1.49E+12,,0,17,2
1,1,APResp,3,2,1,1,0,0,1,3,3,a,1,a,1,659,1,22760,1.49E+12,1.49E+12,1.49E+12,1,17,2
2,2,APResp,3,3,2,2,0,0,1,2,10,k,3,l,0,721,2,22760,1.49E+12,1.49E+12,1.49E+12,1,17,2
3,3,APResp,3,4,3,3,0,0,1,4,8,s,2,s,1,729,1,22760,1.49E+12,1.49E+12,1.49E+12,2,17,2
4,4,APResp,3,5,4,4,0,0,1,1,5,s,2,s,1,584,1,22760,1.49E+12,1.49E+12,1.49E+12,3,17,2
5,5,APResp,3,6,5,5,0,0,1,4,4,a,1,a,1,549,1,22760,1.49E+12,1.49E+12,1.49E+12,4,17,2
6,6,APResp,3,7,6,6,0,1,0,1,1,a,1,a,1,550,1,22760,1.49E+12,1.49E+12,1.49E+12,5,17,2
7,7,APResp,3,8,7,7,0,1,0,3,11,k,3,l,0,615,2,22760,1.49E+12,1.49E+12,1.49E+12,5,17,2
8,8,APResp,3,9,8,8,0,0,1,4,12,k,3,k,1,545,1,22760,1.49E+12,1.49E+12,1.49E+12,6,17,2
9,9,APResp,3,10,9,9,0,1,0,3,11,k,3,k,1,550,1,22760,1.49E+12,1.49E+12,1.49E+12,7,17,2
10,10,APResp,3,11,10,10,0,0,1,1,5,s,2,a,0,613,2,22760,1.49E+12,1.49E+12,1.49E+12,7,17,2
11,11,APResp,3,12,11,11,0,0,1,4,4,a,1,a,1,613,1,22760,1.49E+12,1.49E+12,1.49E+12,8,17,2
12,12,APResp,3,13,12,12,0,0,1,1,5,s,2,s,1,552,1,22760,1.49E+12,1.49E+12,1.49E+12,9,17,2
13,13,APResp,3,14,13,13,0,0,1,2,10,k,3,k,1,699,1,22760,1.49E+12,1.49E+12,1.49E+12,10,17,2
14,14,APResp,3,15,14,14,0,0,1,4,8,s,2,s,1,559,1,22760,1.49E+12,1.49E+12,1.49E+12,11,17,2
15,15,APResp,3,16,15,15,0,0,1,3,3,a,1,a,1,603,1,22760,1.49E+12,1.49E+12,1.49E+12,12,17,2
16,16,APResp,3,17,16,16,0,1,0,2,6,s,2,s,1,678,1,22760,1.49E+12,1.49E+12,1.49E+12,13,17,2
17,17,APResp,3,18,17,17,0,0,1,4,12,k,3,k,1,668,1,22760,1.49E+12,1.49E+12,1.49E+12,14,17,2
18,18,APResp,3,19,18,18,0,0,1,2,2,a,1,a,1,600,1,22760,1.49E+12,1.49E+12,1.49E+12,15,17,2
19,19,APResp,3,20,19,19,0,1,0,3,11,k,3,k,1,685,1,22760,1.49E+12,1.49E+12,1.49E+12,16,17,2
20,20,APResp,3,21,20,20,0,0,1,1,9,k,3,k,1,560,1,22760,1.49E+12,1.49E+12,1.49E+12,17,17,2
21,21,APResp,3,22,21,21,0,1,0,2,6,s,2,s,1,606,1,22760,1.49E+12,1.49E+12,1.49E+12,18,17,2
22,22,APResp,3,23,22,22,0,1,0,1,1,a,1,a,1,643,1,22760,1.49E+12,1.49E+12,1.49E+12,19,17,2
23,23,APResp,3,24,23,23,0,0,1,2,10,k,3,k,1,707,1,22760,1.49E+12,1.49E+12,1.49E+12,20,17,2
24,24,APResp,3,25,24,24,0,0,1,4,12,k,3,k,1,573,1,22760,1.49E+12,1.49E+12,1.49E+12,21,17,2
25,25,APResp,3,26,25,25,0,0,1,1,9,k,3,k,1,663,1,22760,1.49E+12,1.49E+12,1.49E+12,22,17,2
26,26,APResp,3,27,26,26,0,0,1,1,13,l,4,l,1,597,1,22760,1.49E+12,1.49E+12,1.49E+12,23,17,2
27,27,APResp,3,28,27,27,0,0,1,2,2,a,1,a,1,633,1,22760,1.49E+12,1.49E+12,1.49E+12,24,17,2
28,28,APResp,3,29,28,28,0,1,0,1,1,a,1,a,1,568,1,22760,1.49E+12,1.49E+12,1.49E+12,25,17,2
29,29,APResp,3,30,29,29,0,1,0,4,16,l,4,l,1,600,1,22760,1.49E+12,1.49E+12,1.49E+12,26,17,2
30,30,APResp,3,31,30,30,0,0,1,2,10,k,3,k,1,717,1,22760,1.49E+12,1.49E+12,1.49E+12,27,17,2
31,31,APResp,3,32,31,31,0,0,1,2,2,a,1,a,1,746,1,22760,1.49E+12,1.49E+12,1.49E+12,28,17,2
32,32,APResp,3,33,32,32,0,0,1,3,7,s,2,s,1,678,1,22760,1.49E+12,1.49E+12,1.49E+12,29,17,2
33,33,APResp,3,34,33,33,0,1,0,4,16,l,4,l,1,523,1,22760,1.49E+12,1.49E+12,1.49E+12,30,17,2
34,34,APResp,3,35,34,34,0,1,0,2,6,s,2,s,1,500,1,22760,1.49E+12,1.49E+12,1.49E+12,31,17,2
35,35,APResp,3,36,35,35,0,0,1,3,7,s,2,s,1,653,1,22760,1.49E+12,1.49E+12,1.49E+12,32,17,2
36,36,APResp,3,37,36,36,0,0,1,3,15,l,4,l,1,575,1,22760,1.49E+12,1.49E+12,1.49E+12,33,17,2
37,37,APResp,3,38,37,37,0,0,1,2,14,l,4,l,1,520,1,22760,1.49E+12,1.49E+12,1.49E+12,34,17,2
38,38,APResp,3,39,38,38,0,0,1,3,7,s,2,s,1,567,1,22760,1.49E+12,1.49E+12,1.49E+12,35,17,2
39,39,APResp,3,40,39,39,0,0,1,1,13,l,4,l,1,517,1,22760,1.49E+12,1.49E+12,1.49E+12,36,17,2
40,40,APResp,3,41,40,40,0,0,1,4,8,s,2,s,1,543,1,22760,1.49E+12,1.49E+12,1.49E+12,37,17,2
41,41,APResp,3,42,41,41,0,0,1,3,7,s,2,s,1,520,1,22760,1.49E+12,1.49E+12,1.49E+12,38,17,2
42,42,APResp,3,43,42,42,0,0,1,1,13,l,4,l,1,553,1,22760,1.49E+12,1.49E+12,1.49E+12,39,17,2
43,43,APResp,3,44,43,43,0,0,1,4,8,s,2,s,1,532,1,22760,1.49E+12,1.49E+12,1.49E+12,40,17,2
44,44,APResp,3,45,44,44,0,0,1,4,12,k,3,l,0,727,2,22760,1.49E+12,1.49E+12,1.49E+12,40,17,2
45,45,APResp,3,46,45,45,0,0,1,1,13,l,4,l,1,525,1,22760,1.49E+12,1.49E+12,1.49E+12,41,17,2
46,46,APResp,3,47,46,46,0,0,1,3,3,a,1,s,0,748,2,22760,1.49E+12,1.49E+12,1.49E+12,41,17,2
47,47,APResp,3,48,47,47,0,0,1,4,4,a,1,a,1,522,1,22760,1.49E+12,1.49E+12,1.49E+12,42,17,2
48,48,APResp,3,49,48,48,0,0,1,1,5,s,2,s,1,511,1,22760,1.49E+12,1.49E+12,1.49E+12,43,17,2
49,49,APResp,3,50,49,49,0,0,1,3,15,l,4,l,1,601,1,22760,1.49E+12,1.49E+12,1.49E+12,44,17,2
50,50,APResp,3,51,50,50,0,0,1,2,2,a,1,a,1,597,1,22760,1.49E+12,1.49E+12,1.49E+12,45,17,2
51,51,APResp,3,52,51,51,0,0,1,3,15,l,4,l,1,584,1,22760,1.49E+12,1.49E+12,1.49E+12,46,17,2
52,52,APResp,3,53,52,52,0,0,1,3,3,a,1,a,1,582,1,22760,1.49E+12,1.49E+12,1.49E+12,47,17,2
53,53,APRespITI,3,54,53,53,0,0,1,1,9,k,3,0,0,582,0,22760,1.49E+12,1.49E+12,1.49E+12,47,17,2
54,54,APResp,3,55,54,54,0,1,0,1,1,a,1,a,1,576,1,22760,1.49E+12,1.49E+12,1.49E+12,48,17,2
55,55,APResp,3,56,55,55,0,1,0,4,16,l,4,l,1,520,1,22760,1.49E+12,1.49E+12,1.49E+12,49,17,2
56,56,APResp,3,57,56,56,0,1,0,3,11,k,3,k,1,659,1,22760,1.49E+12,1.49E+12,1.49E+12,50,17,2
57,57,APResp,3,58,57,57,0,0,1,2,14,l,4,l,1,526,1,22760,1.49E+12,1.49E+12,1.49E+12,51,17,2
58,58,APResp,3,59,58,58,0,1,0,4,16,l,4,l,1,568,1,22760,1.49E+12,1.49E+12,1.49E+12,52,17,2
59,59,APResp,3,60,59,59,0,0,1,2,14,l,4,l,1,590,1,22760,1.49E+12,1.49E+12,1.49E+12,53,17,2
60,60,APResp,3,61,0,60,1,0,1,3,7,s,2,s,1,533,1,308278,1.49E+12,1.49E+12,1.49E+12,1,17,2
61,61,APResp,3,62,1,61,1,0,1,3,3,a,1,a,1,595,1,308278,1.49E+12,1.49E+12,1.49E+12,2,17,2
62,62,APResp,3,63,2,62,1,1,0,4,16,l,4,l,1,509,1,308278,1.49E+12,1.49E+12,1.49E+12,3,17,2
63,63,APResp,3,64,3,63,1,0,1,1,9,k,3,k,1,694,1,308278,1.49E+12,1.49E+12,1.49E+12,4,17,2
64,64,APResp,3,65,4,64,1,0,1,1,13,l,4,l,1,663,1,308278,1.49E+12,1.49E+12,1.49E+12,5,17,2
65,65,APResp,3,66,5,65,1,0,1,1,9,k,3,k,1,570,1,308278,1.49E+12,1.49E+12,1.49E+12,6,17,2
66,66,APResp,3,67,6,66,1,0,1,3,15,l,4,l,1,586,1,308278,1.49E+12,1.49E+12,1.49E+12,7,17,2
67,67,APResp,3,68,7,67,1,0,1,1,9,k,3,k,1,631,1,308278,1.49E+12,1.49E+12,1.49E+12,8,17,2
68,68,APResp,3,69,8,68,1,1,0,2,6,s,2,s,1,633,1,308278,1.49E+12,1.49E+12,1.49E+12,9,17,2
69,69,APResp,3,70,9,69,1,1,0,3,11,k,3,k,1,569,1,308278,1.49E+12,1.49E+12,1.49E+12,10,17,2
70,70,APResp,3,71,10,70,1,0,1,2,10,k,3,k,1,590,1,308278,1.49E+12,1.49E+12,1.49E+12,11,17,2
71,71,APResp,3,72,11,71,1,0,1,2,2,a,1,a,1,658,1,308278,1.49E+12,1.49E+12,1.49E+12,12,17,2
72,72,APResp,3,73,12,72,1,0,1,2,10,k,3,k,1,609,1,308278,1.49E+12,1.49E+12,1.49E+12,13,17,2
73,73,APResp,3,74,13,73,1,0,1,4,8,s,2,s,1,590,1,308278,1.49E+12,1.49E+12,1.49E+12,14,17,2
74,74,APResp,3,75,14,74,1,0,1,1,13,l,4,l,1,653,1,308278,1.49E+12,1.49E+12,1.49E+12,15,17,2
75,75,APResp,3,76,15,75,1,1,0,4,16,l,4,l,1,512,1,308278,1.49E+12,1.49E+12,1.49E+12,16,17,2
76,76,APResp,3,77,16,76,1,0,1,4,12,k,3,k,1,619,1,308278,1.49E+12,1.49E+12,1.49E+12,17,17,2
77,77,APResp,3,78,17,77,1,0,1,4,4,a,1,a,1,593,1,308278,1.49E+12,1.49E+12,1.49E+12,18,17,2
78,78,APResp,3,79,18,78,1,0,1,3,3,a,1,a,1,592,1,308278,1.49E+12,1.49E+12,1.49E+12,19,17,2
79,79,APResp,3,80,19,79,1,0,1,2,2,a,1,a,1,543,1,308278,1.49E+12,1.49E+12,1.49E+12,20,17,2
80,80,APResp,3,81,20,80,1,1,0,2,6,s,2,s,1,518,1,308278,1.49E+12,1.49E+12,1.49E+12,21,17,2
81,81,APResp,3,82,21,81,1,0,1,1,5,s,2,s,1,526,1,308278,1.49E+12,1.49E+12,1.49E+12,22,17,2
82,82,APResp,3,83,22,82,1,0,1,4,4,a,1,a,1,555,1,308278,1.49E+12,1.49E+12,1.49E+12,23,17,2
83,83,APResp,3,84,23,83,1,1,0,2,6,s,2,s,1,558,1,308278,1.49E+12,1.49E+12,1.49E+12,24,17,2
84,84,APResp,3,85,24,84,1,0,1,3,7,s,2,s,1,514,1,308278,1.49E+12,1.49E+12,1.49E+12,25,17,2
85,85,APResp,3,86,25,85,1,1,0,3,11,k,3,k,1,639,1,308278,1.49E+12,1.49E+12,1.49E+12,26,17,2
86,86,APResp,3,87,26,86,1,0,1,3,7,s,2,s,1,551,1,308278,1.49E+12,1.49E+12,1.49E+12,27,17,2
87,87,APResp,3,88,27,87,1,1,0,1,1,a,1,a,1,593,1,308278,1.49E+12,1.49E+12,1.49E+12,28,17,2
88,88,APResp,3,89,28,88,1,0,1,3,3,a,1,a,1,612,1,308278,1.49E+12,1.49E+12,1.49E+12,29,17,2
89,89,APResp,3,90,29,89,1,1,0,1,1,a,1,a,1,572,1,308278,1.49E+12,1.49E+12,1.49E+12,30,17,2
90,90,APResp,3,91,30,90,1,0,1,4,12,k,3,k,1,642,1,308278,1.49E+12,1.49E+12,1.49E+12,31,17,2
91,91,APResp,3,92,31,91,1,0,1,2,2,a,1,a,1,625,1,308278,1.49E+12,1.49E+12,1.49E+12,32,17,2
92,92,APResp,3,93,32,92,1,0,1,4,4,a,1,a,1,559,1,308278,1.49E+12,1.49E+12,1.49E+12,33,17,2
93,93,APResp,3,94,33,93,1,0,1,4,8,s,2,s,1,589,1,308278,1.49E+12,1.49E+12,1.49E+12,34,17,2
94,94,APResp,3,95,34,94,1,0,1,2,14,l,4,l,1,561,1,308278,1.49E+12,1.49E+12,1.49E+12,35,17,2
95,95,APResp,3,96,35,95,1,0,1,4,8,s,2,s,1,557,1,308278,1.49E+12,1.49E+12,1.49E+12,36,17,2
96,96,APResp,3,97,36,96,1,0,1,2,10,k,3,k,1,630,1,308278,1.49E+12,1.49E+12,1.49E+12,37,17,2
97,97,APResp,3,98,37,97,1,1,0,1,1,a,1,a,1,617,1,308278,1.49E+12,1.49E+12,1.49E+12,38,17,2
98,98,APResp,3,99,38,98,1,0,1,1,5,s,2,s,1,571,1,308278,1.49E+12,1.49E+12,1.49E+12,39,17,2
99,99,APResp,3,100,39,99,1,1,0,3,11,k,3,k,1,614,1,308278,1.49E+12,1.49E+12,1.49E+12,40,17,2
100,100,APResp,3,101,40,100,1,0,1,1,13,l,4,l,1,555,1,308278,1.49E+12,1.49E+12,1.49E+12,41,17,2
