,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,StroopNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,ColorTime,RespOnset,AccCount,subject,StimRep,Sequential
69,69,SCTResp,2,70,69,69,0,0,1,1,4,1,6,m,4,m,1,510,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,35,2,1
70,70,SCTResp,2,71,70,70,0,1,0,1,0,2,1,z,1,z,1,518,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,35,2,2
71,71,SCTResp,2,72,71,71,0,0,1,2,1,1,12,z,1,z,1,630,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,35,2,1
72,72,SCTResp,2,73,72,72,0,1,0,3,6,2,1,z,1,z,1,461,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,35,2,2
73,73,SCTResp,2,74,73,73,0,0,1,1,0,1,14,n,3,n,1,594,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,69,35,2,1
74,74,SCTResp,2,75,74,74,0,1,0,2,1,2,3,x,2,x,1,585,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,70,35,2,2
75,75,SCTResp,2,76,75,75,0,0,1,2,5,1,14,n,3,n,1,636,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,71,35,2,1
76,76,SCTResp,2,77,76,76,0,0,1,3,6,1,10,x,2,x,1,658,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72,35,2,0
77,77,SCTResp,2,78,77,77,0,1,0,2,1,2,4,m,4,m,1,518,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,73,35,2,2
78,78,SCTResp,2,79,78,78,0,1,0,4,7,2,3,x,2,x,1,611,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,74,35,2,0
79,79,SCTResp,2,80,79,79,0,0,1,3,6,1,14,n,3,n,1,569,0,62871,1.51E+12,1.51E+12,1.51E+12,1.51E+12,75,35,2,1
80,80,SCTResp,2,81,0,80,1,0,1,1,0,1,14,n,3,n,1,516,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,35,0,0
81,81,SCTResp,2,82,1,81,1,1,0,4,7,2,1,z,1,z,1,504,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,35,2,2
82,82,SCTResp,2,83,2,82,1,1,0,3,2,2,3,x,2,x,1,513,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,35,2,0
83,83,SCTResp,2,84,3,83,1,1,0,1,0,2,3,x,2,x,1,574,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,35,2,0
84,84,SCTResp,2,85,4,84,1,1,0,2,1,2,2,n,3,n,1,405,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,35,2,0
85,85,SCTResp,2,86,5,85,1,0,1,2,5,1,14,n,3,n,1,491,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,35,2,1
86,86,SCTResp,2,87,6,86,1,0,1,1,4,1,12,z,1,z,1,720,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,35,2,0
87,87,SCTResp,2,88,7,87,1,0,1,3,6,1,12,z,1,z,1,397,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,35,2,0
88,88,SCTResp,2,89,8,88,1,0,1,1,4,1,10,x,2,x,1,539,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,35,2,0
89,89,SCTResp,2,90,9,89,1,1,0,4,7,2,3,x,2,x,1,366,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,35,2,2
90,90,SCTResp,2,91,10,90,1,1,0,2,5,2,4,m,4,m,1,461,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,35,2,0
91,91,SCTRespITI,2,92,11,91,1,1,0,3,2,2,2,n,3,0,0,461,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,35,2,0
92,92,SCTResp,2,93,12,92,1,1,0,1,0,2,1,z,1,z,1,497,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,35,2,0
93,93,SCTResp,2,94,13,93,1,0,1,3,6,1,12,z,1,z,1,684,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,35,2,1
94,94,SCTResp,2,95,14,94,1,0,1,1,4,1,12,z,1,z,1,641,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,35,2,0
95,95,SCTResp,2,96,15,95,1,1,0,3,2,2,2,n,3,n,1,466,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,35,2,2
96,96,SCTResp,2,97,16,96,1,1,0,3,6,2,1,z,1,z,1,593,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,35,2,0
97,97,SCTResp,2,98,17,97,1,1,0,1,4,2,4,m,4,m,1,417,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,35,2,0
98,98,SCTResp,2,99,18,98,1,0,1,2,5,1,12,z,1,z,1,782,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,35,2,1
99,99,SCTResp,2,100,19,99,1,1,0,3,6,2,3,x,2,x,1,474,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,35,2,2
100,100,SCTResp,2,101,20,100,1,1,0,4,7,2,3,x,2,z,0,600,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,35,2,0
101,101,SCTResp,2,102,21,101,1,0,1,4,3,1,6,m,4,m,1,612,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,35,2,1
102,102,SCTResp,2,103,22,102,1,1,0,1,0,2,4,m,4,m,1,702,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,35,2,2
103,103,SCTResp,2,104,23,103,1,0,1,4,3,1,14,n,3,n,1,674,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,35,2,1
104,104,SCTResp,2,105,24,104,1,0,1,2,1,1,6,m,4,m,1,585,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,35,2,0
105,105,SCTResp,2,106,25,105,1,1,0,1,0,2,3,x,2,x,1,496,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,35,2,2
106,106,SCTResp,2,107,26,106,1,0,1,4,7,1,14,n,3,n,1,717,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,35,2,1
107,107,SCTResp,2,108,27,107,1,1,0,2,1,2,3,x,2,x,1,568,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,35,2,2
108,108,SCTResp,2,109,28,108,1,1,0,4,7,2,4,m,4,m,1,544,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,35,2,0
109,109,SCTResp,2,110,29,109,1,0,1,3,2,1,6,m,4,m,1,552,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,35,2,1
110,110,SCTResp,2,111,30,110,1,0,1,2,5,1,6,m,4,m,1,483,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,35,2,0
111,111,SCTResp,2,112,31,111,1,0,1,4,3,1,10,x,2,x,1,620,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,35,2,0
112,112,SCTResp,2,113,32,112,1,0,1,3,2,1,6,m,4,m,1,572,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,35,2,0
113,113,SCTResp,2,114,33,113,1,1,0,1,0,2,2,n,3,x,0,620,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,35,2,2
114,114,SCTResp,2,115,34,114,1,0,1,4,3,1,14,n,3,n,1,427,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,35,2,1
115,115,SCTResp,2,116,35,115,1,1,0,1,0,2,2,n,3,n,1,373,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,35,2,2
116,116,SCTResp,2,117,36,116,1,0,1,1,4,1,6,m,4,m,1,495,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,35,2,1
117,117,SCTResp,2,118,37,117,1,0,1,3,6,1,10,x,2,n,0,628,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,35,2,0
118,118,SCTResp,2,119,38,118,1,0,1,1,4,1,10,x,2,x,1,452,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,35,2,0
119,119,SCTResp,2,120,39,119,1,1,0,4,7,2,1,z,1,z,1,612,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,35,2,2
120,120,SCTResp,2,121,40,120,1,1,0,1,4,2,1,z,1,z,1,505,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,35,2,0
121,121,SCTResp,2,122,41,121,1,1,0,3,2,2,4,m,4,m,1,465,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,35,2,0
122,122,SCTRespITI,2,123,42,122,1,0,1,4,7,1,12,z,1,0,0,465,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,35,2,1
123,123,SCTResp,2,124,43,123,1,0,1,3,6,1,14,n,3,n,1,550,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,35,2,0
124,124,SCTResp,2,125,44,124,1,0,1,2,1,1,12,z,1,z,1,750,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,35,2,0
125,125,SCTResp,2,126,45,125,1,1,0,4,7,2,1,z,1,z,1,436,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,35,2,2
126,126,SCTResp,2,127,46,126,1,0,1,4,3,1,12,z,1,z,1,628,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,35,2,1
127,127,SCTResp,2,128,47,127,1,0,1,3,6,1,14,n,3,n,1,520,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,35,2,0
128,128,SCTResp,2,129,48,128,1,1,0,2,5,2,1,z,1,z,1,404,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,35,2,2
129,129,SCTResp,2,130,49,129,1,0,1,4,3,1,12,z,1,z,1,658,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,35,2,1
130,130,SCTResp,2,131,50,130,1,0,1,3,2,1,10,x,2,x,1,560,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,35,2,0
131,131,SCTResp,2,132,51,131,1,0,1,2,1,1,10,x,2,x,1,555,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,35,2,0
132,132,SCTResp,2,133,52,132,1,0,1,3,6,1,10,x,2,x,1,710,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,35,2,0
133,133,SCTResp,2,134,53,133,1,1,0,2,1,2,2,n,3,n,1,644,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,35,2,2
134,134,SCTResp,2,135,54,134,1,0,1,1,0,1,6,m,4,m,1,637,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,35,2,1
135,135,SCTResp,2,136,55,135,1,1,0,4,3,2,2,n,3,n,1,660,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,35,2,2
136,136,SCTResp,2,137,56,136,1,0,1,1,4,1,6,m,4,m,1,669,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,35,2,1
137,137,SCTResp,2,138,57,137,1,1,0,4,3,2,4,m,4,m,1,511,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,35,2,2
138,138,SCTResp,2,139,58,138,1,0,1,3,6,1,6,m,4,z,0,586,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,35,2,1
139,139,SCTResp,2,140,59,139,1,0,1,4,3,1,10,x,2,x,1,645,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,35,2,0
140,140,SCTResp,2,141,60,140,1,1,0,2,5,2,4,m,4,m,1,583,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,35,2,2
141,141,SCTResp,2,142,61,141,1,1,0,1,0,2,4,m,4,m,1,397,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,35,2,0
142,142,SCTResp,2,143,62,142,1,1,0,4,7,2,2,n,3,n,1,705,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,35,2,0
143,143,SCTRespITI,2,144,63,143,1,0,1,2,5,1,12,z,1,0,0,705,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,35,2,1
144,144,SCTResp,2,145,64,144,1,1,0,4,7,2,2,n,3,n,1,541,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,35,2,2
145,145,SCTResp,2,146,65,145,1,1,0,2,1,2,1,z,1,z,1,565,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,35,2,0
146,146,SCTResp,2,147,66,146,1,1,0,3,2,2,1,z,1,z,1,524,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,35,2,0
147,147,SCTResp,2,148,67,147,1,0,1,2,5,1,14,n,3,n,1,682,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,35,2,1
148,148,SCTResp,2,149,68,148,1,0,1,4,3,1,6,m,4,z,0,288,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,35,2,0
149,149,SCTResp,2,150,69,149,1,1,0,2,1,2,3,x,2,x,1,753,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,35,2,2
150,150,SCTResp,2,151,70,150,1,1,0,1,4,2,3,x,2,x,1,443,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,35,2,0
151,151,SCTResp,2,152,71,151,1,1,0,3,2,2,4,m,4,m,1,409,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,35,2,0
152,152,SCTResp,2,153,72,152,1,1,0,3,6,2,4,m,4,m,1,499,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,35,1,0
153,153,SCTResp,2,154,73,153,1,1,0,2,1,2,1,z,1,z,1,393,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,35,2,0
154,154,SCTResp,2,155,74,154,1,0,1,2,5,1,10,x,2,n,0,687,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,35,2,1
155,155,SCTResp,2,156,75,155,1,0,1,1,0,1,14,n,3,n,1,608,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,35,2,0
156,156,SCTResp,2,157,76,156,1,0,1,2,1,1,14,n,3,n,1,431,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,35,2,0
157,157,SCTRespITI,2,158,77,157,1,0,1,1,4,1,10,x,2,0,0,431,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,35,2,0
158,158,SCTResp,2,159,78,158,1,1,0,3,2,2,3,x,2,x,1,499,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,69,35,2,2
159,159,SCTResp,2,160,79,159,1,1,0,2,5,2,2,n,3,n,1,540,0,534060,1.51E+12,1.51E+12,1.51E+12,1.51E+12,70,35,2,0
0,0,SCTResp,1,1,0,0,0,0,1,2,1,1,14,n,3,n,1,591,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,36,0,0
1,1,SCTResp,1,2,1,1,0,1,0,3,6,2,2,n,3,n,1,491,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,36,2,2
2,2,SCTResp,1,3,2,2,0,1,0,4,3,2,3,x,2,x,1,521,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,36,2,0
3,3,SCTResp,1,4,3,3,0,0,1,4,7,1,12,z,1,z,1,653,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,36,2,1
4,4,SCTResp,1,5,4,4,0,1,0,3,2,2,2,n,3,n,1,470,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,36,2,2
5,5,SCTResp,1,6,5,5,0,0,1,3,6,1,12,z,1,z,1,464,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,36,2,1
6,6,SCTResp,1,7,6,6,0,1,0,2,5,2,2,n,3,n,1,428,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,36,2,2
7,7,SCTResp,1,8,7,7,0,0,1,4,3,1,12,z,1,z,1,405,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,36,2,1
8,8,SCTRespITI,1,9,8,8,0,1,0,2,5,2,4,m,4,0,0,405,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,36,2,2
9,9,SCTResp,1,10,9,9,0,1,0,4,7,2,1,z,1,z,1,388,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,36,2,0
10,10,SCTResp,1,11,10,10,0,0,1,1,4,1,12,z,1,z,1,604,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,36,2,1
11,11,SCTResp,1,12,11,11,0,0,1,4,7,1,14,n,3,n,1,574,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,36,2,0
12,12,SCTResp,1,13,12,12,0,1,0,2,5,2,4,m,4,m,1,587,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,36,2,2
13,13,SCTResp,1,14,13,13,0,0,1,4,7,1,6,m,4,m,1,636,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,36,2,1
14,14,SCTResp,1,15,14,14,0,0,1,1,4,1,10,x,2,x,1,621,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,36,2,0
15,15,SCTResp,1,16,15,15,0,1,0,2,1,2,3,x,2,x,1,406,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,36,2,2
16,16,SCTResp,1,17,16,16,0,0,1,1,4,1,6,m,4,m,1,526,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,36,2,1
17,17,SCTResp,1,18,17,17,0,1,0,4,7,2,4,m,4,m,1,416,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,36,2,2
18,18,SCTResp,1,19,18,18,0,0,1,2,1,1,10,x,2,x,1,532,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,36,2,1
19,19,SCTResp,1,20,19,19,0,1,0,3,6,2,2,n,3,n,1,448,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,36,2,2
20,20,SCTResp,1,21,20,20,0,1,0,1,4,2,1,z,1,z,1,428,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,36,2,0
21,21,SCTResp,1,22,21,21,0,1,0,2,5,2,1,z,1,z,1,410,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,36,2,0
22,22,SCTResp,1,23,22,22,0,0,1,1,0,1,10,x,2,x,1,483,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,36,2,1
23,23,SCTResp,1,24,23,23,0,0,1,2,1,1,10,x,2,x,1,495,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,36,2,0
24,24,SCTResp,1,25,24,24,0,1,0,3,6,2,4,m,4,m,1,445,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,36,2,2
25,25,SCTResp,1,26,25,25,0,1,0,4,7,2,3,x,2,x,1,471,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,36,2,0
26,26,SCTResp,1,27,26,26,0,1,0,1,4,2,1,z,1,z,1,375,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,36,2,0
27,27,SCTResp,1,28,27,27,0,1,0,1,0,2,1,z,1,x,0,431,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,36,1,0
28,28,SCTResp,1,29,28,28,0,1,0,4,3,2,2,n,3,n,1,708,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,36,2,0
29,29,SCTResp,1,30,29,29,0,0,1,2,1,1,12,z,1,m,0,560,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,36,2,1
30,30,SCTResp,1,31,30,30,0,1,0,1,0,2,4,m,4,m,1,620,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,36,2,2
31,31,SCTRespITI,1,32,31,31,0,0,1,3,6,1,6,m,4,0,0,620,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,36,2,1
32,32,SCTResp,1,33,32,32,0,0,1,4,3,1,10,x,2,x,1,573,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,36,2,0
33,33,SCTResp,1,34,33,33,0,0,1,4,7,1,10,x,2,x,1,496,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,36,1,0
34,34,SCTResp,1,35,34,34,0,0,1,4,3,1,10,x,2,x,1,579,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,36,1,0
35,35,SCTResp,1,36,35,35,0,0,1,2,5,1,10,x,2,x,1,652,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,36,2,0
36,36,SCTResp,1,37,36,36,0,1,0,2,1,2,4,m,4,m,1,477,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,36,2,2
37,37,SCTResp,1,38,37,37,0,0,1,2,5,1,6,m,4,m,1,591,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,36,2,1
38,38,SCTResp,1,39,38,38,0,1,0,4,7,2,3,x,2,x,1,515,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,36,2,2
39,39,SCTResp,1,40,39,39,0,0,1,1,0,1,14,n,3,n,1,560,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,36,2,1
40,40,SCTResp,1,41,40,40,0,1,0,2,5,2,1,z,1,z,1,508,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,36,2,2
41,41,SCTResp,1,42,41,41,0,1,0,3,2,2,1,z,1,z,1,535,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,36,2,0
42,42,SCTResp,1,43,42,42,0,0,1,1,4,1,12,z,1,z,1,609,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,36,2,1
43,43,SCTResp,1,44,43,43,0,1,0,3,2,2,1,z,1,z,1,542,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,36,2,2
44,44,SCTResp,1,45,44,44,0,0,1,4,3,1,14,n,3,n,1,676,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,36,2,1
45,45,SCTResp,1,46,45,45,0,1,0,3,2,2,4,m,4,m,1,534,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,36,2,2
46,46,SCTResp,1,47,46,46,0,1,0,4,7,2,2,n,3,n,1,451,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,36,2,0
47,47,SCTResp,1,48,47,47,0,1,0,1,4,2,3,x,2,x,1,541,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,36,2,0
48,48,SCTResp,1,49,48,48,0,0,1,4,3,1,6,m,4,m,1,616,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,36,2,1
49,49,SCTResp,1,50,49,49,0,0,1,2,5,1,6,m,4,m,1,627,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,36,2,0
50,50,SCTResp,1,51,50,50,0,1,0,4,3,2,4,m,4,m,1,418,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,36,2,2
51,51,SCTResp,1,52,51,51,0,0,1,3,2,1,14,n,3,n,1,617,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,36,2,1
52,52,SCTResp,1,53,52,52,0,0,1,1,4,1,14,n,3,n,1,551,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,36,2,0
53,53,SCTResp,1,54,53,53,0,1,0,2,1,2,2,n,3,n,1,376,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,36,2,2
54,54,SCTResp,1,55,54,54,0,0,1,3,2,1,14,n,3,x,0,418,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,36,2,1
55,55,SCTResp,1,56,55,55,0,1,0,1,4,2,2,n,3,n,1,460,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,36,2,2
56,56,SCTResp,1,57,56,56,0,0,1,1,0,1,14,n,3,n,1,568,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,36,2,1
57,57,SCTResp,1,58,57,57,0,0,1,3,2,1,6,m,4,m,1,550,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,36,2,0
58,58,SCTResp,1,59,58,58,0,1,0,2,5,2,3,x,2,x,1,465,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,36,2,2
59,59,SCTResp,1,60,59,59,0,0,1,3,6,1,12,z,1,m,0,383,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,36,2,1
60,60,SCTResp,1,61,60,60,0,1,0,3,2,2,1,z,1,z,1,601,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,36,2,2
61,61,SCTResp,1,62,61,61,0,1,0,2,1,2,3,x,2,x,1,407,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,36,2,0
62,62,SCTResp,1,63,62,62,0,1,0,4,3,2,1,z,1,z,1,496,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,36,2,0
63,63,SCTResp,1,64,63,63,0,1,0,1,0,2,3,x,2,x,1,478,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,36,2,0
64,64,SCTRespITI,1,65,64,64,0,0,1,2,1,1,6,m,4,0,0,478,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,36,2,1
65,65,SCTResp,1,66,65,65,0,0,1,1,0,1,12,z,1,z,1,617,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,36,2,0
66,66,SCTResp,1,67,66,66,0,0,1,3,6,1,10,x,2,x,1,714,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,36,2,0
67,67,SCTResp,1,68,67,67,0,0,1,3,2,1,12,z,1,z,1,631,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,36,2,0
68,68,SCTResp,1,69,68,68,0,1,0,1,0,2,4,m,4,m,1,505,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,36,2,2
69,69,SCTResp,1,70,69,69,0,0,1,3,6,1,14,n,3,n,1,561,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,36,2,1
70,70,SCTResp,1,71,70,70,0,0,1,2,1,1,14,n,3,n,1,590,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,36,2,0
71,71,SCTResp,1,72,71,71,0,1,0,4,7,2,4,m,4,m,1,460,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,36,2,2
72,72,SCTRespITI,1,73,72,72,0,1,0,3,6,2,3,x,2,0,0,460,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,36,2,0
73,73,SCTResp,1,74,73,73,0,0,1,2,5,1,12,z,1,z,1,531,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,36,2,1
74,74,SCTResp,1,75,74,74,0,1,0,1,0,2,2,n,3,z,0,357,0,63228,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,36,2,2
