,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,StroopNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,ColorTime,RespOnset,AccCount,subject,StimRep,Sequential
154,154,SCTResp,3,155,74,154,1,1,0,1,4,2,3,x,2,x,1,492,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,72,8,2,0
155,155,SCTResp,3,156,75,155,1,0,1,4,3,1,10,x,2,x,1,592,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,73,8,2,1
156,156,SCTResp,3,157,76,156,1,0,1,2,5,1,14,n,3,n,1,582,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,74,8,2,0
157,157,SCTResp,3,158,77,157,1,1,0,2,1,2,4,m,4,m,1,476,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,75,8,2,2
158,158,SCTResp,3,159,78,158,1,1,0,1,4,2,3,x,2,x,1,545,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,76,8,2,0
159,159,SCTResp,3,160,79,159,1,1,0,4,7,2,4,m,4,m,1,399,0,496893,1.51E+12,1.51E+12,1.51E+12,1.51E+12,77,8,2,0
0,0,SCTResp,4,1,0,0,0,1,0,4,7,2,4,m,4,m,1,596,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,9,0,0
1,1,SCTResp,4,2,1,1,0,0,1,1,4,1,14,n,3,n,1,484,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,9,2,1
2,2,SCTResp,4,3,2,2,0,0,1,3,6,1,10,x,2,x,1,459,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,9,2,0
3,3,SCTResp,4,4,3,3,0,1,0,2,1,2,4,m,4,m,1,394,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,9,2,2
4,4,SCTResp,4,5,4,4,0,1,0,2,5,2,2,n,3,n,1,470,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,9,2,0
5,5,SCTResp,4,6,5,5,0,1,0,4,7,2,2,n,3,n,1,465,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,9,2,0
6,6,SCTResp,4,7,6,6,0,1,0,3,2,2,2,n,3,x,0,585,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,9,2,0
7,7,SCTResp,4,8,7,7,0,0,1,2,5,1,14,n,3,n,1,523,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,9,2,1
8,8,SCTResp,4,9,8,8,0,0,1,1,4,1,14,n,3,x,0,566,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,9,2,0
9,9,SCTResp,4,10,9,9,0,1,0,2,5,2,4,m,4,m,1,450,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,9,2,2
10,10,SCTResp,4,11,10,10,0,0,1,1,4,1,10,x,2,n,0,617,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,9,2,1
11,11,SCTResp,4,12,11,11,0,0,1,2,1,1,10,x,2,x,1,568,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,9,2,0
12,12,SCTResp,4,13,12,12,0,0,1,4,7,1,6,m,4,m,1,519,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,9,2,0
13,13,SCTResp,4,14,13,13,0,0,1,3,2,1,6,m,4,m,1,543,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,9,2,0
14,14,SCTResp,4,15,14,14,0,0,1,3,6,1,14,n,3,n,1,540,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,9,2,0
15,15,SCTResp,4,16,15,15,0,1,0,2,1,2,2,n,3,n,1,492,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,9,2,2
16,16,SCTResp,4,17,16,16,0,1,0,1,0,2,4,m,4,m,1,373,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,9,2,0
17,17,SCTResp,4,18,17,17,0,1,0,3,6,2,2,n,3,n,1,474,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,9,2,0
18,18,SCTResp,4,19,18,18,0,0,1,3,2,1,14,n,3,x,0,475,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,9,2,1
19,19,SCTResp,4,20,19,19,0,1,0,4,3,2,2,n,3,n,1,375,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,9,2,2
20,20,SCTResp,4,21,20,20,0,0,1,3,2,1,12,z,1,z,1,527,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,9,2,1
21,21,SCTResp,4,22,21,21,0,0,1,3,6,1,12,z,1,z,1,502,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,9,1,0
22,22,SCTResp,4,23,22,22,0,1,0,2,5,2,4,m,4,m,1,422,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,9,2,2
23,23,SCTResp,4,24,23,23,0,1,0,1,4,2,1,z,1,z,1,419,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,9,2,0
24,24,SCTResp,4,25,24,24,0,1,0,1,0,2,1,z,1,z,1,421,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,9,1,0
25,25,SCTResp,4,26,25,25,0,0,1,3,2,1,12,z,1,z,1,549,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,9,2,1
26,26,SCTResp,4,27,26,26,0,0,1,1,4,1,10,x,2,n,0,563,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,9,2,0
27,27,SCTResp,4,28,27,27,0,0,1,2,5,1,14,n,3,x,0,509,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,9,2,0
28,28,SCTResp,4,29,28,28,0,1,0,1,0,2,3,x,2,n,0,593,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,9,2,2
29,29,SCTResp,4,30,29,29,0,1,0,1,4,2,2,n,3,n,1,479,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,9,2,0
30,30,SCTResp,4,31,30,30,0,0,1,2,5,1,12,z,1,z,1,568,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,9,2,1
31,31,SCTResp,4,32,31,31,0,0,1,4,3,1,6,m,4,m,1,528,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,9,2,0
32,32,SCTResp,4,33,32,32,0,1,0,3,6,2,3,x,2,x,1,694,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,9,2,2
33,33,SCTResp,4,34,33,33,0,1,0,3,2,2,3,x,2,x,1,498,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,9,1,0
34,34,SCTResp,4,35,34,34,0,0,1,3,6,1,6,m,4,m,1,595,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,9,2,1
35,35,SCTResp,4,36,35,35,0,1,0,1,0,2,2,n,3,n,1,413,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,9,2,2
36,36,SCTResp,4,37,36,36,0,1,0,1,4,2,3,x,2,x,1,588,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,9,2,0
37,37,SCTResp,4,38,37,37,0,1,0,3,6,2,1,z,1,z,1,459,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,9,2,0
38,38,SCTResp,4,39,38,38,0,0,1,1,0,1,14,n,3,n,1,652,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,9,2,1
39,39,SCTResp,4,40,39,39,0,0,1,3,2,1,14,n,3,n,1,472,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,9,2,0
40,40,SCTResp,4,41,40,40,0,1,0,2,1,2,1,z,1,z,1,357,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,9,2,2
41,41,SCTResp,4,42,41,41,0,1,0,2,1,2,3,x,2,n,0,531,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,9,2,0
42,42,SCTResp,4,43,42,42,0,1,0,3,6,2,2,n,3,n,1,450,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,9,2,0
43,43,SCTResp,4,44,43,43,0,1,0,4,7,2,3,x,2,x,1,491,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,9,2,0
44,44,SCTResp,4,45,44,44,0,1,0,2,1,2,3,x,2,x,1,608,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,9,2,0
45,45,SCTResp,4,46,45,45,0,0,1,1,0,1,12,z,1,z,1,416,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,9,2,1
46,46,SCTResp,4,47,46,46,0,0,1,4,7,1,14,n,3,x,0,693,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,9,2,0
47,47,SCTResp,4,48,47,47,0,1,0,1,0,2,4,m,4,m,1,582,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,9,2,2
48,48,SCTResp,4,49,48,48,0,0,1,1,4,1,6,m,4,m,1,782,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,9,2,1
49,49,SCTResp,4,50,49,49,0,0,1,2,1,1,10,x,2,x,1,588,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,9,2,0
50,50,SCTResp,4,51,50,50,0,1,0,4,3,2,1,z,1,z,1,430,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,9,2,2
51,51,SCTResp,4,52,51,51,0,0,1,4,7,1,10,x,2,n,0,514,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,9,2,1
52,52,SCTResp,4,53,52,52,0,1,0,4,3,2,3,x,2,x,1,526,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,9,2,2
53,53,SCTResp,4,54,53,53,0,0,1,2,5,1,6,m,4,m,1,655,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,9,2,1
54,54,SCTResp,4,55,54,54,0,1,0,4,7,2,3,x,2,x,1,466,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,9,2,2
55,55,SCTResp,4,56,55,55,0,1,0,3,6,2,4,m,4,m,1,549,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,9,2,0
56,56,SCTResp,4,57,56,56,0,0,1,4,3,1,10,x,2,x,1,470,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,9,2,1
57,57,SCTResp,4,58,57,57,0,0,1,4,3,1,12,z,1,z,1,500,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,9,2,0
58,58,SCTResp,4,59,58,58,0,0,1,2,1,1,10,x,2,x,1,670,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,9,2,0
59,59,SCTResp,4,60,59,59,0,0,1,1,4,1,6,m,4,m,1,497,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,9,2,0
60,60,SCTResp,4,61,60,60,0,0,1,2,5,1,6,m,4,m,1,491,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,9,2,0
61,61,SCTResp,4,62,61,61,0,1,0,1,0,2,1,z,1,z,1,490,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,9,2,2
62,62,SCTResp,4,63,62,62,0,1,0,4,3,2,4,m,4,n,0,700,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,9,2,0
63,63,SCTResp,4,64,63,63,0,1,0,2,5,2,1,z,1,z,1,362,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,9,2,0
64,64,SCTResp,4,65,64,64,0,1,0,3,2,2,1,z,1,z,1,463,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,9,2,0
65,65,SCTResp,4,66,65,65,0,1,0,4,7,2,1,z,1,z,1,415,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,9,2,0
66,66,SCTResp,4,67,66,66,0,0,1,3,6,1,10,x,2,x,1,560,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,9,2,1
67,67,SCTResp,4,68,67,67,0,1,0,3,2,2,4,m,4,m,1,395,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,9,2,2
68,68,SCTResp,4,69,68,68,0,1,0,1,0,2,2,n,3,x,0,439,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,9,2,0
69,69,SCTResp,4,70,69,69,0,1,0,4,7,2,4,m,4,m,1,489,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,9,2,0
70,70,SCTResp,4,71,70,70,0,0,1,2,1,1,6,m,4,m,1,668,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,9,2,1
71,71,SCTResp,4,72,71,71,0,1,0,3,2,2,1,z,1,z,1,410,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,9,2,2
72,72,SCTResp,4,73,72,72,0,1,0,2,5,2,3,x,2,x,1,568,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,9,2,0
73,73,SCTResp,4,74,73,73,0,0,1,4,3,1,14,n,3,n,1,626,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,9,2,1
74,74,SCTResp,4,75,74,74,0,0,1,1,4,1,12,z,1,z,1,511,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,9,2,0
75,75,SCTResp,4,76,75,75,0,0,1,2,1,1,12,z,1,z,1,489,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,9,2,0
76,76,SCTResp,4,77,76,76,0,0,1,1,0,1,12,z,1,z,1,452,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,9,2,0
77,77,SCTResp,4,78,77,77,0,0,1,4,3,1,10,x,2,x,1,594,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,9,2,0
78,78,SCTResp,4,79,78,78,0,0,1,4,7,1,12,z,1,z,1,629,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,9,2,0
79,79,SCTResp,4,80,79,79,0,0,1,4,3,1,6,m,4,m,1,483,0,42156,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,9,2,0
80,80,SCTResp,4,81,0,80,1,0,1,2,5,1,14,n,3,n,1,500,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,1,9,0,0
81,81,SCTResp,4,82,1,81,1,0,1,4,3,1,14,n,3,n,1,489,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,2,9,2,0
82,82,SCTResp,4,83,2,82,1,0,1,2,1,1,6,m,4,m,1,498,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,3,9,2,0
83,83,SCTResp,4,84,3,83,1,1,0,1,0,2,4,m,4,m,1,447,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,4,9,2,2
84,84,SCTResp,4,85,4,84,1,1,0,2,5,2,1,z,1,z,1,313,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,5,9,2,0
85,85,SCTResp,4,86,5,85,1,1,0,3,6,2,4,m,4,m,1,390,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,6,9,2,0
86,86,SCTResp,4,87,6,86,1,0,1,2,5,1,12,z,1,z,1,490,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,7,9,2,1
87,87,SCTResp,4,88,7,87,1,0,1,3,2,1,6,m,4,m,1,536,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,9,2,0
88,88,SCTResp,4,89,8,88,1,0,1,3,6,1,10,x,2,n,0,440,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,8,9,2,0
89,89,SCTResp,4,90,9,89,1,0,1,4,7,1,6,m,4,m,1,423,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,9,2,0
90,90,SCTResp,4,91,10,90,1,0,1,3,6,1,6,m,4,z,0,347,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,9,9,2,0
91,91,SCTResp,4,92,11,91,1,0,1,2,1,1,10,x,2,x,1,451,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,10,9,2,0
92,92,SCTResp,4,93,12,92,1,0,1,1,4,1,14,n,3,n,1,520,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,11,9,2,0
93,93,SCTResp,4,94,13,93,1,0,1,4,3,1,12,z,1,z,1,596,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,12,9,2,0
94,94,SCTResp,4,95,14,94,1,0,1,3,6,1,12,z,1,z,1,451,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,13,9,2,0
95,95,SCTResp,4,96,15,95,1,1,0,2,1,2,2,n,3,n,1,578,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,9,2,2
96,96,SCTResp,4,97,16,96,1,0,1,1,4,1,6,m,4,z,0,563,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,14,9,2,1
97,97,SCTResp,4,98,17,97,1,1,0,2,1,2,4,m,4,m,1,451,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,15,9,2,2
98,98,SCTResp,4,99,18,98,1,0,1,4,7,1,10,x,2,x,1,477,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,16,9,2,1
99,99,SCTResp,4,100,19,99,1,1,0,3,6,2,2,n,3,n,1,446,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,17,9,2,2
100,100,SCTResp,4,101,20,100,1,1,0,2,5,2,1,z,1,z,1,426,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,18,9,2,0
101,101,SCTResp,4,102,21,101,1,1,0,3,2,2,4,m,4,m,1,394,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,19,9,2,0
102,102,SCTResp,4,103,22,102,1,1,0,3,6,2,4,m,4,m,1,456,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,20,9,1,0
103,103,SCTResp,4,104,23,103,1,1,0,1,4,2,2,n,3,n,1,447,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,21,9,2,0
104,104,SCTResp,4,105,24,104,1,0,1,1,0,1,6,m,4,m,1,563,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,22,9,2,1
105,105,SCTResp,4,106,25,105,1,0,1,1,4,1,10,x,2,x,1,583,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,9,2,0
106,106,SCTResp,4,107,26,106,1,0,1,2,5,1,14,n,3,x,0,453,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,23,9,2,0
107,107,SCTResp,4,108,27,107,1,0,1,4,3,1,12,z,1,z,1,572,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,9,2,0
108,108,SCTResp,4,109,28,108,1,1,0,3,6,2,3,x,2,n,0,439,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,24,9,2,2
109,109,SCTResp,4,110,29,109,1,1,0,1,4,2,4,m,4,m,1,368,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,25,9,2,0
110,110,SCTResp,4,111,30,110,1,0,1,2,5,1,12,z,1,z,1,502,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,26,9,2,1
111,111,SCTResp,4,112,31,111,1,1,0,4,3,2,2,n,3,n,1,369,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,27,9,2,2
112,112,SCTResp,4,113,32,112,1,0,1,4,7,1,6,m,4,m,1,651,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,28,9,2,1
113,113,SCTResp,4,114,33,113,1,1,0,2,1,2,3,x,2,x,1,603,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,29,9,2,2
114,114,SCTResp,4,115,34,114,1,0,1,3,2,1,14,n,3,n,1,792,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,30,9,2,1
115,115,SCTResp,4,116,35,115,1,0,1,4,7,1,14,n,3,n,1,459,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,31,9,2,0
116,116,SCTResp,4,117,36,116,1,1,0,4,3,2,4,m,4,m,1,747,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,32,9,2,2
117,117,SCTResp,4,118,37,117,1,1,0,3,6,2,1,z,1,z,1,387,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,33,9,2,0
118,118,SCTResp,4,119,38,118,1,1,0,4,7,2,2,n,3,n,1,409,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,34,9,2,0
119,119,SCTResp,4,120,39,119,1,0,1,1,4,1,10,x,2,x,1,677,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,35,9,2,1
120,120,SCTResp,4,121,40,120,1,1,0,1,0,2,3,x,2,x,1,459,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,36,9,2,2
121,121,SCTResp,4,122,41,121,1,0,1,3,2,1,6,m,4,m,1,512,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,37,9,2,1
122,122,SCTResp,4,123,42,122,1,0,1,2,1,1,12,z,1,z,1,405,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,38,9,2,0
123,123,SCTResp,4,124,43,123,1,1,0,3,2,2,3,x,2,x,1,511,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,39,9,2,2
124,124,SCTResp,4,125,44,124,1,1,0,4,7,2,1,z,1,z,1,403,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,40,9,2,0
125,125,SCTResp,4,126,45,125,1,1,0,1,0,2,3,x,2,x,1,468,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,41,9,2,0
126,126,SCTResp,4,127,46,126,1,1,0,4,3,2,4,m,4,m,1,407,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,42,9,2,0
127,127,SCTResp,4,128,47,127,1,0,1,3,2,1,12,z,1,z,1,506,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,43,9,2,1
128,128,SCTResp,4,129,48,128,1,0,1,1,4,1,14,n,3,n,1,499,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,44,9,2,0
129,129,SCTResp,4,130,49,129,1,0,1,2,5,1,6,m,4,m,1,521,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,45,9,2,0
130,130,SCTResp,4,131,50,130,1,1,0,1,0,2,1,z,1,z,1,528,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,46,9,2,2
131,131,SCTResp,4,132,51,131,1,0,1,3,2,1,14,n,3,n,1,507,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,47,9,2,1
132,132,SCTResp,4,133,52,132,1,1,0,3,6,2,1,z,1,z,1,492,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,48,9,2,2
133,133,SCTResp,4,134,53,133,1,1,0,3,2,2,2,n,3,n,1,568,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,49,9,2,0
134,134,SCTResp,4,135,54,134,1,1,0,2,5,2,4,m,4,m,1,453,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,50,9,2,0
135,135,SCTResp,4,136,55,135,1,1,0,2,1,2,2,n,3,n,1,460,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,51,9,2,0
136,136,SCTResp,4,137,56,136,1,1,0,4,7,2,3,x,2,x,1,549,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,52,9,2,0
137,137,SCTResp,4,138,57,137,1,0,1,1,0,1,10,x,2,x,1,573,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,53,9,2,1
138,138,SCTResp,4,139,58,138,1,1,0,2,5,2,2,n,3,n,1,453,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,54,9,2,2
139,139,SCTResp,4,140,59,139,1,1,0,4,3,2,3,x,2,x,1,512,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,55,9,2,0
140,140,SCTResp,4,141,60,140,1,1,0,2,1,2,3,x,2,x,1,517,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,9,2,0
141,141,SCTResp,4,142,61,141,1,0,1,4,3,1,14,n,3,x,0,653,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,56,9,2,1
142,142,SCTResp,4,143,62,142,1,0,1,3,2,1,10,x,2,x,1,459,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,9,2,0
143,143,SCTResp,4,144,63,143,1,0,1,1,4,1,6,m,4,z,0,519,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,57,9,2,0
144,144,SCTResp,4,145,64,144,1,0,1,4,3,1,12,z,1,z,1,610,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,9,2,0
145,145,SCTResp,4,146,65,145,1,1,0,4,7,2,2,n,3,x,0,486,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,58,9,2,2
146,146,SCTResp,4,147,66,146,1,1,0,3,6,2,3,x,2,x,1,447,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,59,9,2,0
147,147,SCTResp,4,148,67,147,1,0,1,3,2,1,10,x,2,x,1,635,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,9,2,1
148,148,SCTResp,4,149,68,148,1,1,0,1,0,2,2,n,3,x,0,570,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,60,9,2,2
149,149,SCTResp,4,150,69,149,1,1,0,2,1,2,1,z,1,z,1,420,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,61,9,2,0
150,150,SCTResp,4,151,70,150,1,0,1,1,0,1,12,z,1,z,1,501,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,62,9,2,1
151,151,SCTResp,4,152,71,151,1,1,0,4,7,2,1,z,1,z,1,436,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,63,9,2,2
152,152,SCTResp,4,153,72,152,1,1,0,1,4,2,3,x,2,x,1,533,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,64,9,2,0
153,153,SCTResp,4,154,73,153,1,0,1,2,1,1,14,n,3,n,1,695,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,65,9,2,1
154,154,SCTResp,4,155,74,154,1,1,0,4,3,2,1,z,1,z,1,475,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,66,9,2,2
155,155,SCTResp,4,156,75,155,1,1,0,1,4,2,4,m,4,m,1,495,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,9,2,0
156,156,SCTResp,4,157,76,156,1,0,1,4,7,1,10,x,2,m,0,655,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,67,9,2,1
157,157,SCTResp,4,158,77,157,1,0,1,2,5,1,10,x,2,x,1,521,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,68,9,2,0
158,158,SCTResp,4,159,78,158,1,1,0,1,0,2,1,z,1,z,1,505,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,69,9,2,2
159,159,SCTResp,4,160,79,159,1,0,1,1,0,1,12,z,1,z,1,451,0,495189,1.51E+12,1.51E+12,1.51E+12,1.51E+12,70,9,2,1
