,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Valid,Invalid,StimPresented,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,StimType
213,213,APResp,2,214,33,216,3,1,0,2,s,2,s,1,695,1,874135,1.49E+12,1.49E+12,1.49E+12,34,30,2,2
214,214,APResp,2,215,34,217,3,0,1,11,a,1,a,1,647,1,874135,1.49E+12,1.49E+12,1.49E+12,35,30,2,3
215,215,APResp,2,216,35,218,3,1,0,4,l,4,l,1,660,1,874135,1.49E+12,1.49E+12,1.49E+12,36,30,2,4
216,216,APResp,2,217,36,219,3,1,0,3,k,3,k,1,731,1,874135,1.49E+12,1.49E+12,1.49E+12,37,30,2,3
217,217,APResp,2,218,37,220,3,1,0,2,s,2,s,1,603,1,874135,1.49E+12,1.49E+12,1.49E+12,38,30,2,2
218,218,APResp,2,219,38,221,3,1,0,1,a,1,a,1,472,1,874135,1.49E+12,1.49E+12,1.49E+12,39,30,2,1
219,219,APResp,2,220,39,222,3,1,0,4,l,4,l,1,575,1,874135,1.49E+12,1.49E+12,1.49E+12,40,30,2,4
220,220,APResp,2,221,40,223,3,1,0,3,k,3,k,1,623,1,874135,1.49E+12,1.49E+12,1.49E+12,41,30,2,3
221,221,APResp,2,222,41,224,3,1,0,4,l,4,l,1,541,1,874135,1.49E+12,1.49E+12,1.49E+12,42,30,2,4
222,222,APResp,2,223,42,225,3,1,0,2,s,2,s,1,675,1,874135,1.49E+12,1.49E+12,1.49E+12,43,30,2,2
223,223,APResp,2,224,43,226,3,1,0,1,a,1,a,1,627,1,874135,1.49E+12,1.49E+12,1.49E+12,44,30,2,1
224,224,APResp,2,225,44,227,3,0,1,9,k,3,k,1,601,1,874135,1.49E+12,1.49E+12,1.49E+12,45,30,2,2
225,225,APResp,2,226,45,228,3,0,1,12,s,2,s,1,623,1,874135,1.49E+12,1.49E+12,1.49E+12,46,30,2,3
226,226,APResp,2,227,46,229,3,1,0,1,a,1,a,1,590,1,874135,1.49E+12,1.49E+12,1.49E+12,47,30,2,1
227,227,APResp,2,228,47,230,3,1,0,4,l,4,l,1,740,1,874135,1.49E+12,1.49E+12,1.49E+12,48,30,2,4
228,228,APResp,2,229,48,231,3,1,0,1,a,1,a,1,562,1,874135,1.49E+12,1.49E+12,1.49E+12,49,30,2,1
229,229,APResp,2,230,49,232,3,1,0,4,l,4,l,1,562,1,874135,1.49E+12,1.49E+12,1.49E+12,50,30,2,4
230,230,APResp,2,231,50,233,3,1,0,3,k,3,k,1,664,1,874135,1.49E+12,1.49E+12,1.49E+12,51,30,2,3
231,231,APResp,2,232,51,234,3,1,0,2,s,2,s,1,679,1,874135,1.49E+12,1.49E+12,1.49E+12,52,30,2,2
232,232,APResp,2,233,52,235,3,1,0,4,l,4,l,1,471,1,874135,1.49E+12,1.49E+12,1.49E+12,53,30,2,4
233,233,APResp,2,234,53,236,3,1,0,2,s,2,s,1,620,1,874135,1.49E+12,1.49E+12,1.49E+12,54,30,2,2
234,234,APResp,2,235,54,237,3,1,0,4,l,4,l,1,579,1,874135,1.49E+12,1.49E+12,1.49E+12,55,30,2,4
235,235,APResp,2,236,55,238,3,1,0,3,k,3,k,1,643,1,874135,1.49E+12,1.49E+12,1.49E+12,56,30,2,3
236,236,APResp,2,237,56,239,3,1,0,2,s,2,s,1,640,1,874135,1.49E+12,1.49E+12,1.49E+12,57,30,2,2
0,0,APRespITI,2,1,0,0,0,1,0,1,a,1,0,0,,0,8111,1.49E+12,1.49E+12,,0,31,0,1
1,1,APResp,2,2,1,1,0,0,1,9,k,3,k,1,650,1,8111,1.49E+12,1.49E+12,1.49E+12,1,31,2,2
2,2,APResp,2,3,2,2,0,1,0,2,s,2,l,0,665,2,8111,1.49E+12,1.49E+12,1.49E+12,1,31,2,2
3,3,APResp,2,4,3,3,0,1,0,1,a,1,a,1,458,1,8111,1.49E+12,1.49E+12,1.49E+12,2,31,2,1
4,4,APRespITI,2,5,4,4,0,0,1,7,l,4,0,0,458,0,8111,1.49E+12,1.49E+12,1.49E+12,2,31,2,1
5,5,APRespITI,2,6,5,5,0,1,0,4,l,4,0,0,458,0,8111,1.49E+12,1.49E+12,1.49E+12,2,31,2,4
6,6,APResp,2,7,6,6,0,1,0,2,s,2,a,0,672,2,8111,1.49E+12,1.49E+12,1.49E+12,2,31,2,2
7,7,APResp,2,8,7,7,0,1,0,1,a,1,a,1,630,1,8111,1.49E+12,1.49E+12,1.49E+12,3,31,2,1
8,8,APResp,2,9,8,8,0,1,0,3,k,3,k,1,623,1,8111,1.49E+12,1.49E+12,1.49E+12,4,31,2,3
9,9,APResp,2,10,9,9,0,0,1,5,s,2,s,1,528,1,8111,1.49E+12,1.49E+12,1.49E+12,5,31,2,1
10,10,APResp,2,11,10,10,0,1,0,4,l,4,l,1,620,1,8111,1.49E+12,1.49E+12,1.49E+12,6,31,2,4
11,11,APResp,2,12,11,11,0,0,1,11,a,1,a,1,524,1,8111,1.49E+12,1.49E+12,1.49E+12,7,31,2,3
12,12,APResp,2,13,12,12,0,0,1,14,a,1,a,1,530,1,8111,1.49E+12,1.49E+12,1.49E+12,8,31,2,4
13,13,APResp,2,14,13,13,0,1,0,1,a,1,a,1,590,1,8111,1.49E+12,1.49E+12,1.49E+12,9,31,2,1
14,14,APResp,2,15,14,14,0,1,0,3,k,3,l,0,673,2,8111,1.49E+12,1.49E+12,1.49E+12,9,31,2,3
15,15,APResp,2,16,15,15,0,1,0,2,s,2,a,0,655,2,8111,1.49E+12,1.49E+12,1.49E+12,9,31,2,2
16,16,APResp,2,17,16,16,0,1,0,3,k,3,s,0,648,2,8111,1.49E+12,1.49E+12,1.49E+12,9,31,2,3
17,17,APResp,2,18,17,17,0,1,0,4,l,4,l,1,631,1,8111,1.49E+12,1.49E+12,1.49E+12,10,31,2,4
18,18,APResp,2,19,18,18,0,0,1,16,k,3,k,1,523,1,8111,1.49E+12,1.49E+12,1.49E+12,11,31,2,4
19,19,APResp,2,20,19,19,0,1,0,3,k,3,k,1,447,1,8111,1.49E+12,1.49E+12,1.49E+12,12,31,2,3
20,20,APRespITI,2,21,20,20,0,1,0,2,s,2,0,0,447,0,8111,1.49E+12,1.49E+12,1.49E+12,12,31,2,2
21,21,APResp,2,22,21,21,0,1,0,1,a,1,a,1,613,1,8111,1.49E+12,1.49E+12,1.49E+12,13,31,2,1
22,22,APResp,2,23,22,22,0,1,0,3,k,3,k,1,662,1,8111,1.49E+12,1.49E+12,1.49E+12,14,31,2,3
23,23,APResp,2,24,23,23,0,0,1,13,l,4,l,1,554,1,8111,1.49E+12,1.49E+12,1.49E+12,15,31,2,3
24,24,APResp,2,25,24,24,0,1,0,2,s,2,s,1,469,1,8111,1.49E+12,1.49E+12,1.49E+12,16,31,2,2
25,25,APResp,2,26,25,25,0,1,0,1,a,1,a,1,708,1,8111,1.49E+12,1.49E+12,1.49E+12,17,31,2,1
26,26,APResp,2,27,26,26,0,1,0,3,k,3,k,1,554,1,8111,1.49E+12,1.49E+12,1.49E+12,18,31,2,3
27,27,APResp,2,28,27,27,0,0,1,10,l,4,l,1,572,1,8111,1.49E+12,1.49E+12,1.49E+12,19,31,2,2
28,28,APResp,2,29,28,28,0,1,0,4,l,4,l,1,745,1,8111,1.49E+12,1.49E+12,1.49E+12,20,31,2,4
29,29,APResp,2,30,29,29,0,0,1,12,s,2,s,1,535,1,8111,1.49E+12,1.49E+12,1.49E+12,21,31,2,3
30,30,APResp,2,31,30,30,0,1,0,1,a,1,a,1,462,1,8111,1.49E+12,1.49E+12,1.49E+12,22,31,2,1
31,31,APResp,2,32,31,31,0,1,0,3,k,3,k,1,600,1,8111,1.49E+12,1.49E+12,1.49E+12,23,31,2,3
32,32,APResp,2,33,32,32,0,1,0,4,l,4,l,1,492,1,8111,1.49E+12,1.49E+12,1.49E+12,24,31,2,4
33,33,APResp,2,34,33,33,0,0,1,6,k,3,k,1,654,1,8111,1.49E+12,1.49E+12,1.49E+12,25,31,2,1
34,34,APResp,2,35,34,34,0,1,0,3,k,3,k,1,646,1,8111,1.49E+12,1.49E+12,1.49E+12,26,31,2,3
35,35,APResp,2,36,35,35,0,0,1,8,a,1,a,1,673,1,8111,1.49E+12,1.49E+12,1.49E+12,27,31,2,2
36,36,APResp,2,37,36,36,0,1,0,4,l,4,l,1,610,1,8111,1.49E+12,1.49E+12,1.49E+12,28,31,2,4
37,37,APResp,2,38,37,37,0,1,0,2,s,2,s,1,523,1,8111,1.49E+12,1.49E+12,1.49E+12,29,31,2,2
38,38,APResp,2,39,38,38,0,1,0,1,a,1,a,1,561,1,8111,1.49E+12,1.49E+12,1.49E+12,30,31,2,1
39,39,APResp,2,40,39,39,0,0,1,15,s,2,s,1,498,1,8111,1.49E+12,1.49E+12,1.49E+12,31,31,2,4
40,40,APResp,2,41,40,40,0,1,0,3,k,3,k,1,479,1,8111,1.49E+12,1.49E+12,1.49E+12,32,31,2,3
41,41,APResp,2,42,41,41,0,1,0,1,a,1,a,1,607,1,8111,1.49E+12,1.49E+12,1.49E+12,33,31,2,1
42,42,APResp,2,43,42,42,0,1,0,2,s,2,s,1,547,1,8111,1.49E+12,1.49E+12,1.49E+12,34,31,2,2
43,43,APResp,2,44,43,43,0,1,0,4,l,4,l,1,527,1,8111,1.49E+12,1.49E+12,1.49E+12,35,31,2,4
44,44,APRespITI,2,45,44,44,0,1,0,3,k,3,0,0,527,0,8111,1.49E+12,1.49E+12,1.49E+12,35,31,2,3
45,45,APResp,2,46,45,45,0,1,0,4,l,4,l,1,492,1,8111,1.49E+12,1.49E+12,1.49E+12,36,31,2,4
46,46,APResp,2,47,46,46,0,1,0,2,s,2,s,1,518,1,8111,1.49E+12,1.49E+12,1.49E+12,37,31,2,2
47,47,APResp,2,48,47,47,0,1,0,4,l,4,l,1,613,1,8111,1.49E+12,1.49E+12,1.49E+12,38,31,2,4
48,48,APResp,2,49,48,48,0,1,0,3,k,3,k,1,641,1,8111,1.49E+12,1.49E+12,1.49E+12,39,31,2,3
49,49,APResp,2,50,49,49,0,1,0,4,l,4,l,1,554,1,8111,1.49E+12,1.49E+12,1.49E+12,40,31,2,4
50,50,APResp,2,51,50,50,0,1,0,2,s,2,s,1,548,1,8111,1.49E+12,1.49E+12,1.49E+12,41,31,2,2
51,51,APResp,2,52,51,51,0,1,0,4,l,4,l,1,544,1,8111,1.49E+12,1.49E+12,1.49E+12,42,31,2,4
52,52,APResp,2,53,52,52,0,1,0,1,a,1,a,1,573,1,8111,1.49E+12,1.49E+12,1.49E+12,43,31,2,1
53,53,APResp,2,54,53,53,0,1,0,2,s,2,k,0,645,2,8111,1.49E+12,1.49E+12,1.49E+12,43,31,2,2
54,54,APResp,2,55,54,54,0,1,0,3,k,3,k,1,447,1,8111,1.49E+12,1.49E+12,1.49E+12,44,31,2,3
55,55,APResp,2,56,55,55,0,1,0,1,a,1,a,1,449,1,8111,1.49E+12,1.49E+12,1.49E+12,45,31,2,1
56,56,APResp,2,57,56,56,0,1,0,2,s,2,s,1,465,1,8111,1.49E+12,1.49E+12,1.49E+12,46,31,2,2
57,57,APResp,2,58,57,57,0,1,0,4,l,4,l,1,516,1,8111,1.49E+12,1.49E+12,1.49E+12,47,31,2,4
58,58,APResp,2,59,58,58,0,1,0,1,a,1,a,1,555,1,8111,1.49E+12,1.49E+12,1.49E+12,48,31,2,1
59,59,APResp,2,60,59,59,0,1,0,2,s,2,s,1,480,1,8111,1.49E+12,1.49E+12,1.49E+12,49,31,2,2
60,60,APResp,2,61,0,60,1,1,0,4,l,4,l,1,562,1,289889,1.49E+12,1.49E+12,1.49E+12,1,31,0,4
61,61,APResp,2,62,1,61,1,1,0,2,s,2,s,1,579,1,289889,1.49E+12,1.49E+12,1.49E+12,2,31,2,2
62,62,APResp,2,63,2,62,1,1,0,1,a,1,a,1,448,1,289889,1.49E+12,1.49E+12,1.49E+12,3,31,2,1
63,63,APResp,2,64,3,63,1,0,1,8,a,1,a,1,510,1,289889,1.49E+12,1.49E+12,1.49E+12,4,31,2,2
64,64,APResp,2,65,4,64,1,1,0,4,l,4,l,1,527,1,289889,1.49E+12,1.49E+12,1.49E+12,5,31,2,4
65,65,APResp,2,66,5,65,1,0,1,5,s,2,s,1,462,1,289889,1.49E+12,1.49E+12,1.49E+12,6,31,2,1
66,66,APResp,2,67,6,66,1,1,0,1,a,1,a,1,388,1,289889,1.49E+12,1.49E+12,1.49E+12,7,31,2,1
67,67,APResp,2,68,7,67,1,1,0,3,k,3,k,1,629,1,289889,1.49E+12,1.49E+12,1.49E+12,8,31,2,3
68,68,APResp,2,69,8,68,1,1,0,2,s,2,s,1,700,1,289889,1.49E+12,1.49E+12,1.49E+12,9,31,2,2
69,69,APResp,2,70,9,69,1,1,0,3,k,3,k,1,626,1,289889,1.49E+12,1.49E+12,1.49E+12,10,31,2,3
70,70,APResp,2,71,10,70,1,1,0,1,a,1,a,1,441,1,289889,1.49E+12,1.49E+12,1.49E+12,11,31,2,1
71,71,APResp,2,72,11,71,1,1,0,4,l,4,l,1,569,1,289889,1.49E+12,1.49E+12,1.49E+12,12,31,2,4
72,72,APResp,2,73,12,72,1,0,1,14,a,1,a,1,585,1,289889,1.49E+12,1.49E+12,1.49E+12,13,31,2,4
73,73,APResp,2,74,13,73,1,1,0,4,l,4,l,1,521,1,289889,1.49E+12,1.49E+12,1.49E+12,14,31,2,4
74,74,APResp,2,75,14,74,1,1,0,1,a,1,a,1,592,1,289889,1.49E+12,1.49E+12,1.49E+12,15,31,2,1
75,75,APResp,2,76,15,75,1,1,0,4,l,4,l,1,585,1,289889,1.49E+12,1.49E+12,1.49E+12,16,31,2,4
76,76,APRespITI,2,77,16,76,1,0,1,9,k,3,0,0,585,0,289889,1.49E+12,1.49E+12,1.49E+12,16,31,2,2
77,77,APResp,2,78,17,77,1,0,1,10,l,4,l,1,607,1,289889,1.49E+12,1.49E+12,1.49E+12,17,31,2,2
78,78,APResp,2,79,18,78,1,1,0,1,a,1,a,1,431,1,289889,1.49E+12,1.49E+12,1.49E+12,18,31,2,1
79,79,APResp,2,80,19,79,1,1,0,2,s,2,s,1,640,1,289889,1.49E+12,1.49E+12,1.49E+12,19,31,2,2
80,80,APResp,2,81,20,80,1,1,0,3,k,3,k,1,632,1,289889,1.49E+12,1.49E+12,1.49E+12,20,31,2,3
81,81,APResp,2,82,21,81,1,1,0,2,s,2,s,1,624,1,289889,1.49E+12,1.49E+12,1.49E+12,21,31,2,2
82,82,APResp,2,83,22,82,1,0,1,16,k,3,k,1,630,1,289889,1.49E+12,1.49E+12,1.49E+12,22,31,2,4
83,83,APResp,2,84,23,83,1,1,0,3,k,3,a,0,533,2,289889,1.49E+12,1.49E+12,1.49E+12,22,31,2,3
84,84,APResp,2,85,24,84,1,1,0,1,a,1,a,1,413,1,289889,1.49E+12,1.49E+12,1.49E+12,23,31,2,1
85,85,APResp,2,86,25,85,1,0,1,13,l,4,l,1,531,1,289889,1.49E+12,1.49E+12,1.49E+12,24,31,2,3
86,86,APResp,2,87,26,86,1,1,0,2,s,2,s,1,714,1,289889,1.49E+12,1.49E+12,1.49E+12,25,31,2,2
87,87,APResp,2,88,27,87,1,1,0,3,k,3,l,0,583,2,289889,1.49E+12,1.49E+12,1.49E+12,25,31,2,3
88,88,APResp,2,89,28,88,1,1,0,4,l,4,l,1,542,1,289889,1.49E+12,1.49E+12,1.49E+12,26,31,2,4
89,89,APResp,2,90,29,89,1,1,0,1,a,1,a,1,580,1,289889,1.49E+12,1.49E+12,1.49E+12,27,31,2,1
90,90,APResp,2,91,30,90,1,1,0,3,k,3,a,0,562,2,289889,1.49E+12,1.49E+12,1.49E+12,27,31,2,3
91,91,APResp,2,92,31,91,1,1,0,1,a,1,a,1,635,1,289889,1.49E+12,1.49E+12,1.49E+12,28,31,2,1
92,92,APResp,2,93,32,92,1,1,0,3,k,3,k,1,459,1,289889,1.49E+12,1.49E+12,1.49E+12,29,31,2,3
93,93,APResp,2,94,33,93,1,1,0,1,a,1,a,1,632,1,289889,1.49E+12,1.49E+12,1.49E+12,30,31,2,1
94,94,APResp,2,95,34,94,1,0,1,15,s,2,s,1,627,1,289889,1.49E+12,1.49E+12,1.49E+12,31,31,2,4
95,95,APResp,2,96,35,95,1,1,0,3,k,3,k,1,563,1,289889,1.49E+12,1.49E+12,1.49E+12,32,31,2,3
96,96,APResp,2,97,36,96,1,1,0,4,l,4,l,1,400,1,289889,1.49E+12,1.49E+12,1.49E+12,33,31,2,4
97,97,APResp,2,98,37,97,1,1,0,2,s,2,s,1,619,1,289889,1.49E+12,1.49E+12,1.49E+12,34,31,2,2
98,98,APResp,2,99,38,98,1,1,0,4,l,4,l,1,599,1,289889,1.49E+12,1.49E+12,1.49E+12,35,31,2,4
99,99,APResp,2,100,39,99,1,0,1,7,l,4,l,1,604,1,289889,1.49E+12,1.49E+12,1.49E+12,36,31,2,1
100,100,APResp,2,101,40,100,1,1,0,3,k,3,k,1,440,1,289889,1.49E+12,1.49E+12,1.49E+12,37,31,2,3
101,101,APResp,2,102,41,101,1,1,0,2,s,2,s,1,657,1,289889,1.49E+12,1.49E+12,1.49E+12,38,31,2,2
102,102,APResp,2,103,42,102,1,0,1,11,a,1,a,1,382,1,289889,1.49E+12,1.49E+12,1.49E+12,39,31,2,3
103,103,APResp,2,104,43,103,1,0,1,6,k,3,k,1,535,1,289889,1.49E+12,1.49E+12,1.49E+12,40,31,2,1
104,104,APResp,2,105,44,104,1,1,0,3,k,3,k,1,405,1,289889,1.49E+12,1.49E+12,1.49E+12,41,31,2,3
105,105,APResp,2,106,45,105,1,1,0,1,a,1,a,1,613,1,289889,1.49E+12,1.49E+12,1.49E+12,42,31,2,1
106,106,APResp,2,107,46,106,1,1,0,2,s,2,s,1,563,1,289889,1.49E+12,1.49E+12,1.49E+12,43,31,2,2
107,107,APResp,2,108,47,107,1,1,0,4,l,4,l,1,399,1,289889,1.49E+12,1.49E+12,1.49E+12,44,31,2,4
108,108,APResp,2,109,48,108,1,1,0,1,a,1,a,1,570,1,289889,1.49E+12,1.49E+12,1.49E+12,45,31,2,1
109,109,APResp,2,110,49,109,1,1,0,2,s,2,s,1,624,1,289889,1.49E+12,1.49E+12,1.49E+12,46,31,2,2
110,110,APResp,2,111,50,110,1,1,0,4,l,4,l,1,615,1,289889,1.49E+12,1.49E+12,1.49E+12,47,31,2,4
111,111,APResp,2,112,51,111,1,1,0,1,a,1,a,1,507,1,289889,1.49E+12,1.49E+12,1.49E+12,48,31,2,1
112,112,APResp,2,113,52,112,1,0,1,12,s,2,s,1,468,1,289889,1.49E+12,1.49E+12,1.49E+12,49,31,2,3
113,113,APRespITI,2,114,53,113,1,1,0,3,k,3,0,0,468,0,289889,1.49E+12,1.49E+12,1.49E+12,49,31,2,3
114,114,APResp,2,115,54,114,1,1,0,2,s,2,s,1,589,1,289889,1.49E+12,1.49E+12,1.49E+12,50,31,2,2
115,115,APResp,2,116,55,115,1,1,0,4,l,4,l,1,538,1,289889,1.49E+12,1.49E+12,1.49E+12,51,31,2,4
116,116,APResp,2,117,56,116,1,1,0,3,k,3,k,1,416,1,289889,1.49E+12,1.49E+12,1.49E+12,52,31,2,3
117,117,APResp,2,118,57,117,1,1,0,2,s,2,s,1,613,1,289889,1.49E+12,1.49E+12,1.49E+12,53,31,2,2
118,118,APResp,2,119,58,118,1,1,0,4,l,4,l,1,573,1,289889,1.49E+12,1.49E+12,1.49E+12,54,31,2,4
119,119,APResp,2,120,59,119,1,1,0,2,s,2,s,1,587,1,289889,1.49E+12,1.49E+12,1.49E+12,55,31,2,2
120,120,APResp,2,121,0,120,2,1,0,2,s,2,s,1,641,1,762254,1.49E+12,1.49E+12,1.49E+12,1,31,0,2
121,121,APResp,2,122,1,121,2,0,1,8,a,1,a,1,546,1,762254,1.49E+12,1.49E+12,1.49E+12,2,31,2,2
122,122,APResp,2,123,2,122,2,1,0,3,k,3,k,1,426,1,762254,1.49E+12,1.49E+12,1.49E+12,3,31,2,3
123,123,APResp,2,124,3,123,2,1,0,1,a,1,a,1,565,1,762254,1.49E+12,1.49E+12,1.49E+12,4,31,2,1
124,124,APResp,2,125,4,124,2,1,0,2,s,2,s,1,480,1,762254,1.49E+12,1.49E+12,1.49E+12,5,31,2,2
125,125,APResp,2,126,5,125,2,1,0,4,l,4,l,1,608,1,762254,1.49E+12,1.49E+12,1.49E+12,6,31,2,4
126,126,APResp,2,127,6,126,2,1,0,1,a,1,a,1,533,1,762254,1.49E+12,1.49E+12,1.49E+12,7,31,2,1
127,127,APResp,2,128,7,127,2,1,0,4,l,4,l,1,606,1,762254,1.49E+12,1.49E+12,1.49E+12,8,31,2,4
128,128,APResp,2,129,8,128,2,1,0,2,s,2,s,1,419,1,762254,1.49E+12,1.49E+12,1.49E+12,9,31,2,2
129,129,APResp,2,130,9,129,2,1,0,4,l,4,l,1,591,1,762254,1.49E+12,1.49E+12,1.49E+12,10,31,2,4
130,130,APRespITI,2,131,10,130,2,1,0,1,a,1,0,0,591,0,762254,1.49E+12,1.49E+12,1.49E+12,10,31,2,1
131,131,APResp,2,132,11,131,2,0,1,15,s,2,s,1,543,1,762254,1.49E+12,1.49E+12,1.49E+12,11,31,2,4
132,132,APResp,2,133,12,132,2,0,1,10,l,4,l,1,673,1,762254,1.49E+12,1.49E+12,1.49E+12,12,31,2,2
133,133,APResp,2,134,13,133,2,1,0,1,a,1,a,1,399,1,762254,1.49E+12,1.49E+12,1.49E+12,13,31,2,1
134,134,APResp,2,135,14,134,2,1,0,4,l,4,l,1,548,1,762254,1.49E+12,1.49E+12,1.49E+12,14,31,2,4
135,135,APResp,2,136,15,135,2,0,1,14,a,1,a,1,517,1,762254,1.49E+12,1.49E+12,1.49E+12,15,31,2,4
136,136,APResp,2,137,16,136,2,1,0,1,a,1,a,1,658,1,762254,1.49E+12,1.49E+12,1.49E+12,16,31,2,1
137,137,APResp,2,138,17,137,2,0,1,9,k,3,k,1,719,1,762254,1.49E+12,1.49E+12,1.49E+12,17,31,2,2
138,138,APResp,2,139,18,138,2,1,0,1,a,1,a,1,598,1,762254,1.49E+12,1.49E+12,1.49E+12,18,31,2,1
139,139,APResp,2,140,19,139,2,1,0,2,s,2,s,1,366,1,762254,1.49E+12,1.49E+12,1.49E+12,19,31,2,2
140,140,APResp,2,141,20,140,2,1,0,3,k,3,k,1,541,1,762254,1.49E+12,1.49E+12,1.49E+12,20,31,2,3
141,141,APResp,2,142,21,141,2,0,1,5,s,2,a,0,636,2,762254,1.49E+12,1.49E+12,1.49E+12,20,31,2,1
142,142,APResp,2,143,22,142,2,1,0,3,k,3,k,1,541,1,762254,1.49E+12,1.49E+12,1.49E+12,21,31,2,3
143,143,APResp,2,144,23,143,2,1,0,2,s,2,s,1,443,1,762254,1.49E+12,1.49E+12,1.49E+12,22,31,2,2
144,144,APResp,2,145,24,144,2,1,0,1,a,1,a,1,695,1,762254,1.49E+12,1.49E+12,1.49E+12,23,31,2,1
145,145,APResp,2,146,25,145,2,0,1,12,s,2,s,1,599,1,762254,1.49E+12,1.49E+12,1.49E+12,24,31,2,3
146,146,APResp,2,147,26,146,2,0,1,16,k,3,k,1,546,1,762254,1.49E+12,1.49E+12,1.49E+12,25,31,2,4
147,147,APResp,2,148,27,147,2,0,1,13,l,4,l,1,428,1,762254,1.49E+12,1.49E+12,1.49E+12,26,31,2,3
148,148,APResp,2,149,28,148,2,1,0,3,k,3,k,1,536,1,762254,1.49E+12,1.49E+12,1.49E+12,27,31,2,3
149,149,APResp,2,150,29,149,2,1,0,2,s,2,s,1,551,1,762254,1.49E+12,1.49E+12,1.49E+12,28,31,2,2
150,150,APResp,2,151,30,150,2,1,0,3,k,3,k,1,701,1,762254,1.49E+12,1.49E+12,1.49E+12,29,31,2,3
151,151,APResp,2,152,31,151,2,0,1,7,l,4,l,1,572,1,762254,1.49E+12,1.49E+12,1.49E+12,30,31,2,1
152,152,APResp,2,153,32,152,2,1,0,3,k,3,k,1,652,1,762254,1.49E+12,1.49E+12,1.49E+12,31,31,2,3
153,153,APResp,2,154,33,153,2,1,0,4,l,4,l,1,534,1,762254,1.49E+12,1.49E+12,1.49E+12,32,31,2,4
154,154,APResp,2,155,34,154,2,1,0,1,a,1,a,1,696,1,762254,1.49E+12,1.49E+12,1.49E+12,33,31,2,1
155,155,APResp,2,156,35,155,2,0,1,6,k,3,k,1,687,1,762254,1.49E+12,1.49E+12,1.49E+12,34,31,2,1
156,156,APResp,2,157,36,156,2,1,0,3,k,3,k,1,568,1,762254,1.49E+12,1.49E+12,1.49E+12,35,31,2,3
157,157,APResp,2,158,37,157,2,1,0,4,l,4,l,1,618,1,762254,1.49E+12,1.49E+12,1.49E+12,36,31,2,4
158,158,APResp,2,159,38,158,2,1,0,3,k,3,k,1,678,1,762254,1.49E+12,1.49E+12,1.49E+12,37,31,2,3
159,159,APResp,2,160,39,159,2,1,0,1,a,1,a,1,705,1,762254,1.49E+12,1.49E+12,1.49E+12,38,31,2,1
160,160,APResp,2,161,40,160,2,1,0,3,k,3,k,1,542,1,762254,1.49E+12,1.49E+12,1.49E+12,39,31,2,3
161,161,APResp,2,162,41,161,2,1,0,1,a,1,a,1,647,1,762254,1.49E+12,1.49E+12,1.49E+12,40,31,2,1
162,162,APResp,2,163,42,162,2,1,0,2,s,2,s,1,484,1,762254,1.49E+12,1.49E+12,1.49E+12,41,31,2,2
163,163,APResp,2,164,43,163,2,1,0,1,a,1,a,1,715,1,762254,1.49E+12,1.49E+12,1.49E+12,42,31,2,1
164,164,APResp,2,165,44,164,2,1,0,4,l,4,l,1,638,1,762254,1.49E+12,1.49E+12,1.49E+12,43,31,2,4
165,165,APResp,2,166,45,165,2,1,0,2,s,2,s,1,497,1,762254,1.49E+12,1.49E+12,1.49E+12,44,31,2,2
166,166,APResp,2,167,46,166,2,1,0,4,l,4,l,1,559,1,762254,1.49E+12,1.49E+12,1.49E+12,45,31,2,4
167,167,APResp,2,168,47,167,2,0,1,11,a,1,a,1,483,1,762254,1.49E+12,1.49E+12,1.49E+12,46,31,2,3
168,168,APResp,2,169,48,168,2,1,0,3,k,3,k,1,454,1,762254,1.49E+12,1.49E+12,1.49E+12,47,31,2,3
169,169,APResp,2,170,49,169,2,1,0,4,l,4,l,1,584,1,762254,1.49E+12,1.49E+12,1.49E+12,48,31,2,4
170,170,APResp,2,171,50,170,2,1,0,2,s,2,s,1,610,1,762254,1.49E+12,1.49E+12,1.49E+12,49,31,2,2
171,171,APResp,2,172,51,171,2,1,0,4,l,4,l,1,558,1,762254,1.49E+12,1.49E+12,1.49E+12,50,31,2,4
172,172,APResp,2,173,52,172,2,1,0,2,s,2,s,1,563,1,762254,1.49E+12,1.49E+12,1.49E+12,51,31,2,2
173,173,APResp,2,174,53,173,2,1,0,1,a,1,a,1,623,1,762254,1.49E+12,1.49E+12,1.49E+12,52,31,2,1
174,174,APResp,2,175,54,174,2,1,0,3,k,3,k,1,537,1,762254,1.49E+12,1.49E+12,1.49E+12,53,31,2,3
175,175,APResp,2,176,55,175,2,1,0,4,l,4,l,1,621,1,762254,1.49E+12,1.49E+12,1.49E+12,54,31,2,4
176,176,APResp,2,177,56,176,2,1,0,2,s,2,s,1,623,1,762254,1.49E+12,1.49E+12,1.49E+12,55,31,2,2
177,177,APResp,2,178,57,177,2,1,0,4,l,4,l,1,583,1,762254,1.49E+12,1.49E+12,1.49E+12,56,31,2,4
178,178,APResp,2,179,58,178,2,1,0,3,k,3,a,0,466,2,762254,1.49E+12,1.49E+12,1.49E+12,56,31,2,3
