,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,Valid,Invalid,StimPresented,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,StimType
0,0,APRespITI,2,1,0,0,0,1,0,3,k,3,0,0,,0,3590,1.49E+12,1.49E+12,,0,10,0,3
1,1,APResp,2,2,1,1,0,1,0,1,a,1,a,1,520,1,3590,1.49E+12,1.49E+12,1.49E+12,1,10,2,1
2,2,APRespITI,2,3,2,2,0,1,0,2,s,2,0,0,520,0,3590,1.49E+12,1.49E+12,1.49E+12,1,10,2,2
3,3,APRespITI,2,4,3,3,0,1,0,4,l,4,0,0,520,0,3590,1.49E+12,1.49E+12,1.49E+12,1,10,2,4
4,4,APResp,2,5,4,4,0,1,0,1,a,1,a,1,419,1,3590,1.49E+12,1.49E+12,1.49E+12,2,10,2,1
5,5,APResp,2,6,5,5,0,0,1,16,k,3,k,1,594,1,3590,1.49E+12,1.49E+12,1.49E+12,3,10,2,4
6,6,APResp,2,7,6,6,0,1,0,3,k,3,k,1,498,1,3590,1.49E+12,1.49E+12,1.49E+12,4,10,2,3
7,7,APResp,2,8,7,7,0,0,1,7,l,4,l,1,567,1,3590,1.49E+12,1.49E+12,1.49E+12,5,10,2,1
8,8,APResp,2,9,8,8,0,1,0,2,s,2,s,1,518,1,3590,1.49E+12,1.49E+12,1.49E+12,6,10,2,2
9,9,APResp,2,10,9,9,0,1,0,3,k,3,k,1,606,1,3590,1.49E+12,1.49E+12,1.49E+12,7,10,2,3
10,10,APResp,2,11,10,10,0,0,1,10,l,4,l,1,428,1,3590,1.49E+12,1.49E+12,1.49E+12,8,10,2,2
11,11,APResp,2,12,11,11,0,1,0,1,a,1,a,1,426,1,3590,1.49E+12,1.49E+12,1.49E+12,9,10,2,1
12,12,APResp,2,13,12,12,0,0,1,5,s,2,s,1,506,1,3590,1.49E+12,1.49E+12,1.49E+12,10,10,2,1
13,13,APResp,2,14,13,13,0,1,0,2,s,2,s,1,408,1,3590,1.49E+12,1.49E+12,1.49E+12,11,10,2,2
14,14,APResp,2,15,14,14,0,0,1,14,a,1,a,1,519,1,3590,1.49E+12,1.49E+12,1.49E+12,12,10,2,4
15,15,APResp,2,16,15,15,0,1,0,2,s,2,s,1,558,1,3590,1.49E+12,1.49E+12,1.49E+12,13,10,2,2
16,16,APResp,2,17,16,16,0,1,0,4,l,4,l,1,460,1,3590,1.49E+12,1.49E+12,1.49E+12,14,10,2,4
17,17,APResp,2,18,17,17,0,1,0,2,s,2,s,1,643,1,3590,1.49E+12,1.49E+12,1.49E+12,15,10,2,2
18,18,APResp,2,19,18,18,0,1,0,3,k,3,k,1,595,1,3590,1.49E+12,1.49E+12,1.49E+12,16,10,2,3
19,19,APResp,2,20,19,19,0,1,0,4,l,4,l,1,496,1,3590,1.49E+12,1.49E+12,1.49E+12,17,10,2,4
20,20,APResp,2,21,20,20,0,1,0,3,k,3,l,0,543,2,3590,1.49E+12,1.49E+12,1.49E+12,17,10,2,3
21,21,APResp,2,22,21,21,0,1,0,4,l,4,l,1,519,1,3590,1.49E+12,1.49E+12,1.49E+12,18,10,2,4
22,22,APRespITI,2,23,22,22,0,1,0,3,k,3,0,0,519,0,3590,1.49E+12,1.49E+12,1.49E+12,18,10,2,3
23,23,APResp,2,24,23,23,0,1,0,4,l,4,l,1,443,1,3590,1.49E+12,1.49E+12,1.49E+12,19,10,2,4
24,24,APResp,2,25,24,24,0,0,1,12,s,2,s,1,699,1,3590,1.49E+12,1.49E+12,1.49E+12,20,10,2,3
25,25,APResp,2,26,25,25,0,1,0,4,l,4,l,1,544,1,3590,1.49E+12,1.49E+12,1.49E+12,21,10,2,4
26,26,APResp,2,27,26,26,0,1,0,2,s,2,s,1,648,1,3590,1.49E+12,1.49E+12,1.49E+12,22,10,2,2
27,27,APResp,2,28,27,27,0,0,1,6,k,3,k,1,672,1,3590,1.49E+12,1.49E+12,1.49E+12,23,10,2,1
28,28,APResp,2,29,28,28,0,1,0,1,a,1,a,1,558,1,3590,1.49E+12,1.49E+12,1.49E+12,24,10,2,1
29,29,APResp,2,30,29,29,0,0,1,15,s,2,s,1,629,1,3590,1.49E+12,1.49E+12,1.49E+12,25,10,2,4
30,30,APResp,2,31,30,30,0,1,0,1,a,1,a,1,541,1,3590,1.49E+12,1.49E+12,1.49E+12,26,10,2,1
31,31,APResp,2,32,31,31,0,1,0,3,k,3,k,1,650,1,3590,1.49E+12,1.49E+12,1.49E+12,27,10,2,3
32,32,APResp,2,33,32,32,0,1,0,2,s,2,s,1,641,1,3590,1.49E+12,1.49E+12,1.49E+12,28,10,2,2
33,33,APResp,2,34,33,33,0,1,0,4,l,4,l,1,601,1,3590,1.49E+12,1.49E+12,1.49E+12,29,10,2,4
34,34,APResp,2,35,34,34,0,1,0,2,s,2,s,1,711,1,3590,1.49E+12,1.49E+12,1.49E+12,30,10,2,2
35,35,APResp,2,36,35,35,0,1,0,3,k,3,k,1,661,1,3590,1.49E+12,1.49E+12,1.49E+12,31,10,2,3
36,36,APResp,2,37,36,36,0,0,1,11,a,1,a,1,558,1,3590,1.49E+12,1.49E+12,1.49E+12,32,10,2,3
37,37,APResp,2,38,37,37,0,1,0,1,a,1,a,1,549,1,3590,1.49E+12,1.49E+12,1.49E+12,33,10,2,1
38,38,APResp,2,39,38,38,0,1,0,2,s,2,s,1,580,1,3590,1.49E+12,1.49E+12,1.49E+12,34,10,2,2
39,39,APResp,2,40,39,39,0,1,0,3,k,3,k,1,652,1,3590,1.49E+12,1.49E+12,1.49E+12,35,10,2,3
40,40,APResp,2,41,40,40,0,1,0,4,l,4,l,1,586,1,3590,1.49E+12,1.49E+12,1.49E+12,36,10,2,4
41,41,APResp,2,42,41,41,0,1,0,3,k,3,k,1,713,1,3590,1.49E+12,1.49E+12,1.49E+12,37,10,2,3
42,42,APResp,2,43,42,42,0,1,0,2,s,2,s,1,616,1,3590,1.49E+12,1.49E+12,1.49E+12,38,10,2,2
43,43,APResp,2,44,43,43,0,1,0,1,a,1,a,1,542,1,3590,1.49E+12,1.49E+12,1.49E+12,39,10,2,1
44,44,APResp,2,45,44,44,0,1,0,2,s,2,s,1,493,1,3590,1.49E+12,1.49E+12,1.49E+12,40,10,2,2
45,45,APResp,2,46,45,45,0,1,0,4,l,4,l,1,654,1,3590,1.49E+12,1.49E+12,1.49E+12,41,10,2,4
46,46,APResp,2,47,46,46,0,1,0,1,a,1,a,1,570,1,3590,1.49E+12,1.49E+12,1.49E+12,42,10,2,1
47,47,APResp,2,48,47,47,0,0,1,8,a,1,a,1,521,1,3590,1.49E+12,1.49E+12,1.49E+12,43,10,2,2
48,48,APResp,2,49,48,48,0,1,0,4,l,4,l,1,569,1,3590,1.49E+12,1.49E+12,1.49E+12,44,10,2,4
49,49,APResp,2,50,49,49,0,1,0,1,a,1,a,1,518,1,3590,1.49E+12,1.49E+12,1.49E+12,45,10,2,1
50,50,APResp,2,51,50,50,0,0,1,13,l,4,l,1,589,1,3590,1.49E+12,1.49E+12,1.49E+12,46,10,2,3
51,51,APRespITI,2,52,51,51,0,0,1,9,k,3,0,0,589,0,3590,1.49E+12,1.49E+12,1.49E+12,46,10,2,2
52,52,APResp,2,53,52,52,0,1,0,1,a,1,a,1,490,1,3590,1.49E+12,1.49E+12,1.49E+12,47,10,2,1
53,53,APResp,2,54,53,53,0,1,0,3,k,3,k,1,737,1,3590,1.49E+12,1.49E+12,1.49E+12,48,10,2,3
54,54,APResp,2,55,54,54,0,1,0,4,l,4,l,1,515,1,3590,1.49E+12,1.49E+12,1.49E+12,49,10,2,4
55,55,APResp,2,56,55,55,0,1,0,3,k,3,k,1,609,1,3590,1.49E+12,1.49E+12,1.49E+12,50,10,2,3
56,56,APResp,2,57,56,56,0,1,0,1,a,1,a,1,551,1,3590,1.49E+12,1.49E+12,1.49E+12,51,10,2,1
57,57,APResp,2,58,57,57,0,1,0,2,s,2,s,1,631,1,3590,1.49E+12,1.49E+12,1.49E+12,52,10,2,2
58,58,APResp,2,59,58,58,0,1,0,1,a,1,a,1,525,1,3590,1.49E+12,1.49E+12,1.49E+12,53,10,2,1
59,59,APResp,2,60,59,59,0,1,0,4,l,4,l,1,588,1,3590,1.49E+12,1.49E+12,1.49E+12,54,10,2,4
60,60,APResp,2,61,0,60,1,0,1,14,a,1,a,1,649,1,1469157,1.49E+12,1.49E+12,1.49E+12,1,10,0,4
61,61,APResp,2,62,1,61,1,1,0,3,k,3,k,1,737,1,1469157,1.49E+12,1.49E+12,1.49E+12,2,10,2,3
62,62,APResp,2,63,2,62,1,1,0,1,a,1,a,1,535,1,1469157,1.49E+12,1.49E+12,1.49E+12,3,10,2,1
63,63,APResp,2,64,3,63,1,1,0,3,k,3,k,1,622,1,1469157,1.49E+12,1.49E+12,1.49E+12,4,10,2,3
64,64,APResp,2,65,4,64,1,1,0,2,s,2,s,1,709,1,1469157,1.49E+12,1.49E+12,1.49E+12,5,10,2,2
65,65,APRespITI,2,66,5,65,1,1,0,3,k,3,0,0,709,0,1469157,1.49E+12,1.49E+12,1.49E+12,5,10,2,3
66,66,APResp,2,67,6,66,1,1,0,4,l,4,l,1,577,1,1469157,1.49E+12,1.49E+12,1.49E+12,6,10,2,4
67,67,APResp,2,68,7,67,1,1,0,1,a,1,a,1,537,1,1469157,1.49E+12,1.49E+12,1.49E+12,7,10,2,1
68,68,APResp,2,69,8,68,1,0,1,12,s,2,s,1,623,1,1469157,1.49E+12,1.49E+12,1.49E+12,8,10,2,3
69,69,APResp,2,70,9,69,1,1,0,4,l,4,l,1,638,1,1469157,1.49E+12,1.49E+12,1.49E+12,9,10,2,4
70,70,APResp,2,71,10,70,1,1,0,3,k,3,k,1,701,1,1469157,1.49E+12,1.49E+12,1.49E+12,10,10,2,3
71,71,APResp,2,72,11,71,1,1,0,4,l,4,l,1,579,1,1469157,1.49E+12,1.49E+12,1.49E+12,11,10,2,4
72,72,APRespITI,2,73,12,72,1,1,0,3,k,3,0,0,579,0,1469157,1.49E+12,1.49E+12,1.49E+12,11,10,2,3
73,73,APResp,2,74,13,73,1,1,0,1,a,1,a,1,562,1,1469157,1.49E+12,1.49E+12,1.49E+12,12,10,2,1
74,74,APResp,2,75,14,74,1,1,0,2,s,2,s,1,655,1,1469157,1.49E+12,1.49E+12,1.49E+12,13,10,2,2
75,75,APResp,2,76,15,75,1,1,0,1,a,1,a,1,550,1,1469157,1.49E+12,1.49E+12,1.49E+12,14,10,2,1
76,76,APResp,2,77,16,76,1,1,0,3,k,3,k,1,614,1,1469157,1.49E+12,1.49E+12,1.49E+12,15,10,2,3
77,77,APResp,2,78,17,77,1,0,1,5,s,2,s,1,611,1,1469157,1.49E+12,1.49E+12,1.49E+12,16,10,2,1
78,78,APResp,2,79,18,78,1,1,0,1,a,1,a,1,538,1,1469157,1.49E+12,1.49E+12,1.49E+12,17,10,2,1
79,79,APRespITI,2,80,19,79,1,1,0,4,l,4,0,0,538,0,1469157,1.49E+12,1.49E+12,1.49E+12,17,10,2,4
80,80,APResp,2,81,20,80,1,1,0,3,k,3,k,1,687,1,1469157,1.49E+12,1.49E+12,1.49E+12,18,10,2,3
81,81,APResp,2,82,21,81,1,1,0,1,a,1,a,1,558,1,1469157,1.49E+12,1.49E+12,1.49E+12,19,10,2,1
82,82,APResp,2,83,22,82,1,1,0,3,k,3,k,1,703,1,1469157,1.49E+12,1.49E+12,1.49E+12,20,10,2,3
83,83,APResp,2,84,23,83,1,0,1,6,k,3,k,1,541,1,1469157,1.49E+12,1.49E+12,1.49E+12,21,10,2,1
84,84,APResp,2,85,24,84,1,0,1,9,k,3,k,1,476,1,1469157,1.49E+12,1.49E+12,1.49E+12,22,10,2,2
85,85,APResp,2,86,25,85,1,0,1,10,l,4,l,1,604,1,1469157,1.49E+12,1.49E+12,1.49E+12,23,10,2,2
86,86,APResp,2,87,26,86,1,1,0,2,s,2,s,1,634,1,1469157,1.49E+12,1.49E+12,1.49E+12,24,10,2,2
87,87,APResp,2,88,27,87,1,1,0,1,a,1,a,1,560,1,1469157,1.49E+12,1.49E+12,1.49E+12,25,10,2,1
88,88,APResp,2,89,28,88,1,1,0,2,s,2,s,1,592,1,1469157,1.49E+12,1.49E+12,1.49E+12,26,10,2,2
89,89,APResp,2,90,29,89,1,1,0,1,a,1,a,1,582,1,1469157,1.49E+12,1.49E+12,1.49E+12,27,10,2,1
90,90,APResp,2,91,30,90,1,1,0,3,k,3,k,1,692,1,1469157,1.49E+12,1.49E+12,1.49E+12,28,10,2,3
91,91,APResp,2,92,31,91,1,0,1,11,a,1,a,1,540,1,1469157,1.49E+12,1.49E+12,1.49E+12,29,10,2,3
92,92,APResp,2,93,32,92,1,1,0,4,l,4,l,1,586,1,1469157,1.49E+12,1.49E+12,1.49E+12,30,10,2,4
93,93,APResp,2,94,33,93,1,1,0,1,a,1,a,1,529,1,1469157,1.49E+12,1.49E+12,1.49E+12,31,10,2,1
94,94,APResp,2,95,34,94,1,0,1,15,s,2,s,1,546,1,1469157,1.49E+12,1.49E+12,1.49E+12,32,10,2,4
95,95,APResp,2,96,35,95,1,1,0,2,s,2,s,1,527,1,1469157,1.49E+12,1.49E+12,1.49E+12,33,10,2,2
96,96,APResp,2,97,36,96,1,0,1,8,a,1,a,1,582,1,1469157,1.49E+12,1.49E+12,1.49E+12,34,10,2,2
97,97,APResp,2,98,37,97,1,1,0,4,l,4,l,1,566,1,1469157,1.49E+12,1.49E+12,1.49E+12,35,10,2,4
98,98,APResp,2,99,38,98,1,0,1,13,l,4,l,1,491,1,1469157,1.49E+12,1.49E+12,1.49E+12,36,10,2,3
99,99,APResp,2,100,39,99,1,0,1,16,k,3,l,0,514,2,1469157,1.49E+12,1.49E+12,1.49E+12,36,10,2,4
100,100,APResp,2,101,40,100,1,1,0,4,l,4,k,0,714,2,1469157,1.49E+12,1.49E+12,1.49E+12,36,10,2,4
101,101,APResp,2,102,41,101,1,0,1,7,l,4,l,1,575,1,1469157,1.49E+12,1.49E+12,1.49E+12,37,10,2,1
102,102,APResp,2,103,42,102,1,1,0,2,s,2,s,1,590,1,1469157,1.49E+12,1.49E+12,1.49E+12,38,10,2,2
103,103,APResp,2,104,43,103,1,1,0,4,l,4,l,1,590,1,1469157,1.49E+12,1.49E+12,1.49E+12,39,10,2,4
104,104,APResp,2,105,44,104,1,1,0,2,s,2,s,1,627,1,1469157,1.49E+12,1.49E+12,1.49E+12,40,10,2,2
105,105,APResp,2,106,45,105,1,1,0,4,l,4,l,1,674,1,1469157,1.49E+12,1.49E+12,1.49E+12,41,10,2,4
106,106,APRespITI,2,107,46,106,1,1,0,2,s,2,0,0,674,0,1469157,1.49E+12,1.49E+12,1.49E+12,41,10,2,2
107,107,APResp,2,108,47,107,1,1,0,3,k,3,l,0,712,2,1469157,1.49E+12,1.49E+12,1.49E+12,41,10,2,3
108,108,APResp,2,109,48,108,1,1,0,2,s,2,s,1,630,1,1469157,1.49E+12,1.49E+12,1.49E+12,42,10,2,2
109,109,APRespITI,2,110,49,109,1,1,0,3,k,3,0,0,630,0,1469157,1.49E+12,1.49E+12,1.49E+12,42,10,2,3
110,110,APResp,2,111,50,110,1,1,0,1,a,1,a,1,532,1,1469157,1.49E+12,1.49E+12,1.49E+12,43,10,2,1
111,111,APResp,2,112,51,111,1,1,0,4,l,4,l,1,674,1,1469157,1.49E+12,1.49E+12,1.49E+12,44,10,2,4
112,112,APResp,2,113,52,112,1,1,0,1,a,1,a,1,618,1,1469157,1.49E+12,1.49E+12,1.49E+12,45,10,2,1
113,113,APResp,2,114,53,113,1,1,0,2,s,2,s,1,600,1,1469157,1.49E+12,1.49E+12,1.49E+12,46,10,2,2
114,114,APResp,2,115,54,114,1,1,0,1,a,1,a,1,591,1,1469157,1.49E+12,1.49E+12,1.49E+12,47,10,2,1
115,115,APRespITI,2,116,55,115,1,1,0,3,k,3,0,0,591,0,1469157,1.49E+12,1.49E+12,1.49E+12,47,10,2,3
116,116,APResp,2,117,56,116,1,1,0,4,l,4,l,1,620,1,1469157,1.49E+12,1.49E+12,1.49E+12,48,10,2,4
117,117,APResp,2,118,57,117,1,1,0,2,s,2,s,1,619,1,1469157,1.49E+12,1.49E+12,1.49E+12,49,10,2,2
118,118,APResp,2,119,58,118,1,1,0,4,l,4,l,1,651,1,1469157,1.49E+12,1.49E+12,1.49E+12,50,10,2,4
119,119,APResp,2,120,59,119,1,1,0,2,s,2,s,1,536,1,1469157,1.49E+12,1.49E+12,1.49E+12,51,10,2,2
120,120,APResp,2,121,0,120,2,1,0,2,s,2,s,1,588,1,1900014,1.49E+12,1.49E+12,1.49E+12,1,10,0,2
121,121,APResp,2,122,1,121,2,1,0,3,k,3,k,1,604,1,1900014,1.49E+12,1.49E+12,1.49E+12,2,10,2,3
122,122,APResp,2,123,2,122,2,1,0,2,s,2,s,1,521,1,1900014,1.49E+12,1.49E+12,1.49E+12,3,10,2,2
123,123,APResp,2,124,3,123,2,1,0,1,a,1,a,1,520,1,1900014,1.49E+12,1.49E+12,1.49E+12,4,10,2,1
124,124,APRespITI,2,125,4,124,2,1,0,4,l,4,0,0,520,0,1900014,1.49E+12,1.49E+12,1.49E+12,4,10,2,4
125,125,APResp,2,126,5,125,2,0,1,12,s,2,s,1,558,1,1900014,1.49E+12,1.49E+12,1.49E+12,5,10,2,3
126,126,APResp,2,127,6,126,2,0,1,10,l,4,l,1,548,1,1900014,1.49E+12,1.49E+12,1.49E+12,6,10,2,2
127,127,APResp,2,128,7,127,2,1,0,1,a,1,a,1,492,1,1900014,1.49E+12,1.49E+12,1.49E+12,7,10,2,1
128,128,APResp,2,129,8,128,2,1,0,2,s,2,s,1,553,1,1900014,1.49E+12,1.49E+12,1.49E+12,8,10,2,2
129,129,APResp,2,130,9,129,2,1,0,1,a,1,a,1,528,1,1900014,1.49E+12,1.49E+12,1.49E+12,9,10,2,1
130,130,APResp,2,131,10,130,2,1,0,4,l,4,l,1,488,1,1900014,1.49E+12,1.49E+12,1.49E+12,10,10,2,4
131,131,APResp,2,132,11,131,2,0,1,8,a,1,a,1,470,1,1900014,1.49E+12,1.49E+12,1.49E+12,11,10,2,2
132,132,APResp,2,133,12,132,2,1,0,1,a,1,a,1,468,1,1900014,1.49E+12,1.49E+12,1.49E+12,12,10,2,1
133,133,APResp,2,134,13,133,2,1,0,2,s,2,s,1,516,1,1900014,1.49E+12,1.49E+12,1.49E+12,13,10,2,2
134,134,APRespITI,2,135,14,134,2,1,0,3,k,3,0,0,516,0,1900014,1.49E+12,1.49E+12,1.49E+12,13,10,2,3
135,135,APResp,2,136,15,135,2,0,1,15,s,2,s,1,512,1,1900014,1.49E+12,1.49E+12,1.49E+12,14,10,2,4
136,136,APResp,2,137,16,136,2,1,0,1,a,1,a,1,473,1,1900014,1.49E+12,1.49E+12,1.49E+12,15,10,2,1
137,137,APResp,2,138,17,137,2,1,0,3,k,3,k,1,590,1,1900014,1.49E+12,1.49E+12,1.49E+12,16,10,2,3
138,138,APResp,2,139,18,138,2,1,0,4,l,4,l,1,524,1,1900014,1.49E+12,1.49E+12,1.49E+12,17,10,2,4
139,139,APResp,2,140,19,139,2,0,1,13,l,4,l,1,412,1,1900014,1.49E+12,1.49E+12,1.49E+12,18,10,2,3
140,140,APResp,2,141,20,140,2,0,1,9,k,3,l,0,434,2,1900014,1.49E+12,1.49E+12,1.49E+12,18,10,2,2
141,141,APResp,2,142,21,141,2,1,0,1,a,1,a,1,441,1,1900014,1.49E+12,1.49E+12,1.49E+12,19,10,2,1
142,142,APRespITI,2,143,22,142,2,1,0,3,k,3,0,0,441,0,1900014,1.49E+12,1.49E+12,1.49E+12,19,10,2,3
143,143,APResp,2,144,23,143,2,1,0,4,l,4,l,1,462,1,1900014,1.49E+12,1.49E+12,1.49E+12,20,10,2,4
144,144,APResp,2,145,24,144,2,1,0,1,a,1,k,0,541,2,1900014,1.49E+12,1.49E+12,1.49E+12,20,10,2,1
145,145,APResp,2,146,25,145,2,1,0,4,l,4,l,1,533,1,1900014,1.49E+12,1.49E+12,1.49E+12,21,10,2,4
146,146,APResp,2,147,26,146,2,0,1,6,k,3,k,1,626,1,1900014,1.49E+12,1.49E+12,1.49E+12,22,10,2,1
147,147,APResp,2,148,27,147,2,1,0,4,l,4,l,1,513,1,1900014,1.49E+12,1.49E+12,1.49E+12,23,10,2,4
148,148,APResp,2,149,28,148,2,1,0,2,s,2,s,1,649,1,1900014,1.49E+12,1.49E+12,1.49E+12,24,10,2,2
149,149,APResp,2,150,29,149,2,1,0,3,k,3,k,1,702,1,1900014,1.49E+12,1.49E+12,1.49E+12,25,10,2,3
150,150,APResp,2,151,30,150,2,1,0,1,a,1,a,1,509,1,1900014,1.49E+12,1.49E+12,1.49E+12,26,10,2,1
151,151,APResp,2,152,31,151,2,1,0,4,l,4,l,1,557,1,1900014,1.49E+12,1.49E+12,1.49E+12,27,10,2,4
152,152,APResp,2,153,32,152,2,1,0,3,k,3,l,0,659,2,1900014,1.49E+12,1.49E+12,1.49E+12,27,10,2,3
153,153,APResp,2,154,33,153,2,1,0,4,l,4,l,1,626,1,1900014,1.49E+12,1.49E+12,1.49E+12,28,10,2,4
154,154,APResp,2,155,34,154,2,1,0,2,s,2,s,1,674,1,1900014,1.49E+12,1.49E+12,1.49E+12,29,10,2,2
155,155,APResp,2,156,35,155,2,0,1,14,a,1,a,1,472,1,1900014,1.49E+12,1.49E+12,1.49E+12,30,10,2,4
156,156,APResp,2,157,36,156,2,1,0,1,a,1,a,1,478,1,1900014,1.49E+12,1.49E+12,1.49E+12,31,10,2,1
157,157,APResp,2,158,37,157,2,1,0,4,l,4,l,1,582,1,1900014,1.49E+12,1.49E+12,1.49E+12,32,10,2,4
158,158,APResp,2,159,38,158,2,1,0,1,a,1,a,1,476,1,1900014,1.49E+12,1.49E+12,1.49E+12,33,10,2,1
159,159,APResp,2,160,39,159,2,0,1,11,a,1,a,1,379,1,1900014,1.49E+12,1.49E+12,1.49E+12,34,10,2,3
160,160,APRespITI,2,161,40,160,2,1,0,3,k,3,0,0,379,0,1900014,1.49E+12,1.49E+12,1.49E+12,34,10,2,3
161,161,APResp,2,162,41,161,2,0,1,5,s,2,s,1,504,1,1900014,1.49E+12,1.49E+12,1.49E+12,35,10,2,1
162,162,APResp,2,163,42,162,2,1,0,2,s,2,s,1,566,1,1900014,1.49E+12,1.49E+12,1.49E+12,36,10,2,2
163,163,APResp,2,164,43,163,2,1,0,3,k,3,k,1,606,1,1900014,1.49E+12,1.49E+12,1.49E+12,37,10,2,3
164,164,APResp,2,165,44,164,2,1,0,2,s,2,s,1,596,1,1900014,1.49E+12,1.49E+12,1.49E+12,38,10,2,2
165,165,APResp,2,166,45,165,2,0,1,16,k,3,k,1,547,1,1900014,1.49E+12,1.49E+12,1.49E+12,39,10,2,4
166,166,APResp,2,167,46,166,2,1,0,2,s,2,s,1,466,1,1900014,1.49E+12,1.49E+12,1.49E+12,40,10,2,2
167,167,APResp,2,168,47,167,2,1,0,4,l,4,l,1,545,1,1900014,1.49E+12,1.49E+12,1.49E+12,41,10,2,4
168,168,APResp,2,169,48,168,2,1,0,3,k,3,l,0,479,2,1900014,1.49E+12,1.49E+12,1.49E+12,41,10,2,3
169,169,APResp,2,170,49,169,2,0,1,7,l,4,l,1,631,1,1900014,1.49E+12,1.49E+12,1.49E+12,42,10,2,1
170,170,APResp,2,171,50,170,2,1,0,2,s,2,s,1,532,1,1900014,1.49E+12,1.49E+12,1.49E+12,43,10,2,2
171,171,APResp,2,172,51,171,2,1,0,1,a,1,a,1,563,1,1900014,1.49E+12,1.49E+12,1.49E+12,44,10,2,1
172,172,APRespITI,2,173,52,172,2,1,0,4,l,4,0,0,563,0,1900014,1.49E+12,1.49E+12,1.49E+12,44,10,2,4
173,173,APResp,2,174,53,173,2,1,0,2,s,2,s,1,521,1,1900014,1.49E+12,1.49E+12,1.49E+12,45,10,2,2
174,174,APResp,2,175,54,174,2,1,0,1,a,1,a,1,447,1,1900014,1.49E+12,1.49E+12,1.49E+12,46,10,2,1
175,175,APResp,2,176,55,175,2,1,0,3,k,3,k,1,623,1,1900014,1.49E+12,1.49E+12,1.49E+12,47,10,2,3
176,176,APResp,2,177,56,176,2,1,0,4,l,4,l,1,541,1,1900014,1.49E+12,1.49E+12,1.49E+12,48,10,2,4
177,177,APResp,2,178,57,177,2,1,0,2,s,2,s,1,683,1,1900014,1.49E+12,1.49E+12,1.49E+12,49,10,2,2
178,178,APResp,2,179,58,178,2,1,0,3,k,3,k,1,691,1,1900014,1.49E+12,1.49E+12,1.49E+12,50,10,2,3
179,179,APResp,2,180,59,179,2,1,0,3,k,3,k,1,457,1,1900014,1.49E+12,1.49E+12,1.49E+12,51,10,1,3
180,180,APResp,2,181,0,180,3,1,0,1,a,1,a,1,500,1,2226140,1.49E+12,1.49E+12,1.49E+12,1,10,0,1
181,181,APResp,2,182,1,181,3,1,0,4,l,4,l,1,595,1,2226140,1.49E+12,1.49E+12,1.49E+12,2,10,2,4
182,182,APResp,2,183,2,182,3,0,1,12,s,2,s,1,521,1,2226140,1.49E+12,1.49E+12,1.49E+12,3,10,2,3
183,183,APResp,2,184,3,183,3,1,0,3,k,3,k,1,568,1,2226140,1.49E+12,1.49E+12,1.49E+12,4,10,2,3
184,184,APResp,2,185,4,184,3,1,0,1,a,1,a,1,512,1,2226140,1.49E+12,1.49E+12,1.49E+12,5,10,2,1
185,185,APResp,2,186,5,185,3,1,0,3,k,3,k,1,541,1,2226140,1.49E+12,1.49E+12,1.49E+12,6,10,2,3
186,186,APResp,2,187,6,186,3,1,0,4,l,4,l,1,500,1,2226140,1.49E+12,1.49E+12,1.49E+12,7,10,2,4
187,187,APResp,2,188,7,187,3,1,0,2,s,2,s,1,652,1,2226140,1.49E+12,1.49E+12,1.49E+12,8,10,2,2
188,188,APResp,2,189,8,188,3,1,0,1,a,1,a,1,474,1,2226140,1.49E+12,1.49E+12,1.49E+12,9,10,2,1
189,189,APResp,2,190,9,189,3,1,0,2,s,2,s,1,528,1,2226140,1.49E+12,1.49E+12,1.49E+12,10,10,2,2
190,190,APResp,2,191,10,190,3,1,0,1,a,1,a,1,528,1,2226140,1.49E+12,1.49E+12,1.49E+12,11,10,2,1
191,191,APResp,2,192,11,191,3,1,0,2,s,2,s,1,541,1,2226140,1.49E+12,1.49E+12,1.49E+12,12,10,2,2
192,192,APResp,2,193,12,192,3,1,0,1,a,1,a,1,476,1,2226140,1.49E+12,1.49E+12,1.49E+12,13,10,2,1
193,193,APResp,2,194,13,193,3,1,0,4,l,4,l,1,588,1,2226140,1.49E+12,1.49E+12,1.49E+12,14,10,2,4
194,194,APResp,2,195,14,194,3,0,1,11,a,1,a,1,499,1,2226140,1.49E+12,1.49E+12,1.49E+12,15,10,2,3
195,195,APResp,2,196,15,195,3,1,0,1,a,1,a,1,585,1,2226140,1.49E+12,1.49E+12,1.49E+12,16,10,2,1
196,196,APResp,2,197,16,196,3,1,0,3,k,3,k,1,577,1,2226140,1.49E+12,1.49E+12,1.49E+12,17,10,2,3
197,197,APResp,2,198,17,197,3,1,0,2,s,2,s,1,575,1,2226140,1.49E+12,1.49E+12,1.49E+12,18,10,2,2
198,198,APResp,2,199,18,198,3,1,0,1,a,1,a,1,501,1,2226140,1.49E+12,1.49E+12,1.49E+12,19,10,2,1
199,199,APResp,2,200,19,199,3,1,0,4,l,4,l,1,509,1,2226140,1.49E+12,1.49E+12,1.49E+12,20,10,2,4
200,200,APResp,2,201,20,200,3,1,0,2,s,2,s,1,483,1,2226140,1.49E+12,1.49E+12,1.49E+12,21,10,2,2
