,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,CongruentNumber,IncongruentNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,Sequential
130,130,SCTResp,4,131,50,130,1,0,1,2,1,1,4,13,x,2,x,1,602,0,426433,1.49E+12,1.49E+12,1.49E+12,47,18,0,0
131,131,SCTResp,4,132,51,131,1,1,0,2,5,2,2,13,n,3,n,1,993,0,426433,1.49E+12,1.49E+12,1.49E+12,48,18,2,2
132,132,SCTResp,4,133,52,132,1,1,0,3,2,2,4,13,m,4,m,1,752,0,426433,1.49E+12,1.49E+12,1.49E+12,49,18,0,0
133,133,SCTResp,4,134,53,133,1,0,1,4,7,1,4,11,n,3,n,1,544,0,426433,1.49E+12,1.49E+12,1.49E+12,50,18,2,1
134,134,SCTResp,4,135,54,134,1,0,1,2,1,1,4,9,m,4,m,1,777,0,426433,1.49E+12,1.49E+12,1.49E+12,51,18,0,0
135,135,SCTResp,4,136,55,135,1,0,1,4,7,1,4,7,x,2,x,1,673,0,426433,1.49E+12,1.49E+12,1.49E+12,52,18,0,0
136,136,SCTResp,4,137,56,136,1,0,1,4,7,1,4,15,z,1,z,1,606,0,426433,1.49E+12,1.49E+12,1.49E+12,53,18,0,0
137,137,SCTResp,4,138,57,137,1,0,1,2,1,1,4,11,n,3,n,1,730,0,426433,1.49E+12,1.49E+12,1.49E+12,54,18,0,0
138,138,SCTResp,4,139,58,138,1,0,1,4,7,1,4,14,n,3,n,1,683,0,426433,1.49E+12,1.49E+12,1.49E+12,55,18,0,0
139,139,SCTResp,4,140,59,139,1,0,1,1,0,1,4,8,z,1,z,1,894,0,426433,1.49E+12,1.49E+12,1.49E+12,56,18,0,0
140,140,SCTResp,4,141,60,140,1,1,0,4,3,2,2,8,n,3,n,1,405,0,426433,1.49E+12,1.49E+12,1.49E+12,57,18,2,2
141,141,SCTResp,4,142,61,141,1,0,1,1,0,1,2,13,x,2,x,1,731,0,426433,1.49E+12,1.49E+12,1.49E+12,58,18,2,1
142,142,SCTResp,4,143,62,142,1,1,0,2,5,2,1,13,z,1,z,1,550,0,426433,1.49E+12,1.49E+12,1.49E+12,59,18,2,2
143,143,SCTResp,4,144,63,143,1,0,1,3,6,1,1,16,m,4,m,1,586,0,426433,1.49E+12,1.49E+12,1.49E+12,60,18,2,1
144,144,SCTResp,4,145,64,144,1,0,1,1,0,1,1,14,n,3,x,0,825,0,426433,1.49E+12,1.49E+12,1.49E+12,60,18,0,0
145,145,SCTResp,4,146,65,145,1,0,1,3,6,1,1,16,m,4,m,1,840,0,426433,1.49E+12,1.49E+12,1.49E+12,61,18,0,0
146,146,SCTResp,4,147,66,146,1,1,0,4,3,2,3,16,x,2,x,1,680,0,426433,1.49E+12,1.49E+12,1.49E+12,62,18,2,2
147,147,SCTResp,4,148,67,147,1,0,1,2,1,1,3,6,m,4,m,1,806,0,426433,1.49E+12,1.49E+12,1.49E+12,63,18,2,1
148,148,SCTResp,4,149,68,148,1,1,0,2,5,2,4,6,m,4,m,1,509,0,426433,1.49E+12,1.49E+12,1.49E+12,64,18,2,2
149,149,SCTResp,4,150,69,149,1,0,1,4,7,1,4,9,m,4,m,1,517,0,426433,1.49E+12,1.49E+12,1.49E+12,65,18,2,1
150,150,SCTResp,4,151,70,150,1,1,0,1,4,2,2,9,n,3,n,1,593,0,426433,1.49E+12,1.49E+12,1.49E+12,66,18,2,2
151,151,SCTResp,4,152,71,151,1,1,0,3,2,2,3,9,x,2,x,1,638,0,426433,1.49E+12,1.49E+12,1.49E+12,67,18,0,0
152,152,SCTResp,4,153,72,152,1,1,0,4,3,2,4,9,m,4,m,1,747,0,426433,1.49E+12,1.49E+12,1.49E+12,68,18,0,0
153,153,SCTResp,4,154,73,153,1,1,0,4,3,2,2,9,n,3,n,1,559,0,426433,1.49E+12,1.49E+12,1.49E+12,69,18,0,0
154,154,SCTResp,4,155,74,154,1,1,0,4,3,2,1,9,z,1,z,1,603,0,426433,1.49E+12,1.49E+12,1.49E+12,70,18,0,0
155,155,SCTResp,4,156,75,155,1,0,1,1,0,1,1,14,n,3,x,0,578,0,426433,1.49E+12,1.49E+12,1.49E+12,70,18,2,1
156,156,SCTResp,4,157,76,156,1,0,1,3,6,1,1,8,z,1,z,1,607,0,426433,1.49E+12,1.49E+12,1.49E+12,71,18,0,0
157,157,SCTResp,4,158,77,157,1,0,1,2,1,1,1,10,x,2,x,1,645,0,426433,1.49E+12,1.49E+12,1.49E+12,72,18,0,0
158,158,SCTResp,4,159,78,158,1,0,1,4,7,1,1,7,x,2,x,1,539,0,426433,1.49E+12,1.49E+12,1.49E+12,73,18,0,0
159,159,SCTResp,4,160,79,159,1,1,0,4,3,2,3,7,x,2,x,1,602,0,426433,1.49E+12,1.49E+12,1.49E+12,74,18,2,2
0,0,SCTResp,3,1,0,0,0,0,1,1,0,1,,10,x,2,x,1,680,0,3785,1.49E+12,1.49E+12,1.49E+12,1,19,0,1
1,1,SCTResp,3,2,1,1,0,1,0,2,5,2,3,10,x,2,x,1,484,0,3785,1.49E+12,1.49E+12,1.49E+12,2,19,2,2
2,2,SCTResp,3,3,2,2,0,1,0,4,3,2,4,10,m,4,m,1,490,0,3785,1.49E+12,1.49E+12,1.49E+12,3,19,0,0
3,3,SCTResp,3,4,3,3,0,0,1,3,6,1,4,13,x,2,x,1,593,0,3785,1.49E+12,1.49E+12,1.49E+12,4,19,2,1
4,4,SCTResp,3,5,4,4,0,0,1,1,0,1,4,5,n,3,z,0,587,0,3785,1.49E+12,1.49E+12,1.49E+12,4,19,0,0
5,5,SCTResp,3,6,5,5,0,0,1,3,6,1,4,10,x,2,x,1,541,0,3785,1.49E+12,1.49E+12,1.49E+12,5,19,0,0
6,6,SCTResp,3,7,6,6,0,0,1,2,1,1,4,9,m,4,m,1,578,0,3785,1.49E+12,1.49E+12,1.49E+12,6,19,0,0
7,7,SCTRespITI,3,8,7,7,0,0,1,4,7,1,4,8,z,1,0,0,578,0,3785,1.49E+12,1.49E+12,1.49E+12,6,19,0,0
8,8,SCTResp,3,9,8,8,0,1,0,1,4,2,3,8,x,2,x,1,525,0,3785,1.49E+12,1.49E+12,1.49E+12,7,19,2,2
9,9,SCTResp,3,10,9,9,0,1,0,4,3,2,2,8,n,3,n,1,504,0,3785,1.49E+12,1.49E+12,1.49E+12,8,19,0,0
10,10,SCTResp,3,11,10,10,0,1,0,4,3,2,1,8,z,1,z,1,530,0,3785,1.49E+12,1.49E+12,1.49E+12,9,19,0,0
11,11,SCTResp,3,12,11,11,0,1,0,1,4,2,3,8,x,2,x,1,744,0,3785,1.49E+12,1.49E+12,1.49E+12,10,19,0,0
12,12,SCTResp,3,13,12,12,0,1,0,2,5,2,4,8,m,4,m,1,569,0,3785,1.49E+12,1.49E+12,1.49E+12,11,19,0,0
13,13,SCTResp,3,14,13,13,0,0,1,3,6,1,4,5,n,3,z,0,798,0,3785,1.49E+12,1.49E+12,1.49E+12,11,19,2,1
14,14,SCTResp,3,15,14,14,0,0,1,4,7,1,4,11,n,3,n,1,694,0,3785,1.49E+12,1.49E+12,1.49E+12,12,19,0,0
15,15,SCTResp,3,16,15,15,0,0,1,1,0,1,4,5,n,3,n,1,712,0,3785,1.49E+12,1.49E+12,1.49E+12,13,19,0,0
16,16,SCTResp,3,17,16,16,0,1,0,3,2,2,2,5,n,3,n,1,469,0,3785,1.49E+12,1.49E+12,1.49E+12,14,19,2,2
17,17,SCTResp,3,18,17,17,0,0,1,2,1,1,2,10,x,2,x,1,608,0,3785,1.49E+12,1.49E+12,1.49E+12,15,19,2,1
18,18,SCTResp,3,19,18,18,0,1,0,3,2,2,1,10,z,1,z,1,547,0,3785,1.49E+12,1.49E+12,1.49E+12,16,19,2,2
19,19,SCTResp,3,20,19,19,0,1,0,2,5,2,2,10,n,3,n,1,590,0,3785,1.49E+12,1.49E+12,1.49E+12,17,19,0,0
20,20,SCTResp,3,21,20,20,0,0,1,1,0,1,2,13,x,2,m,0,536,0,3785,1.49E+12,1.49E+12,1.49E+12,17,19,2,1
21,21,SCTResp,3,22,21,21,0,1,0,4,3,2,4,13,m,4,m,1,538,0,3785,1.49E+12,1.49E+12,1.49E+12,18,19,2,2
22,22,SCTResp,3,23,22,22,0,0,1,3,6,1,4,16,m,4,m,1,489,0,3785,1.49E+12,1.49E+12,1.49E+12,19,19,2,1
23,23,SCTResp,3,24,23,23,0,1,0,2,5,2,2,16,n,3,n,1,611,0,3785,1.49E+12,1.49E+12,1.49E+12,20,19,2,2
24,24,SCTResp,3,25,24,24,0,0,1,4,7,1,2,11,n,3,n,1,895,0,3785,1.49E+12,1.49E+12,1.49E+12,21,19,2,1
25,25,SCTResp,3,26,25,25,0,0,1,1,0,1,2,10,x,2,x,1,634,0,3785,1.49E+12,1.49E+12,1.49E+12,22,19,0,0
26,26,SCTResp,3,27,26,26,0,0,1,4,7,1,2,15,z,1,z,1,664,0,3785,1.49E+12,1.49E+12,1.49E+12,23,19,0,0
27,27,SCTResp,3,28,27,27,0,0,1,4,7,1,2,12,z,1,m,0,923,0,3785,1.49E+12,1.49E+12,1.49E+12,23,19,0,0
28,28,SCTResp,3,29,28,28,0,1,0,1,4,2,1,12,z,1,z,1,603,0,3785,1.49E+12,1.49E+12,1.49E+12,24,19,2,2
29,29,SCTResp,3,30,29,29,0,0,1,3,6,1,1,8,z,1,z,1,520,0,3785,1.49E+12,1.49E+12,1.49E+12,25,19,2,1
30,30,SCTResp,3,31,30,30,0,1,0,1,4,2,2,8,n,3,n,1,558,0,3785,1.49E+12,1.49E+12,1.49E+12,26,19,2,2
31,31,SCTResp,3,32,31,31,0,1,0,3,2,2,3,8,x,2,x,1,636,0,3785,1.49E+12,1.49E+12,1.49E+12,27,19,0,0
32,32,SCTResp,3,33,32,32,0,1,0,3,2,2,4,8,m,4,m,1,478,0,3785,1.49E+12,1.49E+12,1.49E+12,28,19,0,0
33,33,SCTResp,3,34,33,33,0,0,1,2,1,1,4,7,x,2,z,0,549,0,3785,1.49E+12,1.49E+12,1.49E+12,28,19,2,1
34,34,SCTResp,3,35,34,34,0,0,1,3,6,1,4,6,m,4,m,1,523,0,3785,1.49E+12,1.49E+12,1.49E+12,29,19,0,0
35,35,SCTResp,3,36,35,35,0,1,0,3,2,2,1,6,z,1,z,1,616,0,3785,1.49E+12,1.49E+12,1.49E+12,30,19,2,2
36,36,SCTResp,3,37,36,36,0,0,1,4,7,1,1,9,m,4,m,1,685,0,3785,1.49E+12,1.49E+12,1.49E+12,31,19,2,1
37,37,SCTResp,3,38,37,37,0,0,1,2,1,1,1,6,m,4,m,1,570,0,3785,1.49E+12,1.49E+12,1.49E+12,32,19,0,0
38,38,SCTResp,3,39,38,38,0,0,1,1,0,1,1,13,x,2,z,0,749,0,3785,1.49E+12,1.49E+12,1.49E+12,32,19,0,0
39,39,SCTResp,3,40,39,39,0,0,1,2,1,1,1,9,m,4,m,1,438,0,3785,1.49E+12,1.49E+12,1.49E+12,33,19,0,0
40,40,SCTResp,3,41,40,40,0,0,1,4,7,1,1,7,x,2,x,1,747,0,3785,1.49E+12,1.49E+12,1.49E+12,34,19,0,0
41,41,SCTResp,3,42,41,41,0,1,0,4,3,2,3,7,x,2,x,1,523,0,3785,1.49E+12,1.49E+12,1.49E+12,35,19,2,2
42,42,SCTResp,3,43,42,42,0,1,0,3,2,2,1,7,z,1,z,1,604,0,3785,1.49E+12,1.49E+12,1.49E+12,36,19,0,0
43,43,SCTResp,3,44,43,43,0,1,0,4,3,2,3,7,x,2,x,1,668,0,3785,1.49E+12,1.49E+12,1.49E+12,37,19,0,0
44,44,SCTResp,3,45,44,44,0,1,0,4,3,2,4,7,m,4,m,1,513,0,3785,1.49E+12,1.49E+12,1.49E+12,38,19,0,0
45,45,SCTResp,3,46,45,45,0,1,0,2,5,2,2,7,n,3,n,1,652,0,3785,1.49E+12,1.49E+12,1.49E+12,39,19,0,0
46,46,SCTResp,3,47,46,46,0,0,1,4,7,1,2,16,m,4,m,1,466,0,3785,1.49E+12,1.49E+12,1.49E+12,40,19,2,1
47,47,SCTResp,3,48,47,47,0,1,0,1,4,2,3,16,x,2,x,1,643,0,3785,1.49E+12,1.49E+12,1.49E+12,41,19,2,2
48,48,SCTResp,3,49,48,48,0,1,0,2,5,2,1,16,z,1,z,1,599,0,3785,1.49E+12,1.49E+12,1.49E+12,42,19,0,0
49,49,SCTResp,3,50,49,49,0,1,0,2,5,2,2,16,n,3,n,1,666,0,3785,1.49E+12,1.49E+12,1.49E+12,43,19,0,0
50,50,SCTResp,3,51,50,50,0,1,0,1,4,2,4,16,m,4,m,1,429,0,3785,1.49E+12,1.49E+12,1.49E+12,44,19,0,0
51,51,SCTResp,3,52,51,51,0,1,0,2,5,2,2,16,n,3,n,1,652,0,3785,1.49E+12,1.49E+12,1.49E+12,45,19,0,0
52,52,SCTResp,3,53,52,52,0,1,0,3,2,2,4,16,m,4,m,1,522,0,3785,1.49E+12,1.49E+12,1.49E+12,46,19,0,0
53,53,SCTResp,3,54,53,53,0,0,1,1,0,1,4,15,z,1,z,1,921,0,3785,1.49E+12,1.49E+12,1.49E+12,47,19,2,1
54,54,SCTResp,3,55,54,54,0,0,1,4,7,1,4,12,z,1,z,1,533,0,3785,1.49E+12,1.49E+12,1.49E+12,48,19,0,0
55,55,SCTResp,3,56,55,55,0,1,0,1,4,2,2,12,n,3,n,1,591,0,3785,1.49E+12,1.49E+12,1.49E+12,49,19,2,2
56,56,SCTResp,3,57,56,56,0,0,1,2,1,1,2,14,n,3,n,1,598,0,3785,1.49E+12,1.49E+12,1.49E+12,50,19,2,1
57,57,SCTResp,3,58,57,57,0,1,0,2,5,2,1,14,z,1,z,1,695,0,3785,1.49E+12,1.49E+12,1.49E+12,51,19,2,2
58,58,SCTResp,3,59,58,58,0,0,1,1,0,1,1,12,z,1,z,1,739,0,3785,1.49E+12,1.49E+12,1.49E+12,52,19,2,1
59,59,SCTResp,3,60,59,59,0,0,1,2,1,1,1,16,m,4,m,1,528,0,3785,1.49E+12,1.49E+12,1.49E+12,53,19,0,0
60,60,SCTResp,3,61,60,60,0,0,1,2,1,1,1,6,m,4,m,1,379,0,3785,1.49E+12,1.49E+12,1.49E+12,54,19,0,0
61,61,SCTResp,3,62,61,61,0,0,1,2,1,1,1,5,n,3,n,1,794,0,3785,1.49E+12,1.49E+12,1.49E+12,55,19,0,0
62,62,SCTResp,3,63,62,62,0,1,0,3,2,2,2,5,n,3,n,1,708,0,3785,1.49E+12,1.49E+12,1.49E+12,56,19,2,2
63,63,SCTResp,3,64,63,63,0,0,1,3,6,1,2,12,z,1,z,1,819,0,3785,1.49E+12,1.49E+12,1.49E+12,57,19,2,1
64,64,SCTResp,3,65,64,64,0,0,1,4,7,1,2,14,n,3,n,1,705,0,3785,1.49E+12,1.49E+12,1.49E+12,58,19,0,0
65,65,SCTResp,3,66,65,65,0,1,0,4,3,2,1,14,z,1,z,1,718,0,3785,1.49E+12,1.49E+12,1.49E+12,59,19,2,2
66,66,SCTResp,3,67,66,66,0,1,0,1,4,2,3,14,x,2,x,1,610,0,3785,1.49E+12,1.49E+12,1.49E+12,60,19,0,0
67,67,SCTResp,3,68,67,67,0,0,1,3,6,1,3,8,z,1,z,1,757,0,3785,1.49E+12,1.49E+12,1.49E+12,61,19,2,1
68,68,SCTResp,3,69,68,68,0,1,0,4,3,2,4,8,m,4,m,1,520,0,3785,1.49E+12,1.49E+12,1.49E+12,62,19,2,2
69,69,SCTResp,3,70,69,69,0,1,0,4,3,2,3,8,x,2,z,0,818,0,3785,1.49E+12,1.49E+12,1.49E+12,62,19,0,0
70,70,SCTResp,3,71,70,70,0,0,1,2,1,1,3,15,z,1,z,1,666,0,3785,1.49E+12,1.49E+12,1.49E+12,63,19,2,1
71,71,SCTResp,3,72,71,71,0,0,1,3,6,1,3,7,x,2,x,1,766,0,3785,1.49E+12,1.49E+12,1.49E+12,64,19,0,0
72,72,SCTResp,3,73,72,72,0,1,0,1,4,2,1,7,z,1,z,1,591,0,3785,1.49E+12,1.49E+12,1.49E+12,65,19,2,2
73,73,SCTResp,3,74,73,73,0,0,1,3,6,1,1,11,n,3,x,0,730,0,3785,1.49E+12,1.49E+12,1.49E+12,65,19,2,1
74,74,SCTResp,3,75,74,74,0,0,1,1,0,1,1,16,m,4,m,1,783,0,3785,1.49E+12,1.49E+12,1.49E+12,66,19,0,0
75,75,SCTResp,3,76,75,75,0,1,0,1,4,2,4,16,m,4,m,1,452,0,3785,1.49E+12,1.49E+12,1.49E+12,67,19,2,2
76,76,SCTResp,3,77,76,76,0,1,0,3,2,2,3,16,x,2,x,1,816,0,3785,1.49E+12,1.49E+12,1.49E+12,68,19,0,0
77,77,SCTResp,3,78,77,77,0,1,0,3,2,2,1,16,z,1,z,1,724,0,3785,1.49E+12,1.49E+12,1.49E+12,69,19,0,0
78,78,SCTResp,3,79,78,78,0,1,0,2,5,2,4,16,m,4,m,1,518,0,3785,1.49E+12,1.49E+12,1.49E+12,70,19,0,0
79,79,SCTResp,3,80,79,79,0,0,1,1,0,1,4,14,n,3,n,1,711,0,3785,1.49E+12,1.49E+12,1.49E+12,71,19,2,1
80,80,SCTResp,3,81,0,80,1,1,0,4,3,2,2,14,n,3,n,1,594,0,416024,1.49E+12,1.49E+12,1.49E+12,1,19,0,2
81,81,SCTResp,3,82,1,81,1,1,0,4,3,2,3,14,x,2,x,1,616,0,416024,1.49E+12,1.49E+12,1.49E+12,2,19,0,0
82,82,SCTResp,3,83,2,82,1,0,1,1,0,1,3,13,x,2,n,0,693,0,416024,1.49E+12,1.49E+12,1.49E+12,2,19,2,1
83,83,SCTResp,3,84,3,83,1,1,0,4,3,2,4,13,m,4,m,1,508,0,416024,1.49E+12,1.49E+12,1.49E+12,3,19,2,2
84,84,SCTResp,3,85,4,84,1,1,0,3,2,2,2,13,n,3,n,1,611,0,416024,1.49E+12,1.49E+12,1.49E+12,4,19,0,0
85,85,SCTResp,3,86,5,85,1,0,1,1,0,1,2,6,m,4,m,1,537,0,416024,1.49E+12,1.49E+12,1.49E+12,5,19,2,1
86,86,SCTResp,3,87,6,86,1,1,0,2,5,2,1,6,z,1,z,1,737,0,416024,1.49E+12,1.49E+12,1.49E+12,6,19,2,2
87,87,SCTResp,3,88,7,87,1,1,0,3,2,2,3,6,x,2,x,1,612,0,416024,1.49E+12,1.49E+12,1.49E+12,7,19,0,0
88,88,SCTResp,3,89,8,88,1,0,1,4,7,1,3,9,m,4,m,1,572,0,416024,1.49E+12,1.49E+12,1.49E+12,8,19,2,1
89,89,SCTResp,3,90,9,89,1,1,0,1,4,2,2,9,n,3,n,1,553,0,416024,1.49E+12,1.49E+12,1.49E+12,9,19,2,2
90,90,SCTResp,3,91,10,90,1,1,0,1,4,2,4,9,m,4,m,1,488,0,416024,1.49E+12,1.49E+12,1.49E+12,10,19,0,0
91,91,SCTResp,3,92,11,91,1,1,0,2,5,2,2,9,n,3,n,1,645,0,416024,1.49E+12,1.49E+12,1.49E+12,11,19,0,0
92,92,SCTResp,3,93,12,92,1,0,1,1,0,1,2,8,z,1,z,1,674,0,416024,1.49E+12,1.49E+12,1.49E+12,12,19,2,1
93,93,SCTResp,3,94,13,93,1,1,0,4,3,2,3,8,x,2,x,1,572,0,416024,1.49E+12,1.49E+12,1.49E+12,13,19,2,2
94,94,SCTResp,3,95,14,94,1,1,0,2,5,2,1,8,z,1,n,0,866,0,416024,1.49E+12,1.49E+12,1.49E+12,13,19,0,0
95,95,SCTResp,3,96,15,95,1,1,0,1,4,2,3,8,x,2,x,1,766,0,416024,1.49E+12,1.49E+12,1.49E+12,14,19,0,0
96,96,SCTResp,3,97,16,96,1,0,1,3,6,1,3,5,n,3,n,1,752,0,416024,1.49E+12,1.49E+12,1.49E+12,15,19,2,1
97,97,SCTResp,3,98,17,97,1,1,0,4,3,2,1,5,z,1,z,1,621,0,416024,1.49E+12,1.49E+12,1.49E+12,16,19,2,2
98,98,SCTResp,3,99,18,98,1,0,1,3,6,1,1,14,n,3,n,1,800,0,416024,1.49E+12,1.49E+12,1.49E+12,17,19,2,1
99,99,SCTResp,3,100,19,99,1,1,0,1,4,2,4,14,m,4,m,1,549,0,416024,1.49E+12,1.49E+12,1.49E+12,18,19,2,2
100,100,SCTResp,3,101,20,100,1,1,0,1,4,2,2,14,n,3,n,1,567,0,416024,1.49E+12,1.49E+12,1.49E+12,19,19,0,0
101,101,SCTResp,3,102,21,101,1,0,1,4,7,1,2,6,m,4,m,1,460,0,416024,1.49E+12,1.49E+12,1.49E+12,20,19,2,1
102,102,SCTResp,3,103,22,102,1,0,1,1,0,1,2,14,n,3,n,1,671,0,416024,1.49E+12,1.49E+12,1.49E+12,21,19,0,0
103,103,SCTResp,3,104,23,103,1,1,0,1,4,2,4,14,m,4,m,1,463,0,416024,1.49E+12,1.49E+12,1.49E+12,22,19,2,2
104,104,SCTResp,3,105,24,104,1,0,1,2,1,1,4,5,n,3,n,1,620,0,416024,1.49E+12,1.49E+12,1.49E+12,23,19,2,1
105,105,SCTResp,3,106,25,105,1,1,0,4,3,2,2,5,n,3,n,1,521,0,416024,1.49E+12,1.49E+12,1.49E+12,24,19,2,2
106,106,SCTResp,3,107,26,106,1,0,1,4,7,1,2,11,n,3,n,1,593,0,416024,1.49E+12,1.49E+12,1.49E+12,25,19,2,1
107,107,SCTResp,3,108,27,107,1,1,0,3,2,2,1,11,z,1,z,1,630,0,416024,1.49E+12,1.49E+12,1.49E+12,26,19,2,2
108,108,SCTResp,3,109,28,108,1,0,1,2,1,1,1,16,m,4,m,1,516,0,416024,1.49E+12,1.49E+12,1.49E+12,27,19,2,1
109,109,SCTResp,3,110,29,109,1,0,1,2,1,1,1,6,m,4,m,1,400,0,416024,1.49E+12,1.49E+12,1.49E+12,28,19,0,0
110,110,SCTResp,3,111,30,110,1,1,0,1,4,2,4,6,m,4,m,1,424,0,416024,1.49E+12,1.49E+12,1.49E+12,29,19,2,2
111,111,SCTResp,3,112,31,111,1,0,1,2,1,1,4,7,x,2,x,1,729,0,416024,1.49E+12,1.49E+12,1.49E+12,30,19,2,1
112,112,SCTResp,3,113,32,112,1,0,1,4,7,1,4,16,m,4,m,1,468,0,416024,1.49E+12,1.49E+12,1.49E+12,31,19,0,0
113,113,SCTResp,3,114,33,113,1,0,1,3,6,1,4,12,z,1,x,0,783,0,416024,1.49E+12,1.49E+12,1.49E+12,31,19,0,0
114,114,SCTResp,3,115,34,114,1,0,1,3,6,1,4,10,x,2,x,1,752,0,416024,1.49E+12,1.49E+12,1.49E+12,32,19,0,0
115,115,SCTResp,3,116,35,115,1,0,1,4,7,1,4,5,n,3,n,1,684,0,416024,1.49E+12,1.49E+12,1.49E+12,33,19,0,0
116,116,SCTResp,3,117,36,116,1,1,0,2,5,2,3,5,x,2,n,0,652,0,416024,1.49E+12,1.49E+12,1.49E+12,33,19,2,2
117,117,SCTResp,3,118,37,117,1,0,1,2,1,1,3,9,m,4,m,1,587,0,416024,1.49E+12,1.49E+12,1.49E+12,34,19,2,1
118,118,SCTResp,3,119,38,118,1,0,1,1,0,1,3,10,x,2,x,1,926,0,416024,1.49E+12,1.49E+12,1.49E+12,35,19,0,0
119,119,SCTResp,3,120,39,119,1,1,0,3,2,2,4,10,m,4,m,1,529,0,416024,1.49E+12,1.49E+12,1.49E+12,36,19,2,2
120,120,SCTResp,3,121,40,120,1,0,1,3,6,1,4,8,z,1,x,0,660,0,416024,1.49E+12,1.49E+12,1.49E+12,36,19,2,1
121,121,SCTResp,3,122,41,121,1,1,0,2,5,2,3,8,x,2,x,1,548,0,416024,1.49E+12,1.49E+12,1.49E+12,37,19,2,2
122,122,SCTResp,3,123,42,122,1,1,0,1,4,2,1,8,z,1,z,1,490,0,416024,1.49E+12,1.49E+12,1.49E+12,38,19,0,0
123,123,SCTResp,3,124,43,123,1,0,1,4,7,1,1,11,n,3,n,1,715,0,416024,1.49E+12,1.49E+12,1.49E+12,39,19,2,1
124,124,SCTResp,3,125,44,124,1,1,0,2,5,2,3,11,x,2,x,1,706,0,416024,1.49E+12,1.49E+12,1.49E+12,40,19,2,2
125,125,SCTResp,3,126,45,125,1,0,1,4,7,1,3,6,m,4,m,1,604,0,416024,1.49E+12,1.49E+12,1.49E+12,41,19,2,1
126,126,SCTResp,3,127,46,126,1,1,0,4,3,2,4,6,m,4,m,1,451,0,416024,1.49E+12,1.49E+12,1.49E+12,42,19,2,2
127,127,SCTResp,3,128,47,127,1,1,0,2,5,2,3,6,x,2,x,1,586,0,416024,1.49E+12,1.49E+12,1.49E+12,43,19,0,0
128,128,SCTResp,3,129,48,128,1,0,1,1,0,1,3,16,m,4,m,1,621,0,416024,1.49E+12,1.49E+12,1.49E+12,44,19,2,1
129,129,SCTResp,3,130,49,129,1,0,1,3,6,1,3,15,z,1,n,0,723,0,416024,1.49E+12,1.49E+12,1.49E+12,44,19,0,0
130,130,SCTResp,3,131,50,130,1,0,1,2,1,1,3,8,z,1,z,1,968,0,416024,1.49E+12,1.49E+12,1.49E+12,45,19,0,0
131,131,SCTResp,3,132,51,131,1,1,0,3,2,2,1,8,z,1,z,1,468,0,416024,1.49E+12,1.49E+12,1.49E+12,46,19,2,2
132,132,SCTResp,3,133,52,132,1,0,1,3,6,1,1,13,x,2,x,1,757,0,416024,1.49E+12,1.49E+12,1.49E+12,47,19,2,1
133,133,SCTResp,3,134,53,133,1,0,1,3,6,1,1,7,x,2,x,1,809,0,416024,1.49E+12,1.49E+12,1.49E+12,48,19,0,0
134,134,SCTResp,3,135,54,134,1,1,0,3,2,2,2,7,n,3,z,0,621,0,416024,1.49E+12,1.49E+12,1.49E+12,48,19,2,2
135,135,SCTResp,3,136,55,135,1,1,0,3,2,2,4,7,m,4,m,1,513,0,416024,1.49E+12,1.49E+12,1.49E+12,49,19,0,0
136,136,SCTResp,3,137,56,136,1,0,1,3,6,1,4,12,z,1,z,1,704,0,416024,1.49E+12,1.49E+12,1.49E+12,50,19,2,1
137,137,SCTResp,3,138,57,137,1,1,0,2,5,2,1,12,z,1,z,1,482,0,416024,1.49E+12,1.49E+12,1.49E+12,51,19,2,2
138,138,SCTResp,3,139,58,138,1,0,1,2,1,1,1,15,z,1,z,1,680,0,416024,1.49E+12,1.49E+12,1.49E+12,52,19,2,1
139,139,SCTResp,3,140,59,139,1,1,0,3,2,2,2,15,n,3,x,0,611,0,416024,1.49E+12,1.49E+12,1.49E+12,52,19,2,2
140,140,SCTResp,3,141,60,140,1,0,1,4,7,1,2,11,n,3,n,1,561,0,416024,1.49E+12,1.49E+12,1.49E+12,53,19,2,1
141,141,SCTResp,3,142,61,141,1,0,1,1,0,1,2,14,n,3,n,1,425,0,416024,1.49E+12,1.49E+12,1.49E+12,54,19,0,0
142,142,SCTResp,3,143,62,142,1,1,0,4,3,2,1,14,z,1,z,1,572,0,416024,1.49E+12,1.49E+12,1.49E+12,55,19,2,2
143,143,SCTResp,3,144,63,143,1,0,1,2,1,1,1,8,z,1,z,1,383,0,416024,1.49E+12,1.49E+12,1.49E+12,56,19,2,1
144,144,SCTResp,3,145,64,144,1,0,1,2,1,1,1,9,m,4,m,1,537,0,416024,1.49E+12,1.49E+12,1.49E+12,57,19,0,0
145,145,SCTResp,3,146,65,145,1,0,1,1,0,1,1,7,x,2,x,1,777,0,416024,1.49E+12,1.49E+12,1.49E+12,58,19,0,0
146,146,SCTResp,3,147,66,146,1,1,0,3,2,2,2,7,n,3,n,1,640,0,416024,1.49E+12,1.49E+12,1.49E+12,59,19,2,2
