,Unnamed: 0,TypeOfResponse,Version,LogCounter,TrialCounter,MatrixCounter,RunCounter,CongruentCounter,IncongruentCounter,StimPresented,StimProbAll,TrialType,CongruentNumber,IncongruentNumber,PressCorrect,ResponseMatrix,ActualKeyPressed,Accuracy,RT,FeedbackType,runStart,ImagePresent,StimTime,RespOnset,AccCount,subject,StimRep,Sequential
12,12,SCTResp,2,13,12,12,0,1,0,3,2,2,1,13,z,1,z,1,654,0,2783,1.49E+12,1.49E+12,1.49E+12,13,10,0,0
13,13,SCTResp,2,14,13,13,0,1,0,1,4,2,3,13,x,2,x,1,573,0,2783,1.49E+12,1.49E+12,1.49E+12,14,10,0,0
14,14,SCTResp,2,15,14,14,0,0,1,1,0,1,3,12,z,1,z,1,909,0,2783,1.49E+12,1.49E+12,1.49E+12,15,10,2,1
15,15,SCTResp,2,16,15,15,0,0,1,3,6,1,3,15,z,1,z,1,875,0,2783,1.49E+12,1.49E+12,1.49E+12,16,10,0,0
16,16,SCTResp,2,17,16,16,0,0,1,1,0,1,3,13,x,2,x,1,626,0,2783,1.49E+12,1.49E+12,1.49E+12,17,10,0,0
17,17,SCTResp,2,18,17,17,0,0,1,1,0,1,3,15,z,1,z,1,546,0,2783,1.49E+12,1.49E+12,1.49E+12,18,10,0,0
18,18,SCTResp,2,19,18,18,0,0,1,4,7,1,3,9,m,4,m,1,607,0,2783,1.49E+12,1.49E+12,1.49E+12,19,10,0,0
19,19,SCTResp,2,20,19,19,0,1,0,2,5,2,1,9,z,1,z,1,591,0,2783,1.49E+12,1.49E+12,1.49E+12,20,10,2,2
20,20,SCTResp,2,21,20,20,0,1,0,4,3,2,2,9,n,3,n,1,750,0,2783,1.49E+12,1.49E+12,1.49E+12,21,10,0,0
21,21,SCTResp,2,22,21,21,0,0,1,3,6,1,2,16,m,4,m,1,646,0,2783,1.49E+12,1.49E+12,1.49E+12,22,10,2,1
22,22,SCTResp,2,23,22,22,0,0,1,3,6,1,2,7,x,2,x,1,803,0,2783,1.49E+12,1.49E+12,1.49E+12,23,10,0,0
23,23,SCTResp,2,24,23,23,0,1,0,1,4,2,4,7,m,4,m,1,739,0,2783,1.49E+12,1.49E+12,1.49E+12,24,10,2,2
24,24,SCTResp,2,25,24,24,0,0,1,2,1,1,4,6,m,4,m,1,520,0,2783,1.49E+12,1.49E+12,1.49E+12,25,10,2,1
25,25,SCTResp,2,26,25,25,0,0,1,1,0,1,4,9,m,4,m,1,487,0,2783,1.49E+12,1.49E+12,1.49E+12,26,10,0,0
26,26,SCTResp,2,27,26,26,0,1,0,1,4,2,3,9,x,2,x,1,767,0,2783,1.49E+12,1.49E+12,1.49E+12,27,10,2,2
27,27,SCTResp,2,28,27,27,0,1,0,4,3,2,2,9,n,3,n,1,702,0,2783,1.49E+12,1.49E+12,1.49E+12,28,10,0,0
28,28,SCTResp,2,29,28,28,0,1,0,2,5,2,1,9,z,1,z,1,942,0,2783,1.49E+12,1.49E+12,1.49E+12,29,10,0,0
29,29,SCTResp,2,30,29,29,0,1,0,4,3,2,2,9,n,3,x,0,724,0,2783,1.49E+12,1.49E+12,1.49E+12,29,10,0,0
30,30,SCTResp,2,31,30,30,0,0,1,1,0,1,2,5,n,3,n,1,610,0,2783,1.49E+12,1.49E+12,1.49E+12,30,10,2,1
31,31,SCTResp,2,32,31,31,0,0,1,1,0,1,2,10,x,2,x,1,730,0,2783,1.49E+12,1.49E+12,1.49E+12,31,10,0,0
32,32,SCTResp,2,33,32,32,0,0,1,3,6,1,2,11,n,3,n,1,768,0,2783,1.49E+12,1.49E+12,1.49E+12,32,10,0,0
33,33,SCTResp,2,34,33,33,0,0,1,1,0,1,2,5,n,3,n,1,527,0,2783,1.49E+12,1.49E+12,1.49E+12,33,10,0,0
34,34,SCTResp,2,35,34,34,0,1,0,1,4,2,1,5,z,1,z,1,646,0,2783,1.49E+12,1.49E+12,1.49E+12,34,10,2,2
35,35,SCTResp,2,36,35,35,0,0,1,3,6,1,1,14,n,3,n,1,724,0,2783,1.49E+12,1.49E+12,1.49E+12,35,10,2,1
36,36,SCTResp,2,37,36,36,0,1,0,2,5,2,2,14,n,3,n,1,475,0,2783,1.49E+12,1.49E+12,1.49E+12,36,10,2,2
37,37,SCTRespITI,2,38,37,37,0,0,1,4,7,1,2,12,z,1,0,0,475,0,2783,1.49E+12,1.49E+12,1.49E+12,36,10,2,1
38,38,SCTResp,2,39,38,38,0,0,1,3,6,1,2,6,m,4,m,1,607,0,2783,1.49E+12,1.49E+12,1.49E+12,37,10,0,0
39,39,SCTResp,2,40,39,39,0,0,1,4,7,1,2,8,z,1,z,1,840,0,2783,1.49E+12,1.49E+12,1.49E+12,38,10,0,0
40,40,SCTResp,2,41,40,40,0,1,0,3,2,2,4,8,m,4,m,1,661,0,2783,1.49E+12,1.49E+12,1.49E+12,39,10,2,2
41,41,SCTResp,2,42,41,41,0,1,0,3,2,2,1,8,z,1,z,1,572,0,2783,1.49E+12,1.49E+12,1.49E+12,40,10,0,0
42,42,SCTResp,2,43,42,42,0,0,1,4,7,1,1,14,n,3,n,1,596,0,2783,1.49E+12,1.49E+12,1.49E+12,41,10,2,1
43,43,SCTResp,2,44,43,43,0,0,1,2,1,1,1,16,m,4,m,1,633,0,2783,1.49E+12,1.49E+12,1.49E+12,42,10,0,0
44,44,SCTResp,2,45,44,44,0,1,0,2,5,2,4,16,m,4,m,1,472,0,2783,1.49E+12,1.49E+12,1.49E+12,43,10,2,2
45,45,SCTResp,2,46,45,45,0,0,1,4,7,1,4,7,x,2,x,1,640,0,2783,1.49E+12,1.49E+12,1.49E+12,44,10,2,1
46,46,SCTResp,2,47,46,46,0,1,0,3,2,2,3,7,x,2,x,1,445,0,2783,1.49E+12,1.49E+12,1.49E+12,45,10,2,2
47,47,SCTResp,2,48,47,47,0,1,0,1,4,2,2,7,n,3,n,1,701,0,2783,1.49E+12,1.49E+12,1.49E+12,46,10,0,0
48,48,SCTResp,2,49,48,48,0,0,1,4,7,1,2,10,x,2,x,1,603,0,2783,1.49E+12,1.49E+12,1.49E+12,47,10,2,1
49,49,SCTResp,2,50,49,49,0,1,0,3,2,2,1,10,z,1,z,1,650,0,2783,1.49E+12,1.49E+12,1.49E+12,48,10,2,2
50,50,SCTResp,2,51,50,50,0,0,1,2,1,1,1,12,z,1,z,1,506,0,2783,1.49E+12,1.49E+12,1.49E+12,49,10,2,1
51,51,SCTResp,2,52,51,51,0,1,0,2,5,2,4,12,m,4,m,1,631,0,2783,1.49E+12,1.49E+12,1.49E+12,50,10,2,2
52,52,SCTResp,2,53,52,52,0,1,0,4,3,2,1,12,z,1,z,1,568,0,2783,1.49E+12,1.49E+12,1.49E+12,51,10,0,0
53,53,SCTResp,2,54,53,53,0,0,1,2,1,1,1,14,n,3,n,1,733,0,2783,1.49E+12,1.49E+12,1.49E+12,52,10,2,1
54,54,SCTResp,2,55,54,54,0,1,0,1,4,2,2,14,n,3,n,1,557,0,2783,1.49E+12,1.49E+12,1.49E+12,53,10,2,2
55,55,SCTResp,2,56,55,55,0,1,0,1,4,2,3,14,x,2,x,1,842,0,2783,1.49E+12,1.49E+12,1.49E+12,54,10,0,0
56,56,SCTResp,2,57,56,56,0,0,1,3,6,1,3,16,m,4,m,1,529,0,2783,1.49E+12,1.49E+12,1.49E+12,55,10,2,1
57,57,SCTResp,2,58,57,57,0,1,0,1,4,2,4,16,m,4,m,1,497,0,2783,1.49E+12,1.49E+12,1.49E+12,56,10,2,2
58,58,SCTResp,2,59,58,58,0,1,0,4,3,2,1,16,z,1,z,1,550,0,2783,1.49E+12,1.49E+12,1.49E+12,57,10,0,0
59,59,SCTResp,2,60,59,59,0,0,1,2,1,1,1,9,m,4,m,1,550,0,2783,1.49E+12,1.49E+12,1.49E+12,58,10,2,1
60,60,SCTResp,2,61,60,60,0,1,0,3,2,2,3,9,x,2,n,0,620,0,2783,1.49E+12,1.49E+12,1.49E+12,58,10,2,2
61,61,SCTResp,2,62,61,61,0,0,1,4,7,1,3,16,m,4,m,1,724,0,2783,1.49E+12,1.49E+12,1.49E+12,59,10,2,1
62,62,SCTResp,2,63,62,62,0,0,1,2,1,1,3,12,z,1,z,1,689,0,2783,1.49E+12,1.49E+12,1.49E+12,60,10,0,0
63,63,SCTResp,2,64,63,63,0,1,0,2,5,2,4,12,m,4,m,1,762,0,2783,1.49E+12,1.49E+12,1.49E+12,61,10,2,2
64,64,SCTResp,2,65,64,64,0,1,0,4,3,2,1,12,z,1,z,1,718,0,2783,1.49E+12,1.49E+12,1.49E+12,62,10,0,0
65,65,SCTResp,2,66,65,65,0,1,0,3,2,2,3,12,x,2,x,1,693,0,2783,1.49E+12,1.49E+12,1.49E+12,63,10,0,0
66,66,SCTResp,2,67,66,66,0,0,1,2,1,1,3,11,n,3,n,1,693,0,2783,1.49E+12,1.49E+12,1.49E+12,64,10,2,1
67,67,SCTResp,2,68,67,67,0,1,0,4,3,2,2,11,n,3,n,1,530,0,2783,1.49E+12,1.49E+12,1.49E+12,65,10,2,2
68,68,SCTResp,2,69,68,68,0,0,1,2,1,1,2,5,n,3,n,1,593,0,2783,1.49E+12,1.49E+12,1.49E+12,66,10,2,1
69,69,SCTResp,2,70,69,69,0,0,1,4,7,1,2,13,x,2,x,1,649,0,2783,1.49E+12,1.49E+12,1.49E+12,67,10,0,0
70,70,SCTResp,2,71,70,70,0,0,1,1,0,1,2,15,z,1,z,1,640,0,2783,1.49E+12,1.49E+12,1.49E+12,68,10,0,0
71,71,SCTResp,2,72,71,71,0,0,1,3,6,1,2,7,x,2,x,1,680,0,2783,1.49E+12,1.49E+12,1.49E+12,69,10,0,0
72,72,SCTResp,2,73,72,72,0,0,1,3,6,1,2,5,n,3,n,1,631,0,2783,1.49E+12,1.49E+12,1.49E+12,70,10,0,0
73,73,SCTResp,2,74,73,73,0,1,0,3,2,2,4,5,m,4,m,1,502,0,2783,1.49E+12,1.49E+12,1.49E+12,71,10,2,2
74,74,SCTRespITI,2,75,74,74,0,1,0,4,3,2,3,5,x,2,0,0,502,0,2783,1.49E+12,1.49E+12,1.49E+12,71,10,0,0
75,75,SCTResp,2,76,75,75,0,0,1,1,0,1,3,10,x,2,x,1,554,0,2783,1.49E+12,1.49E+12,1.49E+12,72,10,2,1
76,76,SCTResp,2,77,76,76,0,0,1,2,1,1,3,11,n,3,n,1,842,0,2783,1.49E+12,1.49E+12,1.49E+12,73,10,0,0
77,77,SCTResp,2,78,77,77,0,1,0,4,3,2,2,11,n,3,n,1,406,0,2783,1.49E+12,1.49E+12,1.49E+12,74,10,2,2
78,78,SCTResp,2,79,78,78,0,1,0,3,2,2,4,11,m,4,m,1,526,0,2783,1.49E+12,1.49E+12,1.49E+12,75,10,0,0
79,79,SCTResp,2,80,79,79,0,1,0,2,5,2,3,11,x,2,x,1,543,0,2783,1.49E+12,1.49E+12,1.49E+12,76,10,0,0
80,80,SCTResp,2,81,0,80,1,0,1,3,6,1,3,13,x,2,x,1,941,0,410741,1.49E+12,1.49E+12,1.49E+12,1,10,0,1
81,81,SCTResp,2,82,1,81,1,0,1,3,6,1,3,6,m,4,m,1,588,0,410741,1.49E+12,1.49E+12,1.49E+12,2,10,0,0
82,82,SCTResp,2,83,2,82,1,1,0,2,5,2,3,6,x,2,x,1,674,0,410741,1.49E+12,1.49E+12,1.49E+12,3,10,2,2
83,83,SCTResp,2,84,3,83,1,0,1,1,0,1,3,10,x,2,x,1,682,0,410741,1.49E+12,1.49E+12,1.49E+12,4,10,2,1
84,84,SCTResp,2,85,4,84,1,0,1,2,1,1,3,12,z,1,z,1,648,0,410741,1.49E+12,1.49E+12,1.49E+12,5,10,0,0
85,85,SCTResp,2,86,5,85,1,1,0,4,3,2,1,12,z,1,z,1,494,0,410741,1.49E+12,1.49E+12,1.49E+12,6,10,2,2
86,86,SCTResp,2,87,6,86,1,0,1,3,6,1,1,8,z,1,z,1,910,0,410741,1.49E+12,1.49E+12,1.49E+12,7,10,2,1
87,87,SCTResp,2,88,7,87,1,1,0,3,2,2,4,8,m,4,m,1,572,0,410741,1.49E+12,1.49E+12,1.49E+12,8,10,2,2
88,88,SCTResp,2,89,8,88,1,1,0,2,5,2,2,8,n,3,n,1,698,0,410741,1.49E+12,1.49E+12,1.49E+12,9,10,0,0
89,89,SCTResp,2,90,9,89,1,1,0,4,3,2,4,8,m,4,m,1,546,0,410741,1.49E+12,1.49E+12,1.49E+12,10,10,0,0
90,90,SCTResp,2,91,10,90,1,1,0,3,2,2,3,8,x,2,z,0,624,0,410741,1.49E+12,1.49E+12,1.49E+12,10,10,0,0
91,91,SCTResp,2,92,11,91,1,1,0,2,5,2,1,8,z,1,z,1,783,0,410741,1.49E+12,1.49E+12,1.49E+12,11,10,0,0
92,92,SCTResp,2,93,12,92,1,1,0,4,3,2,3,8,x,2,x,1,613,0,410741,1.49E+12,1.49E+12,1.49E+12,12,10,0,0
93,93,SCTResp,2,94,13,93,1,0,1,1,0,1,3,10,x,2,x,1,732,0,410741,1.49E+12,1.49E+12,1.49E+12,13,10,2,1
94,94,SCTResp,2,95,14,94,1,0,1,3,6,1,3,8,z,1,z,1,588,0,410741,1.49E+12,1.49E+12,1.49E+12,14,10,0,0
95,95,SCTResp,2,96,15,95,1,0,1,2,1,1,3,9,m,4,m,1,593,0,410741,1.49E+12,1.49E+12,1.49E+12,15,10,0,0
96,96,SCTResp,2,97,16,96,1,1,0,4,3,2,2,9,n,3,n,1,809,0,410741,1.49E+12,1.49E+12,1.49E+12,16,10,2,2
97,97,SCTResp,2,98,17,97,1,1,0,2,5,2,4,9,m,4,m,1,575,0,410741,1.49E+12,1.49E+12,1.49E+12,17,10,0,0
98,98,SCTResp,2,99,18,98,1,0,1,4,7,1,4,11,n,3,n,1,654,0,410741,1.49E+12,1.49E+12,1.49E+12,18,10,2,1
99,99,SCTResp,2,100,19,99,1,1,0,2,5,2,1,11,z,1,z,1,558,0,410741,1.49E+12,1.49E+12,1.49E+12,19,10,2,2
100,100,SCTResp,2,101,20,100,1,0,1,3,6,1,1,9,m,4,m,1,524,0,410741,1.49E+12,1.49E+12,1.49E+12,20,10,2,1
101,101,SCTResp,2,102,21,101,1,0,1,4,7,1,1,15,z,1,z,1,619,0,410741,1.49E+12,1.49E+12,1.49E+12,21,10,0,0
102,102,SCTResp,2,103,22,102,1,1,0,4,3,2,2,15,n,3,n,1,866,0,410741,1.49E+12,1.49E+12,1.49E+12,22,10,2,2
103,103,SCTResp,2,104,23,103,1,1,0,4,3,2,3,15,x,2,x,1,793,0,410741,1.49E+12,1.49E+12,1.49E+12,23,10,0,0
104,104,SCTResp,2,105,24,104,1,1,0,3,2,2,2,15,n,3,n,1,584,0,410741,1.49E+12,1.49E+12,1.49E+12,24,10,0,0
105,105,SCTRespITI,2,106,25,105,1,1,0,1,4,2,3,15,x,2,0,0,584,0,410741,1.49E+12,1.49E+12,1.49E+12,24,10,0,0
106,106,SCTResp,2,107,26,106,1,1,0,1,4,2,4,15,m,4,m,1,565,0,410741,1.49E+12,1.49E+12,1.49E+12,25,10,0,0
107,107,SCTResp,2,108,27,107,1,0,1,3,6,1,4,5,n,3,n,1,845,0,410741,1.49E+12,1.49E+12,1.49E+12,26,10,2,1
108,108,SCTResp,2,109,28,108,1,1,0,4,3,2,2,5,n,3,n,1,658,0,410741,1.49E+12,1.49E+12,1.49E+12,27,10,2,2
109,109,SCTResp,2,110,29,109,1,0,1,3,6,1,2,16,m,4,m,1,584,0,410741,1.49E+12,1.49E+12,1.49E+12,28,10,2,1
110,110,SCTResp,2,111,30,110,1,1,0,1,4,2,4,16,m,4,m,1,417,0,410741,1.49E+12,1.49E+12,1.49E+12,29,10,2,2
111,111,SCTResp,2,112,31,111,1,1,0,1,4,2,1,16,z,1,z,1,614,0,410741,1.49E+12,1.49E+12,1.49E+12,30,10,0,0
112,112,SCTResp,2,113,32,112,1,1,0,4,3,2,2,16,n,3,x,0,478,0,410741,1.49E+12,1.49E+12,1.49E+12,30,10,0,0
113,113,SCTResp,2,114,33,113,1,1,0,1,4,2,4,16,m,4,m,1,525,0,410741,1.49E+12,1.49E+12,1.49E+12,31,10,0,0
114,114,SCTResp,2,115,34,114,1,0,1,1,0,1,4,7,x,2,x,1,974,0,410741,1.49E+12,1.49E+12,1.49E+12,32,10,2,1
115,115,SCTResp,2,116,35,115,1,1,0,3,2,2,1,7,z,1,z,1,682,0,410741,1.49E+12,1.49E+12,1.49E+12,33,10,2,2
116,116,SCTResp,2,117,36,116,1,0,1,3,6,1,1,6,m,4,m,1,513,0,410741,1.49E+12,1.49E+12,1.49E+12,34,10,2,1
117,117,SCTResp,2,118,37,117,1,1,0,1,4,2,2,6,n,3,n,1,889,0,410741,1.49E+12,1.49E+12,1.49E+12,35,10,2,2
118,118,SCTResp,2,119,38,118,1,1,0,1,4,2,1,6,z,1,z,1,575,0,410741,1.49E+12,1.49E+12,1.49E+12,36,10,0,0
119,119,SCTResp,2,120,39,119,1,0,1,2,1,1,1,10,x,2,x,1,741,0,410741,1.49E+12,1.49E+12,1.49E+12,37,10,2,1
120,120,SCTResp,2,121,40,120,1,0,1,4,7,1,1,7,x,2,x,1,597,0,410741,1.49E+12,1.49E+12,1.49E+12,38,10,0,0
121,121,SCTResp,2,122,41,121,1,1,0,3,2,2,3,7,x,2,n,0,964,0,410741,1.49E+12,1.49E+12,1.49E+12,38,10,2,2
122,122,SCTResp,2,123,42,122,1,1,0,2,5,2,4,7,m,4,m,1,586,0,410741,1.49E+12,1.49E+12,1.49E+12,39,10,0,0
123,123,SCTResp,2,124,43,123,1,0,1,3,6,1,4,13,x,2,x,1,928,0,410741,1.49E+12,1.49E+12,1.49E+12,40,10,2,1
124,124,SCTResp,2,125,44,124,1,1,0,3,2,2,1,13,z,1,m,0,817,0,410741,1.49E+12,1.49E+12,1.49E+12,40,10,2,2
125,125,SCTResp,2,126,45,125,1,0,1,1,0,1,1,5,n,3,n,1,664,0,410741,1.49E+12,1.49E+12,1.49E+12,41,10,2,1
126,126,SCTResp,2,127,46,126,1,1,0,3,2,2,4,5,m,4,m,1,487,0,410741,1.49E+12,1.49E+12,1.49E+12,42,10,2,2
127,127,SCTResp,2,128,47,127,1,1,0,3,2,2,1,5,z,1,z,1,639,0,410741,1.49E+12,1.49E+12,1.49E+12,43,10,0,0
128,128,SCTResp,2,129,48,128,1,0,1,1,0,1,1,12,z,1,z,1,564,0,410741,1.49E+12,1.49E+12,1.49E+12,44,10,2,1
129,129,SCTResp,2,130,49,129,1,1,0,3,2,2,3,12,x,2,x,1,547,0,410741,1.49E+12,1.49E+12,1.49E+12,45,10,2,2
130,130,SCTResp,2,131,50,130,1,0,1,2,1,1,3,11,n,3,n,1,572,0,410741,1.49E+12,1.49E+12,1.49E+12,46,10,2,1
131,131,SCTResp,2,132,51,131,1,1,0,1,4,2,2,11,n,3,n,1,513,0,410741,1.49E+12,1.49E+12,1.49E+12,47,10,2,2
132,132,SCTResp,2,133,52,132,1,0,1,4,7,1,2,8,z,1,z,1,705,0,410741,1.49E+12,1.49E+12,1.49E+12,48,10,2,1
133,133,SCTResp,2,134,53,133,1,0,1,4,7,1,2,15,z,1,z,1,655,0,410741,1.49E+12,1.49E+12,1.49E+12,49,10,0,0
134,134,SCTResp,2,135,54,134,1,1,0,2,5,2,1,15,z,1,z,1,589,0,410741,1.49E+12,1.49E+12,1.49E+12,50,10,2,2
135,135,SCTResp,2,136,55,135,1,0,1,2,1,1,1,7,x,2,x,1,701,0,410741,1.49E+12,1.49E+12,1.49E+12,51,10,2,1
136,136,SCTResp,2,137,56,136,1,0,1,2,1,1,1,12,z,1,z,1,587,0,410741,1.49E+12,1.49E+12,1.49E+12,52,10,0,0
137,137,SCTResp,2,138,57,137,1,0,1,4,7,1,1,13,x,2,x,1,787,0,410741,1.49E+12,1.49E+12,1.49E+12,53,10,0,0
138,138,SCTResp,2,139,58,138,1,0,1,2,1,1,1,9,m,4,m,1,776,0,410741,1.49E+12,1.49E+12,1.49E+12,54,10,0,0
139,139,SCTResp,2,140,59,139,1,1,0,3,2,2,3,9,x,2,x,1,960,0,410741,1.49E+12,1.49E+12,1.49E+12,55,10,2,2
140,140,SCTResp,2,141,60,140,1,1,0,4,3,2,2,9,n,3,n,1,717,0,410741,1.49E+12,1.49E+12,1.49E+12,56,10,0,0
141,141,SCTResp,2,142,61,141,1,0,1,1,0,1,2,14,n,3,n,1,644,0,410741,1.49E+12,1.49E+12,1.49E+12,57,10,2,1
142,142,SCTResp,2,143,62,142,1,1,0,2,5,2,3,14,x,2,x,1,717,0,410741,1.49E+12,1.49E+12,1.49E+12,58,10,2,2
143,143,SCTResp,2,144,63,143,1,0,1,1,0,1,3,8,z,1,z,1,643,0,410741,1.49E+12,1.49E+12,1.49E+12,59,10,2,1
144,144,SCTResp,2,145,64,144,1,0,1,4,7,1,3,14,n,3,n,1,826,0,410741,1.49E+12,1.49E+12,1.49E+12,60,10,0,0
145,145,SCTResp,2,146,65,145,1,0,1,3,6,1,3,16,m,4,m,1,592,0,410741,1.49E+12,1.49E+12,1.49E+12,61,10,0,0
146,146,SCTResp,2,147,66,146,1,1,0,1,4,2,4,16,m,4,m,1,807,0,410741,1.49E+12,1.49E+12,1.49E+12,62,10,2,2
147,147,SCTResp,2,148,67,147,1,1,0,1,4,2,3,16,x,2,x,1,790,0,410741,1.49E+12,1.49E+12,1.49E+12,63,10,0,0
148,148,SCTResp,2,149,68,148,1,0,1,4,7,1,3,11,n,3,n,1,701,0,410741,1.49E+12,1.49E+12,1.49E+12,64,10,2,1
149,149,SCTResp,2,150,69,149,1,1,0,2,5,2,4,11,m,4,m,1,475,0,410741,1.49E+12,1.49E+12,1.49E+12,65,10,2,2
150,150,SCTResp,2,151,70,150,1,0,1,1,0,1,4,15,z,1,z,1,628,0,410741,1.49E+12,1.49E+12,1.49E+12,66,10,2,1
151,151,SCTResp,2,152,71,151,1,1,0,2,5,2,1,15,z,1,z,1,577,0,410741,1.49E+12,1.49E+12,1.49E+12,67,10,2,2
152,152,SCTRespITI,2,153,72,152,1,0,1,2,1,1,1,6,m,4,0,0,577,0,410741,1.49E+12,1.49E+12,1.49E+12,67,10,2,1
153,153,SCTResp,2,154,73,153,1,0,1,2,1,1,1,14,n,3,n,1,661,0,410741,1.49E+12,1.49E+12,1.49E+12,68,10,0,0
154,154,SCTResp,2,155,74,154,1,0,1,4,7,1,1,5,n,3,n,1,629,0,410741,1.49E+12,1.49E+12,1.49E+12,69,10,0,0
155,155,SCTResp,2,156,75,155,1,0,1,1,0,1,1,14,n,3,n,1,531,0,410741,1.49E+12,1.49E+12,1.49E+12,70,10,0,0
156,156,SCTResp,2,157,76,156,1,0,1,2,1,1,1,16,m,4,m,1,795,0,410741,1.49E+12,1.49E+12,1.49E+12,71,10,0,0
157,157,SCTResp,2,158,77,157,1,0,1,4,7,1,1,13,x,2,z,0,576,0,410741,1.49E+12,1.49E+12,1.49E+12,71,10,0,0
158,158,SCTResp,2,159,78,158,1,1,0,4,3,2,2,13,n,3,n,1,767,0,410741,1.49E+12,1.49E+12,1.49E+12,72,10,2,2
159,159,SCTResp,2,160,79,159,1,0,1,1,0,1,2,6,m,4,m,1,622,0,410741,1.49E+12,1.49E+12,1.49E+12,73,10,2,1
0,0,SCTResp,2,1,0,0,0,0,1,3,6,1,,11,n,3,n,1,845,0,7917,1.49E+12,1.49E+12,1.49E+12,1,11,0,0
1,1,SCTResp,2,2,1,1,0,1,0,3,2,2,3,11,x,2,x,1,697,0,7917,1.49E+12,1.49E+12,1.49E+12,2,11,2,2
2,2,SCTResp,2,3,2,2,0,0,1,4,7,1,3,5,n,3,n,1,680,0,7917,1.49E+12,1.49E+12,1.49E+12,3,11,2,1
3,3,SCTResp,2,4,3,3,0,0,1,3,6,1,3,16,m,4,m,1,594,0,7917,1.49E+12,1.49E+12,1.49E+12,4,11,0,0
4,4,SCTResp,2,5,4,4,0,1,0,3,2,2,1,16,z,1,z,1,611,0,7917,1.49E+12,1.49E+12,1.49E+12,5,11,2,2
5,5,SCTResp,2,6,5,5,0,1,0,3,2,2,2,16,n,3,n,1,651,0,7917,1.49E+12,1.49E+12,1.49E+12,6,11,0,0
6,6,SCTResp,2,7,6,6,0,0,1,4,7,1,2,6,m,4,m,1,577,0,7917,1.49E+12,1.49E+12,1.49E+12,7,11,2,1
7,7,SCTResp,2,8,7,7,0,0,1,3,6,1,2,12,z,1,z,1,881,0,7917,1.49E+12,1.49E+12,1.49E+12,8,11,0,0
8,8,SCTResp,2,9,8,8,0,1,0,4,3,2,4,12,m,4,m,1,566,0,7917,1.49E+12,1.49E+12,1.49E+12,9,11,2,2
9,9,SCTResp,2,10,9,9,0,0,1,3,6,1,4,10,x,2,n,0,737,0,7917,1.49E+12,1.49E+12,1.49E+12,9,11,2,1
10,10,SCTResp,2,11,10,10,0,0,1,4,7,1,4,7,x,2,x,1,834,0,7917,1.49E+12,1.49E+12,1.49E+12,10,11,0,0
11,11,SCTResp,2,12,11,11,0,0,1,4,7,1,4,5,n,3,n,1,824,0,7917,1.49E+12,1.49E+12,1.49E+12,11,11,0,0
12,12,SCTResp,2,13,12,12,0,1,0,2,5,2,2,5,n,3,n,1,793,0,7917,1.49E+12,1.49E+12,1.49E+12,12,11,2,2
13,13,SCTResp,2,14,13,13,0,1,0,2,5,2,1,5,z,1,z,1,628,0,7917,1.49E+12,1.49E+12,1.49E+12,13,11,0,0
